W,K,T,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-26_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-26_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,3-30-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,3-30-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,
3,8,1000,0.9980,0.7371,0,1,0,1,0,1,1.000,0.7229,0.2275,-0.286,0,1,1.000,0.6514,0.9998,0.3972,0.8012,-0.350,0.9997,0.8383,0,1,1.000,0.3335,1.000,0.4448,0.9999,-0.498,0.5103,0.1276,0,1,0.9998,0.3424,1.000,0.7901,0.6824,-0.493,0.8160,0.6765,0,1,0,1,0,1,0.9999,0.6470
3,8,1500,0.9999,0.7575,0,1,0,1,0,1,0.9999,0.7406,0.2228,-0.384,0.7668,0.7384,0.9999,0.5892,0.9997,0.2692,0.8365,-0.349,0.9999,0.5565,0.7408,0.7389,1.000,0.5433,1.000,0.4737,0.9999,0.4506,0.5818,0.1635,0.7978,0.7166,0.9999,0.4229,1.000,0.7885,0.9993,-0.541,0.7219,0.5459,0,1,0,1,0,1,0.9866,0.6418
3,8,2000,0.9995,0.7097,0,1,0,1,0,1,1.000,0.7515,0.2219,-0.488,0.7988,0.7474,0.9600,0.5167,0.9497,0.1753,0.7962,-0.413,1.000,0.6179,0.7456,0.6030,1.000,0.6085,1.000,0.4548,1.000,0.5224,0.5535,0.0968,0.8061,0.7171,1.000,0.5015,1.000,0.7919,0.9975,-0.601,0.7216,0.5026,0,1,0,1,0,1,0.9999,0.5818
3,9,1000,0.9995,0.6345,0,1,0,1,0,1,0.9998,0.2424,0.6382,-0.22,0,1,1.000,0.6190,1.000,0.2727,1.000,-0.409,0.8677,0.7467,0,1,1.000,0.7326,1.000,0.6582,0.9999,0.5756,0.5125,0.3771,0,1,1.000,0.6219,1.000,0.7171,0.4949,0.1590,0.8344,0.1886,0,1,0,1,0,1,0.9999,0.6746
3,9,1500,0.9987,0.4558,0,1,0,1,0,1,0.9999,0.1609,0.5770,-0.254,0.8314,0.8078,1.000,0.7037,0.9998,0.3370,1.000,-0.132,0.9930,0.7647,0.7648,0.7601,1.000,0.7293,0.8801,0.4506,1.000,0.4097,0.5406,0.3354,0.7065,0.6331,1.000,0.5991,1.000,0.804,0.6221,0.184,0.7674,-0.205,0,1,0,1,0,1,0.9995,0.6903
3,9,2000,1.000,0.3956,0,1,0,1,0,1,1.000,0.3359,0.5649,-0.290,0.8204,0.7820,1.000,0.6529,1.000,0.4135,0.9998,-0.096,0.9994,0.7528,0.7706,0.7167,1.000,0.7338,0.8970,0.4979,1.000,0.43,0.5019,0.335,0.6893,0.6238,0.9999,0.5638,1.000,0.7632,0.5749,0.1574,0.7572,-0.486,0,1,0,1,0,1,0.9980,0.6791
3,10,1000,1.000,0.6063,0,1,0,1,0,1,0.9995,-0.497,0.3932,-0.071,0,1,0.9996,0.6926,1.000,0.6645,0.7823,0.2580,0.9997,0.655,0,1,1.000,0.6553,1.000,0.5717,0.9995,0.5503,0.3793,0.3189,0,1,0.9993,0.6762,1.000,0.7529,0.4234,0.296,0.8280,0.2488,0,1,0,1,0,1,0.9997,0.5794
3,10,1500,1.000,0.6356,0,1,0,1,0,1,1.000,-0.526,0.3617,-0.309,0.8027,0.7891,1.000,0.5921,1.000,0.6696,0.7445,0.222,0.9999,0.1939,0.7512,0.7488,0.9999,0.5453,1.000,0.6433,0.9972,0.4289,0.3634,0.2768,0.6892,0.6065,1.000,0.6605,1.000,0.7718,0.3979,0.2592,0.8266,-0.067,0,1,0,1,0,1,0.9992,0.4515
3,10,2000,0.9988,0.6163,0,1,0,1,0,1,0.9998,-0.214,0.364,-0.329,0.8083,0.7853,1.000,0.5917,0.9999,0.6162,0.7181,0.1791,0.9983,0.1531,0.8098,0.7500,0.9994,0.5625,1.000,0.5844,0.9218,0.4297,0.3429,0.2514,0.6751,0.6182,0.9999,0.6175,1.000,0.7633,0.3816,0.2359,0.811,-0.301,0,1,0,1,0,1,0.9990,0.4758
3,20,1000,1.000,0.7662,0,1,0,1,0,1,1.000,0.7149,0.6096,0.4152,0,1,1.000,0.7446,0.9998,0.8027,0.8454,0.4199,0.8456,0.7781,0,1,1.000,0.2413,1.000,0.7683,0.9024,0.4438,0.4562,0.3076,0,1,0.9406,0.6496,0.9998,0.5883,0.4520,0.3339,0.7721,0.5589,0,1,0,1,0,1,0.9990,0.5527
3,20,1500,1.000,0.6954,0,1,0,1,0,1,1.000,0.745,0.5436,0.2985,0.8633,0.8558,1.000,0.7296,1.000,0.8014,0.7561,0.3948,0.8436,0.7068,0.8955,0.8887,1.000,0.2755,1.000,0.7293,0.9301,0.5131,0.4440,0.2946,0.7044,0.64,0.9473,0.6660,0.9984,0.5811,0.4965,0.3668,0.7894,0.4724,0,1,0,1,0,1,0.9999,0.5587
3,20,2000,0.9995,0.6667,0,1,0,1,0,1,1.000,0.7551,0.5342,0.3037,0.8515,0.8371,0.9939,0.7417,1.000,0.8472,0.7479,0.3915,0.8377,0.6863,0.9140,0.8613,0.9970,0.2503,1.000,0.7259,0.9075,0.4842,0.4287,0.2619,0.7063,0.6328,0.9961,0.6581,0.9998,0.6031,0.4430,0.3438,0.7961,0.4213,0,1,0,1,0,1,1.000,0.5348
3,30,1000,0.9997,0.6044,0,1,0,1,0,1,0.9587,0.8101,0.6857,0.5519,0,1,1.000,0.8747,0.9124,0.7460,0.8341,0.5937,0.6984,0.6439,0,1,1.000,0.4121,1.000,0.8668,0.8129,0.5556,0.452,0.3715,0,1,0.8453,0.6195,1.000,0.5484,0.5469,0.4058,0.8587,0.6759,0,1,0,1,0,1,1.000,0.5688
3,30,1500,0.9997,0.5207,0,1,0,1,0,1,0.9999,0.8371,0.5940,0.4428,0.8833,0.8757,0.9861,0.7988,0.9555,0.7870,0.7864,0.5437,0.6816,0.6156,0.9426,0.9393,0.9998,0.3789,1.000,0.8958,0.7907,0.5621,0.4382,0.3611,0.6971,0.6444,0.8391,0.6231,0.9989,0.5083,0.5143,0.4011,0.8617,0.6598,0,1,0,1,0,1,0.9998,0.4578
3,30,2000,0.9996,0.4511,0,1,0,1,0,1,1.000,0.8417,0.5662,0.4082,0.8502,0.8365,0.9619,0.7697,1.000,0.8444,0.7369,0.5377,0.6965,0.6182,0.9466,0.8881,0.9997,0.3467,1.000,0.8894,0.7919,0.5543,0.4357,0.3424,0.6902,0.6422,0.8593,0.6088,1.000,0.5151,0.4897,0.4045,0.8462,0.5534,0,1,0,1,0,1,0.9998,0.5003
3,40,1000,1.000,0.6440,0,1,0,1,0,1,0.9985,0.7868,0.8345,0.6864,0,1,1.000,0.8940,0.9093,0.7759,0.9905,0.8555,0.8946,0.8589,0,1,0.9987,0.3402,1.000,0.8779,0.9988,0.8257,0.5158,0.4627,0,1,0.8222,0.6693,0.9998,0.5109,0.5054,0.4235,0.8702,0.7522,0,1,0,1,0,1,0.9999,0.5192
3,40,1500,0.9983,0.6274,0,1,0,1,0,1,0.9995,0.7960,0.7459,0.5864,0.8827,0.8775,1.000,0.8159,0.9818,0.8530,0.9277,0.7982,0.9043,0.8466,0.9098,0.9062,0.9991,0.3642,1.000,0.8948,0.9790,0.8023,0.5029,0.3968,0.6910,0.6564,0.8303,0.6605,0.9994,0.4658,0.4755,0.4056,0.9209,0.7105,0,1,0,1,0,1,0.9988,0.4804
3,40,2000,1.000,0.6083,0,1,0,1,0,1,1.000,0.8010,0.7019,0.5592,0.8415,0.8347,0.9386,0.7774,1.000,0.9295,0.8861,0.7593,0.9052,0.8371,0.9156,0.8906,0.9998,0.3297,1.000,0.8881,0.9827,0.7994,0.4937,0.3832,0.7194,0.6708,0.8360,0.6439,1.000,0.4594,0.4586,0.3930,0.9144,0.6381,0,1,0,1,0,1,1.000,0.5069
3,50,1000,0.9996,0.4907,0,1,0,1,0,1,1.000,0.8754,0.7513,0.6278,0,1,1.000,0.8706,0.8616,0.7731,0.8939,0.7738,0.7370,0.6884,0,1,0.9996,0.2795,1.000,0.9447,0.9019,0.7867,0.3971,0.3439,0,1,0.7998,0.6676,0.9996,0.5082,0.4208,0.3530,0.8508,0.7631,0,1,0,1,0,1,0.9996,0.5327
3,50,1500,1.000,0.4346,0,1,0,1,0,1,1.000,0.8998,0.6625,0.5216,0.8780,0.8728,1.000,0.8417,0.9304,0.8569,0.8154,0.6943,0.7150,0.6442,0.8898,0.8877,0.9999,0.3104,1.000,0.9417,0.8696,0.7481,0.3892,0.3353,0.7087,0.6818,0.7846,0.6580,1.000,0.4267,0.4099,0.3542,0.8524,0.7416,0,1,0,1,0,1,0.9994,0.4765
3,50,2000,0.9998,0.4290,0,1,0,1,0,1,1.000,0.9038,0.6157,0.4929,0.8428,0.8306,0.9272,0.7748,0.9856,0.9138,0.7692,0.6634,0.7193,0.6447,0.9010,0.8661,0.9997,0.2967,1.000,0.9448,0.8737,0.7503,0.3869,0.3328,0.7093,0.6813,0.7941,0.6751,0.9996,0.4247,0.4072,0.3557,0.8602,0.7198,0,1,0,1,0,1,0.9999,0.5114
4,5,1000,0.9999,0.6542,0,1,0,1,0,1,0.7500,-0.387,0.7686,0.0304,0,1,0.9998,0.4588,0.9999,0.3054,0.9995,-0.015,0.6667,0.6466,0,1,0.9886,0.4942,0.9992,0.48,0.9991,-0.186,0.5852,0.4612,0,1,1.000,0.4758,0.9998,0.6364,0.8025,0.2733,0.7698,0.53,0,1,0,1,0,1,0.9187,0.5923
4,5,1500,0.9997,0.5972,0,1,0,1,0,1,0.9213,-0.343,0.8486,-0.298,0.6682,0.6665,1.000,0.5758,0.9987,0.4192,0.9996,-0.282,0.731,0.607,0,1,1.000,0.6530,0.6812,0.0592,0.9994,-0.101,0.7430,0.5054,0.6816,0.6575,0.9999,0.5529,0.9986,0.6029,0.9979,0.3079,0.7728,0.4596,0,1,0,1,0,1,0.9557,0.6242
4,5,2000,0.9997,0.5404,0,1,0,1,0,1,0.9722,-0.227,0.8903,-0.215,0.7133,0.6613,0.8918,0.5504,0.9999,0.4354,1.000,-0.226,0.8608,0.6385,0.6667,0.6666,1.000,0.6164,0.6770,0.0979,0.9999,0.0071,0.7760,0.5458,0.7577,0.6538,1.000,0.5977,0.9400,0.6160,0.9504,0.295,0.7614,0.4754,0,1,0,1,0,1,0.9999,0.6450
4,6,1000,0.9997,0.7153,0,1,0,1,0,1,0.9999,0.711,1.00,0.9222,0,1,1.000,0.5961,1.000,0.6227,0.9999,0.4816,0.6027,0.5995,0,1,1.000,0.6824,0.8757,0.6251,0.6841,0.5577,0.2148,0.1504,0,1,0.9936,0.5839,1.000,0.7656,0.2937,0.1706,0.7541,0.4096,0,1,0,1,0,1,1.000,0.6595
4,6,1500,0.9999,0.7023,0,1,0,1,0,1,1.000,0.6969,0.9998,0.8815,0.8272,0.8269,1.000,0.5586,1.000,0.5760,1.000,0.6032,0.6096,0.5686,0,1,1.000,0.765,0.8811,0.6278,0.7119,0.5620,0.2214,0.1596,0.7153,0.7079,0.9264,0.5045,1.000,0.7986,0.2954,0.0311,0.6903,0.3412,0,1,0,1,0,1,1.000,0.6624
4,6,2000,0.9999,0.6805,0,1,0,1,0,1,1.000,0.6665,0.9994,0.8491,0.8569,0.8137,0.9999,0.5947,1.000,0.4995,1.000,0.6388,0.6038,0.5488,0.7797,0.7791,1.000,0.7797,0.8290,0.5644,0.6979,0.5320,0.2053,0.1445,0.6952,0.6546,0.9163,0.5360,1.000,0.7979,0.2836,0.0687,0.6667,0.3642,0,1,0,1,0,1,0.9998,0.6666
4,7,1000,1.000,0.7707,0,1,0,1,0,1,1.000,0.7363,0.4160,-0.157,0,1,0.9999,0.6648,1.000,0.5692,0.5621,-0.861,0.2511,0.2503,0,1,1.000,0.7162,0.6721,0.2084,0.62,0.225,0.2505,0.1012,0,1,0.9900,0.5384,1.000,0.7401,0.5038,0.0869,0.7911,0.5042,0,1,0,1,0,1,0.9485,0.6636
4,7,1500,1.000,0.7835,0,1,0,1,0,1,1.000,0.7332,0.3869,-0.145,0.8056,0.8053,1.000,0.6636,1.000,0.4292,0.4345,-0.596,0.3543,0.2602,0,1,0.9948,0.3088,0.7655,0.3232,0.6576,0.2538,0.2705,0.0214,0.6433,0.6326,0.9999,0.5136,1.000,0.5918,0.5196,0.0031,0.7789,0.4854,0,1,0,1,0,1,1.000,0.6667
4,7,2000,0.9999,0.7818,0,1,0,1,0,1,1.000,0.7939,0.3173,-0.169,0.8238,0.7884,1.000,0.6267,0.9999,0.501,0.4048,-0.375,0.3540,0.2565,0.7833,0.7815,0.9999,0.2086,0.7768,0.2342,0.6698,0.2642,0.2347,-0.004,0.6294,0.5693,0.9568,0.4860,1.000,0.6818,0.4867,-0.018,0.6869,0.4021,0,1,0,1,0,1,1.000,0.666
4,8,1000,1.000,0.7966,0,1,0,1,0,1,0.9755,0.6658,0.2499,-0.012,0,1,1.000,0.7495,0.9910,0.2665,0.3623,-0.188,0.7941,0.7805,0,1,1.000,0.6383,1.000,0.4188,0.9999,0.0390,0.2905,0.1910,0,1,0.9998,0.4970,1.000,0.6329,0.4525,-0.101,0.7447,0.6068,0,1,0,1,0,1,1.000,0.6244
4,8,1500,0.9999,0.7736,0,1,0,1,0,1,0.9593,0.6513,0.2066,-0.028,0.8125,0.8124,0.8249,0.5462,0.9999,0.4477,0.3978,-0.160,0.8432,0.6890,0,1,1.000,0.47,1.000,0.4625,0.9998,0.4507,0.3139,0.1855,0.7716,0.7588,1.000,0.6108,1.000,0.6435,0.5264,-0.052,0.7016,0.6041,0,1,0,1,0,1,1.000,0.6197
4,8,2000,0.9965,0.7787,0,1,0,1,0,1,1.000,0.7354,0.1909,-0.059,0.8034,0.7872,0.7715,0.5084,0.9999,0.5020,0.3939,-0.137,0.9991,0.7837,0.7677,0.7677,1.000,0.5455,1.000,0.5690,0.9997,0.5630,0.3119,0.1714,0.7759,0.7271,1.000,0.6316,1.000,0.7044,0.4831,-0.135,0.7173,0.5926,0,1,0,1,0,1,1.000,0.6359
4,9,1000,0.9994,0.4714,0,1,0,1,0,1,0.9999,0.5481,0.6950,0.1924,0,1,1.000,0.7953,1.000,0.7521,0.9999,0.0148,0.7589,0.7569,0,1,0.9998,0.7102,0.9999,0.6310,0.9383,0.6997,0.3325,0.3042,0,1,1.000,0.6944,0.9997,0.6517,0.4625,0.2778,0.7913,0.5495,0,1,0,1,0,1,1.000,0.6813
4,9,1500,0.9980,0.4549,0,1,0,1,0,1,1.000,0.4224,0.6636,0.2239,0.8516,0.8514,1.000,0.7695,1.000,0.6048,0.9999,0.0230,0.8362,0.7817,0,1,0.9999,0.7467,1.000,0.6359,0.9480,0.7380,0.3451,0.3137,0.6707,0.6594,0.9999,0.6310,1.000,0.6978,0.4304,0.2125,0.7779,0.5026,0,1,0,1,0,1,0.9998,0.6794
4,9,2000,0.9964,0.4449,0,1,0,1,0,1,1.000,0.6576,0.5922,0.1895,0.8395,0.8299,1.000,0.8095,1.000,0.6394,0.9997,0.0976,0.8513,0.7867,0.8182,0.8167,1.000,0.7376,0.9998,0.6483,0.9186,0.7276,0.3155,0.2907,0.6523,0.6027,0.9407,0.5937,0.9999,0.7616,0.3969,0.2005,0.7680,0.3509,0,1,0,1,0,1,1.000,0.6652
4,10,1000,0.9998,0.6555,0,1,0,1,0,1,0.9282,-0.162,0.508,-0.014,0,1,1.000,0.7662,1.000,0.7887,0.6761,0.1259,0.7649,0.7572,0,1,1.000,0.6318,0.9999,0.6788,0.9517,0.7245,0.3935,0.3615,0,1,0.9995,0.5956,1.000,0.6848,0.4308,0.3059,0.7299,0.4937,0,1,0,1,0,1,1.000,0.6432
4,10,1500,0.9996,0.6011,0,1,0,1,0,1,0.9994,-0.122,0.4354,-0.054,0.8602,0.86,0.9999,0.7721,1.000,0.7904,0.5489,0.1587,0.8135,0.7521,0,1,1.000,0.5841,0.9807,0.5757,0.9448,0.7437,0.3626,0.3027,0.6474,0.6316,0.9576,0.6203,0.9997,0.7087,0.4481,0.2767,0.7872,0.5424,0,1,0,1,0,1,0.9999,0.5685
4,10,2000,1.000,0.5477,0,1,0,1,0,1,0.9380,-0.021,0.4042,0.0083,0.8342,0.8258,1.000,0.7551,1.000,0.7522,0.5296,0.1602,0.8362,0.7571,0.7862,0.7844,0.9986,0.5465,1.000,0.6004,0.9257,0.7779,0.3342,0.2789,0.6089,0.5584,0.8866,0.5722,0.9982,0.7041,0.4622,0.2930,0.7993,0.3936,0,1,0,1,0,1,0.9965,0.4929
4,20,1000,0.9991,0.7051,0,1,0,1,0,1,0.8817,0.6742,0.8341,0.7134,0,1,1.000,0.8717,0.8575,0.7541,0.9808,0.8236,0.9672,0.9646,0,1,0.9999,0.3678,1.000,0.9141,0.9509,0.8551,0.5420,0.4951,0,1,0.8173,0.6247,0.9999,0.5430,0.4758,0.3629,0.7324,0.6648,0,1,0,1,0,1,0.9989,0.5665
4,20,1500,1.000,0.7292,0,1,0,1,0,1,0.8560,0.6473,0.7479,0.6179,0.9174,0.9172,1.000,0.8532,0.9248,0.8009,0.8895,0.7177,0.9636,0.9474,0,1,0.9998,0.3288,1.000,0.9002,0.9374,0.7867,0.5078,0.4550,0.6695,0.6540,0.8116,0.6384,0.9999,0.5053,0.4305,0.3574,0.7569,0.6735,0,1,0,1,0,1,0.9991,0.5392
4,20,2000,0.9999,0.7201,0,1,0,1,0,1,0.8635,0.6589,0.7016,0.5885,0.8750,0.8693,0.9764,0.8150,0.9671,0.8415,0.8356,0.6800,0.9693,0.9409,0.9475,0.9469,0.9999,0.3189,1.000,0.8713,0.9357,0.7765,0.4794,0.4392,0.6541,0.6148,0.8060,0.6046,0.9999,0.5842,0.4086,0.3330,0.7719,0.6561,0,1,0,1,0,1,0.9999,0.5144
4,30,1000,0.9994,0.4655,0,1,0,1,0,1,1.000,0.9391,0.9135,0.8697,0,1,0.9632,0.8597,0.8583,0.8101,1.000,0.9763,0.6741,0.6728,0,1,0.9998,0.4033,0.9654,0.9073,0.7455,0.6945,0.5411,0.5179,0,1,0.8423,0.7484,0.9999,0.5140,0.6540,0.5782,0.8437,0.7683,0,1,0,1,0,1,1.000,0.5495
4,30,1500,0.9999,0.5032,0,1,0,1,0,1,1.000,0.9300,0.8183,0.7647,0.9378,0.9377,1.000,0.9144,0.9404,0.8821,0.9120,0.8669,0.6537,0.6366,0,1,0.9998,0.4383,0.9719,0.9291,0.7481,0.6696,0.5371,0.5086,0.7030,0.6945,0.7984,0.7038,0.9998,0.4809,0.6222,0.5716,0.8767,0.8126,0,1,0,1,0,1,0.9996,0.4676
4,30,2000,0.9995,0.4779,0,1,0,1,0,1,1.000,0.9370,0.7568,0.7020,0.8578,0.8546,0.9615,0.8570,0.9937,0.9389,0.8499,0.8087,0.6581,0.6413,0.8720,0.8720,0.9998,0.3947,0.9937,0.9475,0.7595,0.6823,0.5333,0.5104,0.7189,0.6903,0.7822,0.6840,1.000,0.4917,0.6199,0.5754,0.8970,0.8169,0,1,0,1,0,1,0.9992,0.4557
