W,K,T,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-26_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-26_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,3-30-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,3-30-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,
,,,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min
3,5,1000,0.9999,0.5854,0,1,0,1,0,1,0.9999,-0.768,0.7998,-0.458,0.7373,0.6462,1.000,0.6437,0.9999,0.382,1.000,-0.457,0.9945,-3.356,0.6668,0.5226,0.9999,0.3382,0.7389,-0.366,1.000,-1.195,0.9135,0.3727,0.8658,0.4713,1.000,-0.398,0.9999,0.5715,0.9997,0.1679,0.7015,0.2045,0,1,0,1,0,1,0.9998,0.5318
3,5,1500,1.000,0.600,0,1,0,1,0,1,1.000,-0.428,0.9983,-0.429,0.8108,0.6394,1.000,0.6098,1.000,0.1508,0.9998,-0.862,0.9967,-3.618,0.9367,0.6313,1.000,0.5138,0.775,-0.244,0.9999,-1.02,0.9994,0.6579,0.9280,0.5345,1.000,-0.21,0.9997,0.4108,0.9994,0.1968,0.9680,0.2079,0,1,0,1,0,1,0.9997,0.5616
3,5,2000,1.000,0.5994,0,1,0,1,0,1,1.000,-0.313,0.9991,-0.345,0.8818,0.6188,1.000,0.6315,0.9999,0.2728,0.9999,-0.837,1.000,-3.452,0.9994,0.6102,1.000,0.486,0.7038,-0.496,0.9999,-1.176,0.9998,0.6043,0.8447,0.5467,1.000,-0.048,0.9998,0.4219,0.9988,0.239,0.8067,0.1525,0,1,0,1,0,1,0.9594,0.5325
3,6,1000,1.000,0.5447,0,1,0,1,0,1,1.000,0.1781,1.000,0.278,0.8244,0.7645,0.9999,0.5192,1.000,0.3921,1.000,0.252,0.9998,0.5688,0.7500,0.6378,1.000,0.6266,0.8972,0.5003,0.5969,0.1562,0.7176,0.2418,0.5703,0.4412,1.000,0.5894,1.000,0.7109,0.4261,0.1724,0.7183,-0.108,0,1,0,1,0,1,1.000,0.6328
3,6,1500,1.000,0.5708,0,1,0,1,0,1,1.000,0.208,0.9996,0.4131,0.8165,0.7198,1.000,0.5024,1.000,0.4046,1.000,0.0745,0.9983,0.6112,0.8593,0.6965,0.9995,0.5690,0.9905,0.3781,0.6223,0.2545,0.6053,0.2053,0.6364,0.4673,1.000,0.60,0.9405,0.6634,0.4356,0.1816,0.7178,-0.364,0,1,0,1,0,1,0.9999,0.6329
3,6,2000,0.9996,0.5764,0,1,0,1,0,1,1.000,0.2162,0.9997,0.4786,0.8235,0.6920,0.9999,0.5376,1.000,0.4641,1.000,0.1190,0.9999,0.5970,0.9132,0.7058,0.9991,0.565,0.9998,0.4197,0.6069,0.2531,0.6109,0.1942,0.6476,0.4579,0.9999,0.6121,0.8958,0.6652,0.4076,0.1721,0.6719,-0.443,0,1,0,1,0,1,1.000,0.6323
3,7,1000,0.9990,0.6888,0,1,0,1,0,1,0.9476,0.4930,0.2534,-0.373,0.7744,0.7289,1.000,0.5588,1.000,0.5791,0.8755,-0.069,0.9978,-0.391,0.7674,0.6634,1.000,0.5567,0.7715,-0.019,0.9999,0.1719,0.3346,-0.142,0.6391,0.4354,0.9998,0.5414,1.000,0.7003,0.5086,-0.051,0.6931,0.0858,0,1,0,1,0,1,0.9999,0.5905
3,7,1500,0.9987,0.6810,0,1,0,1,0,1,0.9991,0.5309,0.4845,-0.309,0.7798,0.7238,0.9997,0.6268,1.000,0.3697,0.7485,-0.137,0.9998,-0.309,0.7288,0.6193,1.000,0.3625,0.7582,-0.044,0.8632,0.2014,0.3531,-0.079,0.6571,0.3994,1.000,0.5283,1.000,0.6943,0.5389,-0.035,0.7913,-0.07,0,1,0,1,0,1,1.000,0.6355
3,7,2000,1.000,0.6826,0,1,0,1,0,1,0.9961,0.4242,0.4948,-0.338,0.801,0.7317,1.000,0.6418,1.000,0.2497,0.7465,-0.125,0.9991,-0.181,0.7637,0.6524,0.9999,0.3339,0.7348,-0.167,0.8604,0.2089,0.3706,-0.099,0.6572,0.3831,1.000,0.4614,1.000,0.7031,0.4869,-0.062,0.8026,-0.045,0,1,0,1,0,1,0.9999,0.6318
