1.000,-0.259,0.3479
0.9999,-0.401,0.2719
0.9997,-0.698,0.2217
1.000,0.3531,0.4058
0.9998,0.3384,0.6479
0.9999,0.1467,0.5502
1.000,0.5222,0.8990
1.000,0.4168,0.8032
1.000,0.3166,0.6012
0.9122,0.5903,0.5993
0.9566,0.5714,0.6836
0.9924,0.6275,0.7909
0.9999,0.5763,0.8733
0.9999,0.4223,0.5863
0.9999,0.3286,0.4485
1.000,0.5337,0.7680
0.9996,0.3797,0.3737
1.000,0.2426,0.3130
1.000,0.8301,1
1.000,0.8642,1
1.000,0.8614,1
1.000,0.9105,1
1.000,0.9077,1
1.000,0.9037,1
1.000,0.9385,1
1.000,0.9606,1
1.000,0.9493,1
1.000,0.9576,1
1.000,0.9394,1
1.000,0.9492,1
1.000,0.1083,0.5754
0.9998,0.0175,0.4716
0.9997,0.0733,0.3726
0.9616,0.5257,0.6677
0.9079,0.5932,0.6683
0.9589,0.5969,0.6691
0.9998,0.7232,1
1.000,0.6860,0.9973
1.000,0.6879,0.9977
0.9628,0.7986,1
0.9342,0.7870,1
0.9457,0.7788,1
1.000,0.6445,0.9706
1.000,0.6227,0.8803
1.000,0.5406,0.7881
1.000,0.7791,1
0.9999,0.7314,1
1.000,0.7171,1
1.000,0.9107,1
1.000,0.8675,1
1.000,0.8449,1
0.9749,0.9186,1
0.9999,0.9418,1
1.000,0.9399,1
0.9267,0.8645,1
0.9545,0.8893,1
0.9585,0.9008,1
0.8772,0.8367,1
0.9114,0.8585,1
0.9210,0.8636,1
0.9999,0.4481,0.6831
1.000,0.2311,0.4495
0.9999,0.3072,0.4829
0.7874,0.5216,0.2978
0.7598,0.5078,0.08788
0.7274,0.4783,0.08984
0.8128,0.5805,0.4706
0.9052,0.6741,0.9259
0.8776,0.6245,0.6447
1.000,0.7882,1
0.9990,0.7973,1
1.000,0.7608,1
1.000,0.7341,1
1.000,0.7890,1
1.000,0.7378,1
1.000,0.8880,1
0.9999,0.8425,1
1.000,0.8385,1
1.000,0.9438,1
1.000,0.9145,1
0.9961,0.8965,1
0.8941,0.8667,1
0.9473,0.9192,1
0.9691,0.9408,1
0.8632,0.8431,1
0.9152,0.8944,1
0.9331,0.9124,1
0.8597,0.8456,1
0.9111,0.8932,1
0.9249,0.9058,1
1.000,0.62,0.8110
1.000,0.5224,0.7141
1.000,0.5417,0.7841
0.8596,0.5405,0.3616
0.9007,0.5929,0.6327
0.8999,0.6009,0.6512
0.8816,0.6436,0.5483
0.9250,0.6899,0.9772
0.9206,0.6966,0.9986
1.000,0.8060,1
1.000,0.8613,1
1.000,0.8830,1
0.9660,0.7435,1
0.9999,0.7876,1
0.9998,0.7731,1
0.9691,0.7513,1
1.000,0.7982,1
0.9998,0.8142,1
0.9147,0.8808,1
0.9846,0.9382,1
1.000,0.9650,1
0.8477,0.8380,1
0.9178,0.9056,1
0.9389,0.9261,1
0.8358,0.8307,1
0.9028,0.8939,1
0.9239,0.9140,1
0.8375,0.8324,1
0.9071,0.8987,1
0.9266,0.9163,1
