"ngram_0","ngram_1","key","probability_key","ngram_weight"
1, 2, 0, 0.13636363636363635, 0.004733218588640275
1, 2, 3, 0.09090909090909091, 0.004733218588640275
1, 2, 4, 0.045454545454545456, 0.004733218588640275
1, 2, 2, 0.045454545454545456, 0.004733218588640275
1, 2, 5, 0.18181818181818182, 0.004733218588640275
1, 2, 6, 0.13636363636363635, 0.004733218588640275
1, 2, 7, 0.09090909090909091, 0.004733218588640275
1, 2, 8, 0.09090909090909091, 0.004733218588640275
1, 2, 9, 0.045454545454545456, 0.004733218588640275
1, 2, 10, 0.045454545454545456, 0.004733218588640275
1, 2, 11, 0.045454545454545456, 0.004733218588640275
1, 2, 12, 0.045454545454545456, 0.004733218588640275
2, 0, 1, 0.25, 0.0017211703958691911
2, 0, 0, 0.125, 0.0017211703958691911
2, 0, 13, 0.125, 0.0017211703958691911
2, 0, 14, 0.125, 0.0017211703958691911
2, 0, 15, 0.125, 0.0017211703958691911
2, 0, 16, 0.125, 0.0017211703958691911
2, 0, 17, 0.125, 0.0017211703958691911
0, 1, 18, 0.14285714285714285, 0.0015060240963855422
0, 1, 3, 0.14285714285714285, 0.0015060240963855422
0, 1, 10, 0.14285714285714285, 0.0015060240963855422
0, 1, 19, 0.14285714285714285, 0.0015060240963855422
0, 1, 15, 0.2857142857142857, 0.0015060240963855422
0, 1, 1, 0.14285714285714285, 0.0015060240963855422
1, 18, 8, 0.25, 8.605851979345956E-4
1, 18, 20, 0.25, 8.605851979345956E-4
1, 18, 5, 0.25, 8.605851979345956E-4
1, 18, 21, 0.25, 8.605851979345956E-4
18, 8, 10, 0.25, 8.605851979345956E-4
18, 8, 22, 0.25, 8.605851979345956E-4
18, 8, 12, 0.5, 8.605851979345956E-4
8, 10, 2, 0.3333333333333333, 6.454388984509467E-4
8, 10, 23, 0.3333333333333333, 6.454388984509467E-4
8, 10, 24, 0.3333333333333333, 6.454388984509467E-4
10, 2, 8, 0.1, 0.0021514629948364886
10, 2, 23, 0.1, 0.0021514629948364886
10, 2, 25, 0.1, 0.0021514629948364886
10, 2, 7, 0.1, 0.0021514629948364886
10, 2, 3, 0.1, 0.0021514629948364886
