"ngram_0","ngram_1","key","probability_key","ngram_weight"
1, 2, 0, 0.16666666666666666, 0.0018231540565177757
1, 2, 2, 0.16666666666666666, 0.0018231540565177757
1, 2, 3, 0.3333333333333333, 0.0018231540565177757
1, 2, 4, 0.16666666666666666, 0.0018231540565177757
1, 2, 5, 0.16666666666666666, 0.0018231540565177757
2, 0, 6, 0.09090909090909091, 0.003342449103615922
2, 0, 0, 0.09090909090909091, 0.003342449103615922
2, 0, 7, 0.18181818181818182, 0.003342449103615922
2, 0, 8, 0.09090909090909091, 0.003342449103615922
2, 0, 9, 0.09090909090909091, 0.003342449103615922
2, 0, 10, 0.09090909090909091, 0.003342449103615922
2, 0, 11, 0.18181818181818182, 0.003342449103615922
2, 0, 12, 0.09090909090909091, 0.003342449103615922
2, 0, 5, 0.09090909090909091, 0.003342449103615922
0, 6, 13, 0.25, 0.001215436037678517
0, 6, 5, 0.25, 0.001215436037678517
0, 6, 2, 0.25, 0.001215436037678517
0, 6, 6, 0.25, 0.001215436037678517
6, 13, 2, 0.038461538461538464, 0.007900334244910361
6, 13, 5, 0.038461538461538464, 0.007900334244910361
6, 13, 10, 0.038461538461538464, 0.007900334244910361
6, 13, 13, 0.2692307692307692, 0.007900334244910361
6, 13, 14, 0.07692307692307693, 0.007900334244910361
6, 13, 6, 0.3076923076923077, 0.007900334244910361
6, 13, 15, 0.038461538461538464, 0.007900334244910361
6, 13, 8, 0.038461538461538464, 0.007900334244910361
6, 13, 11, 0.038461538461538464, 0.007900334244910361
6, 13, 16, 0.07692307692307693, 0.007900334244910361
6, 13, 17, 0.038461538461538464, 0.007900334244910361
13, 2, 0, 0.5, 6.077180188392585E-4
13, 2, 18, 0.5, 6.077180188392585E-4
2, 1, 0, 0.2222222222222222, 0.0027347310847766638
2, 1, 19, 0.1111111111111111, 0.0027347310847766638
2, 1, 20, 0.1111111111111111, 0.0027347310847766638
2, 1, 4, 0.1111111111111111, 0.0027347310847766638
2, 1, 21, 0.1111111111111111, 0.0027347310847766638
2, 1, 14, 0.1111111111111111, 0.0027347310847766638
2, 1, 11, 0.1111111111111111, 0.0027347310847766638
