W,K,T,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-26_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-26_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,3-30-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,3-30-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,
,,,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min
3,5,1000,0,1,0,1,0,1,0,1,1.000,-0.259,0,1,0,1,0.9105,0.2539,1.000,0.0317,0.9999,-0.496,0,1,0,1,0.9475,0.4848,1.000,0.1902,0.9378,0.5517,0,1,0,1,0.9999,-0.056,0.9999,0.538,0.7684,0.5078,0,1,0,1,0,1,0,1,0.9595,0.6448
3,5,1500,0.6693,0.6657,0,1,0,1,0,1,0.9999,-0.401,0,1,0,1,0.9995,0.2826,1.000,0.2025,1.000,-0.718,0,1,0,1,1.000,0.6068,0.8201,-0.137,0.9999,0.6112,0,1,0,1,1.000,0.0983,1.000,0.638,0.8054,0.455,0,1,0,1,0,1,0,1,0.9999,0.6352
3,5,2000,0.6758,0.6667,0,1,0,1,0,1,0.9997,-0.698,0,1,0,1,0.9999,0.4408,0.9994,0.3038,0.9999,-0.901,0,1,0,1,1.000,0.6158,0.8934,-0.13,0.9999,0.6167,0,1,0,1,0.9998,0.1375,1.000,0.6524,0.7861,0.4138,0,1,0,1,0,1,0,1,0.9999,0.6395
3,6,1000,0,1,0,1,0,1,0,1,1.000,0.3531,0,1,0,1,1.000,0.6521,1.000,0.3873,1.000,0.2223,0,1,0,1,1.000,0.7702,0.8437,0.6355,0.4391,0.0206,0,1,0,1,1.000,-0.297,0.9999,0.6416,0.0833,0.0833,0,1,0,1,0,1,0,1,0.7194,0.5553
3,6,1500,0.6691,0.6657,0,1,0,1,0,1,0.9998,0.3384,0,1,0,1,1.000,0.2816,1.000,0.4633,0.9997,-0.046,0,1,0,1,1.000,0.7115,0.9691,0.6297,0.4068,0.0218,0,1,0,1,1.000,0.0417,1.000,0.6491,0.0833,0.0833,0,1,0,1,0,1,0,1,0.7169,0.5148
3,6,2000,0.6698,0.6632,0,1,0,1,0,1,0.9999,0.1467,0,1,0,1,1.000,0.1648,1.000,0.563,1.000,0.0857,0,1,0,1,1.000,0.6581,0.9034,0.5997,0.3885,0.0003,0,1,0,1,0.9982,0.2589,1.000,0.6554,0.0833,0.0833,0,1,0,1,0,1,0,1,0.7369,0.5012
3,7,1000,0,1,0,1,0,1,0,1,1.000,0.5222,0,1,0,1,0.9998,0.706,0.9995,0.2714,0.5306,-0.546,0,1,0,1,1.000,0.6811,0.9126,0.4569,0.2842,-0.030,0,1,0,1,1.000,0.50,0.9132,0.6271,0.2626,0.2276,0,1,0,1,0,1,0,1,0.7466,0.5662
3,7,1500,0.6673,0.666,0,1,0,1,0,1,1.000,0.4168,0,1,0,1,1.000,0.7690,0.9996,0.2354,0.4061,-0.789,0,1,0,1,1.000,0.7031,0.9999,0.4458,0.2447,0.0072,0,1,0,1,0.9496,0.5509,1.000,0.6697,0.2376,0.2138,0,1,0,1,0,1,0,1,0.7293,0.5743
3,7,2000,0.6687,0.6582,0,1,0,1,0,1,1.000,0.3166,0,1,0,1,1.000,0.7011,1.000,0.0849,0.5130,-0.720,0,1,0,1,0.9982,0.6526,0.9999,0.3764,0.254,-0.017,0,1,0,1,0.9711,0.608,0.9797,0.6338,0.2382,0.2106,0,1,0,1,0,1,0,1,0.7267,0.5541
