W,K,T,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-26_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-26_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,3-30-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,3-30-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,
,,,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min
3,5,1000,0,1,0,1,0,1,0,1,0.9994,-0.302,0,1,0,1,0.9703,0.2342,0.9997,0.2326,0.9998,-0.549,0,1,0,1,1.000,0.6062,1.000,0.4279,0.7367,0.5419,0,1,0,1,0.6964,-0.882,0.9997,0.6293,0,1,0,1,0,1,0,1,0,1,0.8778,0.6157
3,5,1500,0,1,0,1,0,1,0,1,0.9988,-0.455,0,1,0,1,0.6862,0.1125,1.000,0.309,0.9998,-1.19,0,1,0,1,0.9997,0.5699,0.9991,0.0917,0.8728,0.6412,0,1,0,1,0.9999,-0.067,0.9998,0.6459,0,1,0,1,0,1,0,1,0,1,0.8928,0.6461
3,5,2000,0,1,0,1,0,1,0,1,0.9997,-0.982,0,1,0,1,0.9999,0.3806,0.9998,0.2679,0.9998,-1.478,0,1,0,1,1.000,0.6093,1.000,0.0258,0.9006,0.6442,0,1,0,1,0.9998,-0.103,0.9999,0.6238,0,1,0,1,0,1,0,1,0,1,0.9647,0.6599
3,6,1000,0,1,0,1,0,1,0,1,0.9999,0.3832,0,1,0,1,0.9999,0.6086,1.000,0.543,0.9998,0.264,0,1,0,1,0.9903,0.7574,0.8433,0.6612,0.4556,0.1506,0,1,0,1,0.7244,-1.006,0.9989,0.6455,0,1,0,1,0,1,0,1,0,1,0.7955,0.6428
3,6,1500,0,1,0,1,0,1,0,1,1.000,0.5468,0,1,0,1,1.000,0.7174,1.000,0.4027,0.9999,0.3663,0,1,0,1,0.9998,0.5353,0.9621,0.6397,0.4188,0.1012,0,1,0,1,0.9998,-0.298,1.000,0.6568,0,1,0,1,0,1,0,1,0,1,0.7494,0.6356
3,6,2000,0,1,0,1,0,1,0,1,1.000,0.4716,0,1,0,1,0.9999,0.4675,0.9999,0.5133,0.9999,0.4953,0,1,0,1,1.000,0.5225,0.9638,0.6539,0.4765,0.1732,0,1,0,1,0.9999,-0.052,1.000,0.6555,0,1,0,1,0,1,0,1,0,1,0.8008,0.6458
3,7,1000,0,1,0,1,0,1,0,1,1.000,0.6633,0,1,0,1,0.9479,0.6294,0.9999,0.5491,0.5991,0.0247,0,1,0,1,0.9994,0.7125,0.9999,0.7089,0.2814,0.1294,0,1,0,1,0.8203,0.3276,0.9054,0.7018,0,1,0,1,0,1,0,1,0,1,0.7941,0.6652
3,7,1500,0,1,0,1,0,1,0,1,0.9999,0.6519,0,1,0,1,0.895,0.6263,0.9987,0.3357,0.4770,-0.122,0,1,0,1,0.9999,0.4569,1.000,0.5872,0.2833,0.1281,0,1,0,1,0.9423,0.5889,0.9999,0.7499,0,1,0,1,0,1,0,1,0,1,0.7728,0.6662
3,7,2000,0,1,0,1,0,1,0,1,1.000,0.489,0,1,0,1,0.9186,0.6111,1.000,0.2029,0.4424,-0.147,0,1,0,1,1.000,0.454,1.000,0.5111,0.3457,0.1554,0,1,0,1,0.9909,0.6417,0.9942,0.7161,0,1,0,1,0,1,0,1,0,1,0.7562,0.6601
