best_threshold: 0.86
false_positive_percentage: 0.0
false_negative_percentage: 1.0
number_of_tests_conducted: 80

minimized_false_positive_threshold: 0.05
false_positive_percentage: 0.0
false_negative_percentage: 0.9
number_of_tests_conducted: 80

equalized_false_positive_negative_threshold: 0.0
false_positive_percentage: 0.725
false_negative_percentage: 0.0
number_of_tests_conducted: 80

authentication_threshold	false_positive_percentage	false_negative_percentage	authentication_accuracy
7.613E-4	0.0	0.075	0.9625
7.613100000000001E-4	0.0	0.075	0.9625
7.6132E-4	0.0	0.075	0.9625
7.613300000000001E-4	0.0	0.075	0.9625
7.6134E-4	0.0	0.075	0.9625
7.6135E-4	0.0	0.075	0.9625
7.6136E-4	0.0	0.075	0.9625
7.6137E-4	0.0	0.075	0.9625
7.6138E-4	0.0	0.075	0.9625
7.6139E-4	0.0	0.075	0.9625
7.614E-4	0.0	0.075	0.9625
7.6141E-4	0.0	0.075	0.9625
7.614200000000001E-4	0.0	0.075	0.9625
7.6143E-4	0.0	0.075	0.9625
7.614400000000001E-4	0.0	0.075	0.9625
7.6145E-4	0.0	0.075	0.9625
7.6146E-4	0.0	0.075	0.9625
7.6147E-4	0.0	0.075	0.9625
7.6148E-4	0.0	0.075	0.9625
7.6149E-4	0.0	0.075	0.9625
7.615E-4	0.0	0.075	0.9625
7.6151E-4	0.0	0.075	0.9625
7.6152E-4	0.0	0.075	0.9625
7.615300000000001E-4	0.0	0.075	0.9625
7.6154E-4	0.0	0.075	0.9625
7.6155E-4	0.0	0.075	0.9625
7.6156E-4	0.0	0.075	0.9625
7.6157E-4	0.0	0.075	0.9625
7.6158E-4	0.0	0.075	0.9625
7.6159E-4	0.0	0.075	0.9625
7.616E-4	0.0	0.075	0.9625
7.6161E-4	0.0	0.075	0.9625
7.6162E-4	0.0	0.075	0.9625
7.6163E-4	0.0	0.075	0.9625
7.616400000000001E-4	0.0	0.075	0.9625
7.6165E-4	0.0	0.075	0.9625
7.6166E-4	0.0	0.075	0.9625
7.6167E-4	0.0	0.075	0.9625
7.6168E-4	0.0	0.075	0.9625
7.6169E-4	0.0	0.075	0.9625
7.617E-4	0.0	0.075	0.9625
7.6171E-4	0.0	0.075	0.9625
7.6172E-4	0.0	0.075	0.9625
7.617300000000001E-4	0.0	0.075	0.9625
7.6174E-4	0.0	0.075	0.9625
7.617500000000001E-4	0.0	0.075	0.9625
7.6176E-4	0.0	0.075	0.9625
7.6177E-4	0.0	0.075	0.9625
7.6178E-4	0.0	0.075	0.9625
7.6179E-4	0.0	0.075	0.9625
7.618E-4	0.0	0.075	0.9625
7.6181E-4	0.0	0.075	0.9625
7.6182E-4	0.0	0.075	0.9625
7.6183E-4	0.0	0.075	0.9625
7.618400000000001E-4	0.0	0.075	0.9625
7.6185E-4	0.0	0.075	0.9625
7.618600000000001E-4	0.0	0.075	0.9625
7.6187E-4	0.0	0.075	0.9625
7.6188E-4	0.0	0.075	0.9625
7.6189E-4	0.0	0.075	0.9625
7.619E-4	0.0	0.075	0.9625
7.6191E-4	0.0	0.075	0.9625
7.6192E-4	0.0	0.075	0.9625
7.6193E-4	0.0	0.075	0.9625
7.6194E-4	0.0	0.075	0.9625
7.619500000000001E-4	0.0	0.075	0.9625
7.6196E-4	0.0	0.075	0.9625
7.6197E-4	0.0	0.075	0.9625
7.6198E-4	0.0	0.075	0.9625
7.6199E-4	0.0	0.075	0.9625
7.62E-4	0.0	0.075	0.9625
7.6201E-4	0.0	0.075	0.9625
7.6202E-4	0.0	0.075	0.9625
7.6203E-4	0.0	0.075	0.9625
7.620400000000001E-4	0.0	0.075	0.9625
7.6205E-4	0.0	0.075	0.9625
7.620600000000001E-4	0.0	0.075	0.9625
7.6207E-4	0.0	0.075	0.9625
7.6208E-4	0.0	0.075	0.9625
7.6209E-4	0.0	0.075	0.9625
7.621E-4	0.0	0.075	0.9625
7.6211E-4	0.0	0.075	0.9625
7.6212E-4	0.0	0.075	0.9625
7.6213E-4	0.0	0.075	0.9625
7.6214E-4	0.0	0.075	0.9625
7.621500000000001E-4	0.0	0.075	0.9625
7.6216E-4	0.0	0.075	0.9625
7.621700000000001E-4	0.0	0.075	0.9625
7.6218E-4	0.0	0.075	0.9625
7.6219E-4	0.0	0.075	0.9625
7.622E-4	0.0	0.075	0.9625
7.6221E-4	0.0	0.075	0.9625
7.6222E-4	0.0	0.075	0.9625
7.6223E-4	0.0	0.075	0.9625
7.6224E-4	0.0	0.075	0.9625
7.6225E-4	0.0	0.075	0.9625
7.622600000000001E-4	0.0	0.075	0.9625
7.6227E-4	0.0	0.075	0.9625
7.6228E-4	0.0	0.075	0.9625
7.6229E-4	0.0	0.075	0.9625
7.623E-4	0.0	0.075	0.9625
7.6231E-4	0.0	0.075	0.9625
7.6232E-4	0.0	0.075	0.9625
7.6233E-4	0.0	0.075	0.9625
7.6234E-4	0.0	0.075	0.9625
7.6235E-4	0.0	0.075	0.9625
7.6236E-4	0.0	0.075	0.9625
7.623700000000001E-4	0.0	0.075	0.9625
7.6238E-4	0.0	0.075	0.9625
7.6239E-4	0.0	0.075	0.9625
7.624E-4	0.0	0.075	0.9625
7.6241E-4	0.0	0.075	0.9625
7.6242E-4	0.0	0.075	0.9625
7.6243E-4	0.0	0.075	0.9625
7.6244E-4	0.0	0.075	0.9625
7.6245E-4	0.0	0.075	0.9625
7.624600000000001E-4	0.0	0.075	0.9625
7.6247E-4	0.0	0.075	0.9625
7.624800000000001E-4	0.0	0.075	0.9625
7.6249E-4	0.0	0.075	0.9625
7.625E-4	0.0	0.075	0.9625
7.6251E-4	0.0	0.075	0.9625
7.6252E-4	0.0	0.075	0.9625
7.6253E-4	0.0	0.075	0.9625
7.6254E-4	0.0	0.075	0.9625
7.6255E-4	0.0	0.075	0.9625
7.6256E-4	0.0	0.075	0.9625
7.625700000000001E-4	0.0	0.075	0.9625
7.6258E-4	0.0	0.075	0.9625
7.625900000000001E-4	0.0	0.075	0.9625
7.626E-4	0.0	0.075	0.9625
7.6261E-4	0.0	0.075	0.9625
7.6262E-4	0.0	0.075	0.9625
7.6263E-4	0.0	0.075	0.9625
7.6264E-4	0.0	0.075	0.9625
7.6265E-4	0.0	0.075	0.9625
7.6266E-4	0.0	0.075	0.9625
7.6267E-4	0.0	0.075	0.9625
7.626800000000001E-4	0.0	0.075	0.9625
7.6269E-4	0.0	0.075	0.9625
7.627E-4	0.0	0.075	0.9625
7.6271E-4	0.0	0.075	0.9625
7.6272E-4	0.0	0.075	0.9625
7.6273E-4	0.0	0.075	0.9625
7.6274E-4	0.0	0.075	0.9625
7.6275E-4	0.0	0.075	0.9625
7.6276E-4	0.0	0.075	0.9625
7.6277E-4	0.0	0.075	0.9625
7.6278E-4	0.0	0.075	0.9625
7.627900000000001E-4	0.0	0.075	0.9625
7.628E-4	0.0	0.075	0.9625
7.6281E-4	0.0	0.075	0.9625
7.6282E-4	0.0	0.075	0.9625
7.6283E-4	0.0	0.075	0.9625
7.6284E-4	0.0	0.075	0.9625
7.6285E-4	0.0	0.075	0.9625
7.6286E-4	0.0	0.075	0.9625
7.6287E-4	0.0	0.075	0.9625
7.628800000000001E-4	0.0	0.075	0.9625
7.6289E-4	0.0	0.075	0.9625
7.629000000000001E-4	0.0	0.075	0.9625
7.6291E-4	0.0	0.075	0.9625
7.6292E-4	0.0	0.075	0.9625
7.6293E-4	0.0	0.075	0.9625
7.6294E-4	0.0	0.075	0.9625
7.6295E-4	0.0	0.075	0.9625
7.6296E-4	0.0	0.075	0.9625
7.6297E-4	0.0	0.075	0.9625
7.6298E-4	0.0	0.075	0.9625
7.629900000000001E-4	0.0	0.075	0.9625
7.63E-4	0.0	0.075	0.9625
7.630100000000001E-4	0.0	0.075	0.9625
7.6302E-4	0.0	0.075	0.9625
7.6303E-4	0.0	0.075	0.9625
7.6304E-4	0.0	0.075	0.9625
7.6305E-4	0.0	0.075	0.9625
7.6306E-4	0.0	0.075	0.9625
7.6307E-4	0.0	0.075	0.9625
7.6308E-4	0.0	0.075	0.9625
7.6309E-4	0.0	0.075	0.9625
7.631000000000001E-4	0.0	0.075	0.9625
7.6311E-4	0.0	0.075	0.9625
7.6312E-4	0.0	0.075	0.9625
7.6313E-4	0.0	0.075	0.9625
7.6314E-4	0.0	0.075	0.9625
7.6315E-4	0.0	0.075	0.9625
7.6316E-4	0.0	0.075	0.9625
7.6317E-4	0.0	0.075	0.9625
7.6318E-4	0.0	0.075	0.9625
7.6319E-4	0.0	0.075	0.9625
7.632E-4	0.0	0.075	0.9625
7.632100000000001E-4	0.0	0.075	0.9625
7.6322E-4	0.0	0.075	0.9625
7.6323E-4	0.0	0.075	0.9625
7.6324E-4	0.0	0.075	0.9625
7.6325E-4	0.0	0.075	0.9625
7.6326E-4	0.0	0.075	0.9625
7.6327E-4	0.0	0.075	0.9625
7.6328E-4	0.0	0.075	0.9625
7.6329E-4	0.0	0.075	0.9625
7.633000000000001E-4	0.0	0.075	0.9625
7.6331E-4	0.0	0.075	0.9625
7.633200000000001E-4	0.0	0.075	0.9625
7.6333E-4	0.0	0.075	0.9625
7.6334E-4	0.0	0.075	0.9625
7.6335E-4	0.0	0.075	0.9625
7.6336E-4	0.0	0.075	0.9625
7.6337E-4	0.0	0.075	0.9625
7.6338E-4	0.0	0.075	0.9625
7.6339E-4	0.0	0.075	0.9625
7.634E-4	0.0	0.075	0.9625
7.634100000000001E-4	0.0	0.075	0.9625
7.6342E-4	0.0	0.075	0.9625
7.634300000000001E-4	0.0	0.075	0.9625
7.6344E-4	0.0	0.075	0.9625
7.6345E-4	0.0	0.075	0.9625
7.6346E-4	0.0	0.075	0.9625
7.6347E-4	0.0	0.075	0.9625
7.6348E-4	0.0	0.075	0.9625
7.6349E-4	0.0	0.075	0.9625
7.635E-4	0.0	0.075	0.9625
7.6351E-4	0.0	0.075	0.9625
7.635200000000001E-4	0.0	0.075	0.9625
7.6353E-4	0.0	0.075	0.9625
7.6354E-4	0.0	0.075	0.9625
7.6355E-4	0.0	0.075	0.9625
7.6356E-4	0.0	0.075	0.9625
7.6357E-4	0.0	0.075	0.9625
7.6358E-4	0.0	0.075	0.9625
7.6359E-4	0.0	0.075	0.9625
7.636E-4	0.0	0.075	0.9625
7.636100000000001E-4	0.0	0.075	0.9625
7.6362E-4	0.0	0.075	0.9625
7.636300000000001E-4	0.0	0.075	0.9625
7.6364E-4	0.0	0.075	0.9625
7.6365E-4	0.0	0.075	0.9625
7.6366E-4	0.0	0.075	0.9625
7.6367E-4	0.0	0.075	0.9625
7.6368E-4	0.0	0.075	0.9625
7.6369E-4	0.0	0.075	0.9625
7.637E-4	0.0	0.075	0.9625
7.6371E-4	0.0	0.075	0.9625
7.637200000000001E-4	0.0	0.075	0.9625
7.6373E-4	0.0	0.075	0.9625
7.637400000000001E-4	0.0	0.075	0.9625
7.6375E-4	0.0	0.075	0.9625
7.6376E-4	0.0	0.075	0.9625
7.6377E-4	0.0	0.075	0.9625
7.6378E-4	0.0	0.075	0.9625
7.6379E-4	0.0	0.075	0.9625
7.638E-4	0.0	0.075	0.9625
7.6381E-4	0.0	0.075	0.9625
7.6382E-4	0.0	0.075	0.9625
7.638300000000001E-4	0.0	0.075	0.9625
7.6384E-4	0.0	0.075	0.9625
7.6385E-4	0.0	0.075	0.9625
7.6386E-4	0.0	0.075	0.9625
7.6387E-4	0.0	0.075	0.9625
7.6388E-4	0.0	0.075	0.9625
7.6389E-4	0.0	0.075	0.9625
7.639E-4	0.0	0.075	0.9625
7.6391E-4	0.0	0.075	0.9625
7.6392E-4	0.0	0.075	0.9625
7.6393E-4	0.0	0.075	0.9625
7.639400000000001E-4	0.0	0.075	0.9625
7.6395E-4	0.0	0.075	0.9625
7.6396E-4	0.0	0.075	0.9625
7.6397E-4	0.0	0.075	0.9625
7.6398E-4	0.0	0.075	0.9625
7.6399E-4	0.0	0.075	0.9625
7.64E-4	0.0	0.075	0.9625
7.6401E-4	0.0	0.075	0.9625
7.6402E-4	0.0	0.075	0.9625
7.640300000000001E-4	0.0	0.075	0.9625
7.6404E-4	0.0	0.075	0.9625
7.640500000000001E-4	0.0	0.075	0.9625
7.6406E-4	0.0	0.075	0.9625
7.6407E-4	0.0	0.075	0.9625
7.6408E-4	0.0	0.075	0.9625
7.6409E-4	0.0	0.075	0.9625
7.641E-4	0.0	0.075	0.9625
7.6411E-4	0.0	0.075	0.9625
7.6412E-4	0.0	0.075	0.9625
7.6413E-4	0.0	0.075	0.9625
7.641400000000001E-4	0.0	0.075	0.9625
7.6415E-4	0.0	0.075	0.9625
7.641600000000001E-4	0.0	0.075	0.9625
7.6417E-4	0.0	0.075	0.9625
7.6418E-4	0.0	0.075	0.9625
7.6419E-4	0.0	0.075	0.9625
7.642E-4	0.0	0.075	0.9625
7.6421E-4	0.0	0.075	0.9625
7.6422E-4	0.0	0.075	0.9625
7.6423E-4	0.0	0.075	0.9625
7.6424E-4	0.0	0.075	0.9625
7.642500000000001E-4	0.0	0.075	0.9625
7.6426E-4	0.0	0.075	0.9625
7.6427E-4	0.0	0.075	0.9625
7.6428E-4	0.0	0.075	0.9625
7.6429E-4	0.0	0.075	0.9625
7.643E-4	0.0	0.075	0.9625
7.6431E-4	0.0	0.075	0.9625
7.6432E-4	0.0	0.075	0.9625
7.6433E-4	0.0	0.075	0.9625
7.6434E-4	0.0	0.075	0.9625
7.6435E-4	0.0	0.075	0.9625
7.643600000000001E-4	0.0	0.075	0.9625
7.6437E-4	0.0	0.075	0.9625
7.6438E-4	0.0	0.075	0.9625
7.6439E-4	0.0	0.075	0.9625
7.644E-4	0.0	0.075	0.9625
7.6441E-4	0.0	0.075	0.9625
7.6442E-4	0.0	0.075	0.9625
7.6443E-4	0.0	0.075	0.9625
7.6444E-4	0.0	0.075	0.9625
7.644500000000001E-4	0.0	0.075	0.9625
7.6446E-4	0.0	0.075	0.9625
7.644700000000001E-4	0.0	0.075	0.9625
7.6448E-4	0.0	0.075	0.9625
7.6449E-4	0.0	0.075	0.9625
7.645E-4	0.0	0.075	0.9625
7.6451E-4	0.0	0.075	0.9625
7.6452E-4	0.0	0.075	0.9625
7.6453E-4	0.0	0.075	0.9625
7.6454E-4	0.0	0.075	0.9625
7.6455E-4	0.0	0.075	0.9625
7.645600000000001E-4	0.0	0.075	0.9625
7.6457E-4	0.0	0.075	0.9625
7.645800000000001E-4	0.0	0.075	0.9625
7.6459E-4	0.0	0.075	0.9625
7.646E-4	0.0	0.075	0.9625
7.6461E-4	0.0	0.075	0.9625
7.6462E-4	0.0	0.075	0.9625
7.6463E-4	0.0	0.075	0.9625
7.6464E-4	0.0	0.075	0.9625
7.6465E-4	0.0	0.075	0.9625
7.6466E-4	0.0	0.075	0.9625
7.646700000000001E-4	0.0	0.075	0.9625
7.6468E-4	0.0	0.075	0.9625
7.6469E-4	0.0	0.075	0.9625
7.647E-4	0.0	0.075	0.9625
7.6471E-4	0.0	0.075	0.9625
7.6472E-4	0.0	0.075	0.9625
7.6473E-4	0.0	0.075	0.9625
7.6474E-4	0.0	0.075	0.9625
7.6475E-4	0.0	0.075	0.9625
7.6476E-4	0.0	0.075	0.9625
7.6477E-4	0.0	0.075	0.9625
7.647800000000001E-4	0.0	0.075	0.9625
7.6479E-4	0.0	0.075	0.9625
7.648E-4	0.0	0.075	0.9625
7.6481E-4	0.0	0.075	0.9625
7.6482E-4	0.0	0.075	0.9625
7.6483E-4	0.0	0.075	0.9625
7.6484E-4	0.0	0.075	0.9625
7.6485E-4	0.0	0.075	0.9625
7.6486E-4	0.0	0.075	0.9625
7.648700000000001E-4	0.0	0.075	0.9625
7.6488E-4	0.0	0.075	0.9625
7.648900000000001E-4	0.0	0.075	0.9625
7.649E-4	0.0	0.075	0.9625
7.6491E-4	0.0	0.075	0.9625
7.6492E-4	0.0	0.075	0.9625
7.6493E-4	0.0	0.075	0.9625
7.6494E-4	0.0	0.075	0.9625
7.6495E-4	0.0	0.075	0.9625
7.6496E-4	0.0	0.075	0.9625
7.6497E-4	0.0	0.075	0.9625
7.649800000000001E-4	0.0	0.075	0.9625
7.6499E-4	0.0	0.075	0.9625
7.650000000000001E-4	0.0	0.075	0.9625
7.6501E-4	0.0	0.075	0.9625
7.6502E-4	0.0	0.075	0.9625
7.6503E-4	0.0	0.075	0.9625
7.6504E-4	0.0	0.075	0.9625
7.6505E-4	0.0	0.075	0.9625
7.6506E-4	0.0	0.075	0.9625
7.6507E-4	0.0	0.075	0.9625
7.6508E-4	0.0	0.075	0.9625
7.650900000000001E-4	0.0	0.075	0.9625
7.651E-4	0.0	0.075	0.9625
7.6511E-4	0.0	0.075	0.9625
7.6512E-4	0.0	0.075	0.9625
7.6513E-4	0.0	0.075	0.9625
7.6514E-4	0.0	0.075	0.9625
7.6515E-4	0.0	0.075	0.9625
7.6516E-4	0.0	0.075	0.9625
7.6517E-4	0.0	0.075	0.9625
7.651800000000001E-4	0.0	0.075	0.9625
7.6519E-4	0.0	0.075	0.9625
7.652000000000001E-4	0.0	0.075	0.9625
7.6521E-4	0.0	0.075	0.9625
7.6522E-4	0.0	0.075	0.9625
7.6523E-4	0.0	0.075	0.9625
7.6524E-4	0.0	0.075	0.9625
7.6525E-4	0.0	0.075	0.9625
7.6526E-4	0.0	0.075	0.9625
7.6527E-4	0.0	0.075	0.9625
7.6528E-4	0.0	0.075	0.9625
7.652900000000001E-4	0.0	0.075	0.9625
7.653E-4	0.0	0.075	0.9625
7.653100000000001E-4	0.0	0.075	0.9625
7.6532E-4	0.0	0.075	0.9625
7.6533E-4	0.0	0.075	0.9625
7.6534E-4	0.0	0.075	0.9625
7.6535E-4	0.0	0.075	0.9625
7.6536E-4	0.0	0.075	0.9625
7.6537E-4	0.0	0.075	0.9625
7.6538E-4	0.0	0.075	0.9625
7.6539E-4	0.0	0.075	0.9625
7.654000000000001E-4	0.0	0.075	0.9625
7.6541E-4	0.0	0.075	0.9625
7.654200000000001E-4	0.0	0.075	0.9625
7.6543E-4	0.0	0.075	0.9625
7.6544E-4	0.0	0.075	0.9625
7.6545E-4	0.0	0.075	0.9625
7.6546E-4	0.0	0.075	0.9625
7.6547E-4	0.0	0.075	0.9625
7.6548E-4	0.0	0.075	0.9625
7.6549E-4	0.0	0.075	0.9625
7.655E-4	0.0	0.075	0.9625
7.655100000000001E-4	0.0	0.075	0.9625
7.6552E-4	0.0	0.075	0.9625
7.6553E-4	0.0	0.075	0.9625
7.6554E-4	0.0	0.075	0.9625
7.6555E-4	0.0	0.075	0.9625
7.6556E-4	0.0	0.075	0.9625
7.6557E-4	0.0	0.075	0.9625
7.6558E-4	0.0	0.075	0.9625
7.6559E-4	0.0	0.075	0.9625
7.656000000000001E-4	0.0	0.075	0.9625
7.6561E-4	0.0	0.075	0.9625
7.656200000000001E-4	0.0	0.075	0.9625
7.6563E-4	0.0	0.075	0.9625
7.6564E-4	0.0	0.075	0.9625
7.6565E-4	0.0	0.075	0.9625
7.6566E-4	0.0	0.075	0.9625
7.6567E-4	0.0	0.075	0.9625
7.6568E-4	0.0	0.075	0.9625
7.6569E-4	0.0	0.075	0.9625
7.657E-4	0.0	0.075	0.9625
7.657100000000001E-4	0.0	0.075	0.9625
7.6572E-4	0.0	0.075	0.9625
7.657300000000001E-4	0.0	0.075	0.9625
7.6574E-4	0.0	0.075	0.9625
7.6575E-4	0.0	0.075	0.9625
7.6576E-4	0.0	0.075	0.9625
7.6577E-4	0.0	0.075	0.9625
7.6578E-4	0.0	0.075	0.9625
7.6579E-4	0.0	0.075	0.9625
7.658E-4	0.0	0.075	0.9625
7.6581E-4	0.0	0.075	0.9625
7.658200000000001E-4	0.0	0.075	0.9625
7.6583E-4	0.0	0.075	0.9625
7.6584E-4	0.0	0.075	0.9625
7.6585E-4	0.0	0.075	0.9625
7.6586E-4	0.0	0.075	0.9625
7.6587E-4	0.0	0.075	0.9625
7.6588E-4	0.0	0.075	0.9625
7.6589E-4	0.0	0.075	0.9625
7.659E-4	0.0	0.075	0.9625
7.6591E-4	0.0	0.075	0.9625
7.6592E-4	0.0	0.075	0.9625
7.659300000000001E-4	0.0	0.075	0.9625
7.6594E-4	0.0	0.075	0.9625
7.6595E-4	0.0	0.075	0.9625
7.6596E-4	0.0	0.075	0.9625
7.6597E-4	0.0	0.075	0.9625
7.6598E-4	0.0	0.075	0.9625
7.6599E-4	0.0	0.075	0.9625
7.66E-4	0.0	0.075	0.9625
7.6601E-4	0.0	0.075	0.9625
7.660200000000001E-4	0.0	0.075	0.9625
7.6603E-4	0.0	0.075	0.9625
7.660400000000001E-4	0.0	0.075	0.9625
7.6605E-4	0.0	0.075	0.9625
7.6606E-4	0.0	0.075	0.9625
7.6607E-4	0.0	0.075	0.9625
7.6608E-4	0.0	0.075	0.9625
7.6609E-4	0.0	0.075	0.9625
7.661E-4	0.0	0.075	0.9625
7.6611E-4	0.0	0.075	0.9625
7.6612E-4	0.0	0.075	0.9625
7.661300000000001E-4	0.0	0.075	0.9625
7.6614E-4	0.0	0.075	0.9625
7.661500000000001E-4	0.0	0.075	0.9625
7.6616E-4	0.0	0.075	0.9625
7.6617E-4	0.0	0.075	0.9625
7.6618E-4	0.0	0.075	0.9625
7.6619E-4	0.0	0.075	0.9625
7.662E-4	0.0	0.075	0.9625
7.6621E-4	0.0	0.075	0.9625
7.6622E-4	0.0	0.075	0.9625
7.6623E-4	0.0	0.075	0.9625
7.662400000000001E-4	0.0	0.075	0.9625
7.6625E-4	0.0	0.075	0.9625
7.6626E-4	0.0	0.075	0.9625
7.6627E-4	0.0	0.075	0.9625
7.6628E-4	0.0	0.075	0.9625
7.6629E-4	0.0	0.075	0.9625
7.663E-4	0.0	0.075	0.9625
7.6631E-4	0.0	0.075	0.9625
7.6632E-4	0.0	0.075	0.9625
7.6633E-4	0.0	0.075	0.9625
7.6634E-4	0.0	0.075	0.9625
7.663500000000001E-4	0.0	0.075	0.9625
7.6636E-4	0.0	0.075	0.9625
7.6637E-4	0.0	0.075	0.9625
7.6638E-4	0.0	0.075	0.9625
7.6639E-4	0.0	0.075	0.9625
7.664E-4	0.0	0.075	0.9625
7.6641E-4	0.0	0.075	0.9625
7.6642E-4	0.0	0.075	0.9625
7.6643E-4	0.0	0.075	0.9625
7.664400000000001E-4	0.0	0.075	0.9625
7.6645E-4	0.0	0.075	0.9625
7.664600000000001E-4	0.0	0.075	0.9625
7.6647E-4	0.0	0.075	0.9625
7.6648E-4	0.0	0.075	0.9625
7.6649E-4	0.0	0.075	0.9625
7.665E-4	0.0	0.075	0.9625
7.6651E-4	0.0	0.075	0.9625
7.6652E-4	0.0	0.075	0.9625
7.6653E-4	0.0	0.075	0.9625
7.6654E-4	0.0	0.075	0.9625
7.665500000000001E-4	0.0	0.075	0.9625
7.6656E-4	0.0	0.075	0.9625
7.665700000000001E-4	0.0	0.075	0.9625
7.6658E-4	0.0	0.075	0.9625
7.6659E-4	0.0	0.075	0.9625
7.666E-4	0.0	0.075	0.9625
7.6661E-4	0.0	0.075	0.9625
7.6662E-4	0.0	0.075	0.9625
7.6663E-4	0.0	0.075	0.9625
7.6664E-4	0.0	0.075	0.9625
7.6665E-4	0.0	0.075	0.9625
7.666600000000001E-4	0.0	0.075	0.9625
7.6667E-4	0.0	0.075	0.9625
7.6668E-4	0.0	0.075	0.9625
7.6669E-4	0.0	0.075	0.9625
7.667E-4	0.0	0.075	0.9625
7.6671E-4	0.0	0.075	0.9625
7.6672E-4	0.0	0.075	0.9625
7.6673E-4	0.0	0.075	0.9625
7.6674E-4	0.0	0.075	0.9625
7.6675E-4	0.0	0.075	0.9625
7.6676E-4	0.0	0.075	0.9625
7.667700000000001E-4	0.0	0.075	0.9625
7.6678E-4	0.0	0.075	0.9625
7.6679E-4	0.0	0.075	0.9625
7.668E-4	0.0	0.075	0.9625
7.6681E-4	0.0	0.075	0.9625
7.6682E-4	0.0	0.075	0.9625
7.6683E-4	0.0	0.075	0.9625
7.6684E-4	0.0	0.075	0.9625
7.6685E-4	0.0	0.075	0.9625
7.668600000000001E-4	0.0	0.075	0.9625
7.6687E-4	0.0	0.075	0.9625
7.668800000000001E-4	0.0	0.075	0.9625
7.6689E-4	0.0	0.075	0.9625
7.669E-4	0.0	0.075	0.9625
7.6691E-4	0.0	0.075	0.9625
7.6692E-4	0.0	0.075	0.9625
7.6693E-4	0.0	0.075	0.9625
7.6694E-4	0.0	0.075	0.9625
7.6695E-4	0.0	0.075	0.9625
7.6696E-4	0.0	0.075	0.9625
7.669700000000001E-4	0.0	0.075	0.9625
7.6698E-4	0.0	0.075	0.9625
7.669900000000001E-4	0.0	0.075	0.9625
7.67E-4	0.0	0.075	0.9625
7.6701E-4	0.0	0.075	0.9625
7.6702E-4	0.0	0.075	0.9625
7.6703E-4	0.0	0.075	0.9625
7.6704E-4	0.0	0.075	0.9625
7.6705E-4	0.0	0.075	0.9625
7.6706E-4	0.0	0.075	0.9625
7.6707E-4	0.0	0.075	0.9625
7.670800000000001E-4	0.0	0.075	0.9625
7.6709E-4	0.0	0.075	0.9625
7.671E-4	0.0	0.075	0.9625
7.6711E-4	0.0	0.075	0.9625
7.6712E-4	0.0	0.075	0.9625
7.6713E-4	0.0	0.075	0.9625
7.6714E-4	0.0	0.075	0.9625
7.6715E-4	0.0	0.075	0.9625
7.6716E-4	0.0	0.075	0.9625
7.671700000000001E-4	0.0	0.075	0.9625
7.6718E-4	0.0	0.075	0.9625
7.671900000000001E-4	0.0	0.075	0.9625
7.672E-4	0.0	0.075	0.9625
7.6721E-4	0.0	0.075	0.9625
7.6722E-4	0.0	0.075	0.9625
7.6723E-4	0.0	0.075	0.9625
7.6724E-4	0.0	0.075	0.9625
7.6725E-4	0.0	0.075	0.9625
7.6726E-4	0.0	0.075	0.9625
7.6727E-4	0.0	0.075	0.9625
7.672800000000001E-4	0.0	0.075	0.9625
7.6729E-4	0.0	0.075	0.9625
7.673000000000001E-4	0.0	0.075	0.9625
7.6731E-4	0.0	0.075	0.9625
7.6732E-4	0.0	0.075	0.9625
7.6733E-4	0.0	0.075	0.9625
7.6734E-4	0.0	0.075	0.9625
7.6735E-4	0.0	0.075	0.9625
7.6736E-4	0.0	0.075	0.9625
7.6737E-4	0.0	0.075	0.9625
7.6738E-4	0.0	0.075	0.9625
7.673900000000001E-4	0.0	0.075	0.9625
7.674E-4	0.0	0.075	0.9625
7.6741E-4	0.0	0.075	0.9625
7.6742E-4	0.0	0.075	0.9625
7.6743E-4	0.0	0.075	0.9625
7.6744E-4	0.0	0.075	0.9625
7.6745E-4	0.0	0.075	0.9625
7.6746E-4	0.0	0.075	0.9625
7.6747E-4	0.0	0.075	0.9625
7.6748E-4	0.0	0.075	0.9625
7.6749E-4	0.0	0.075	0.9625
7.675000000000001E-4	0.0	0.075	0.9625
7.6751E-4	0.0	0.075	0.9625
7.6752E-4	0.0	0.075	0.9625
7.6753E-4	0.0	0.075	0.9625
7.6754E-4	0.0	0.075	0.9625
7.6755E-4	0.0	0.075	0.9625
7.6756E-4	0.0	0.075	0.9625
7.6757E-4	0.0	0.075	0.9625
7.6758E-4	0.0	0.075	0.9625
7.675900000000001E-4	0.0	0.075	0.9625
7.676E-4	0.0	0.075	0.9625
7.676100000000001E-4	0.0	0.075	0.9625
7.6762E-4	0.0	0.075	0.9625
7.6763E-4	0.0	0.075	0.9625
7.6764E-4	0.0	0.075	0.9625
7.6765E-4	0.0	0.075	0.9625
7.6766E-4	0.0	0.075	0.9625
7.6767E-4	0.0	0.075	0.9625
7.6768E-4	0.0	0.075	0.9625
7.6769E-4	0.0	0.075	0.9625
7.677000000000001E-4	0.0	0.075	0.9625
7.6771E-4	0.0	0.075	0.9625
7.677200000000001E-4	0.0	0.075	0.9625
7.6773E-4	0.0	0.075	0.9625
7.6774E-4	0.0	0.075	0.9625
