best_threshold: 0.86
false_positive_percentage: 0.0
false_negative_percentage: 1.0
number_of_tests_conducted: 80

minimized_false_positive_threshold: 0.05
false_positive_percentage: 0.0
false_negative_percentage: 0.9
number_of_tests_conducted: 80

equalized_false_positive_negative_threshold: 0.0
false_positive_percentage: 0.725
false_negative_percentage: 0.0
number_of_tests_conducted: 80

authentication_threshold	false_positive_percentage	false_negative_percentage	authentication_accuracy
2.3292E-4	0.0	0.075	0.9625
2.3293E-4	0.0	0.075	0.9625
2.3294E-4	0.0	0.075	0.9625
2.3295E-4	0.0	0.075	0.9625
2.3296E-4	0.0	0.075	0.9625
2.3297000000000001E-4	0.0	0.075	0.9625
2.3298E-4	0.0	0.075	0.9625
2.3299E-4	0.0	0.075	0.9625
2.33E-4	0.0	0.075	0.9625
2.3301E-4	0.0	0.075	0.9625
2.3302000000000002E-4	0.0	0.075	0.9625
2.3303E-4	0.0	0.075	0.9625
2.3304E-4	0.0	0.075	0.9625
2.3305E-4	0.0	0.075	0.9625
2.3306E-4	0.0	0.075	0.9625
2.3307000000000002E-4	0.0	0.075	0.9625
2.3308E-4	0.0	0.075	0.9625
2.3309E-4	0.0	0.075	0.9625
2.331E-4	0.0	0.075	0.9625
2.3311E-4	0.0	0.075	0.9625
2.3312000000000002E-4	0.0	0.075	0.9625
2.3313E-4	0.0	0.075	0.9625
2.3314E-4	0.0	0.075	0.9625
2.3315E-4	0.0	0.075	0.9625
2.3316E-4	0.0	0.075	0.9625
2.3317E-4	0.0	0.075	0.9625
2.3318000000000001E-4	0.0	0.075	0.9625
2.3319E-4	0.0	0.075	0.9625
2.332E-4	0.0	0.075	0.9625
2.3321E-4	0.0	0.075	0.9625
2.3322E-4	0.0	0.075	0.9625
2.3323000000000001E-4	0.0	0.075	0.9625
2.3324E-4	0.0	0.075	0.9625
2.3325E-4	0.0	0.075	0.9625
2.3326E-4	0.0	0.075	0.9625
2.3327E-4	0.0	0.075	0.9625
2.3328000000000002E-4	0.0	0.075	0.9625
2.3329E-4	0.0	0.075	0.9625
2.333E-4	0.0	0.075	0.9625
2.3331E-4	0.0	0.075	0.9625
2.3332E-4	0.0	0.075	0.9625
2.3333000000000002E-4	0.0	0.075	0.9625
2.3334E-4	0.0	0.075	0.9625
2.3335E-4	0.0	0.075	0.9625
2.3336E-4	0.0	0.075	0.9625
2.3337E-4	0.0	0.075	0.9625
2.3338E-4	0.0	0.075	0.9625
2.3339E-4	0.0	0.075	0.9625
2.334E-4	0.0	0.075	0.9625
2.3341E-4	0.0	0.075	0.9625
2.3342E-4	0.0	0.075	0.9625
2.3343E-4	0.0	0.075	0.9625
2.3344000000000001E-4	0.0	0.075	0.9625
2.3345E-4	0.0	0.075	0.9625
2.3346E-4	0.0	0.075	0.9625
2.3347E-4	0.0	0.075	0.9625
2.3348E-4	0.0	0.075	0.9625
2.3349000000000002E-4	0.0	0.075	0.9625
2.335E-4	0.0	0.075	0.9625
2.3351E-4	0.0	0.075	0.9625
2.3352E-4	0.0	0.075	0.9625
2.3353E-4	0.0	0.075	0.9625
2.3354000000000002E-4	0.0	0.075	0.9625
2.3355E-4	0.0	0.075	0.9625
2.3356E-4	0.0	0.075	0.9625
2.3357E-4	0.0	0.075	0.9625
2.3358E-4	0.0	0.075	0.9625
2.3359000000000002E-4	0.0	0.075	0.9625
2.336E-4	0.0	0.075	0.9625
2.3361E-4	0.0	0.075	0.9625
2.3362E-4	0.0	0.075	0.9625
2.3363E-4	0.0	0.075	0.9625
2.3364E-4	0.0	0.075	0.9625
2.3365000000000001E-4	0.0	0.075	0.9625
2.3366E-4	0.0	0.075	0.9625
2.3367E-4	0.0	0.075	0.9625
2.3368E-4	0.0	0.075	0.9625
2.3369E-4	0.0	0.075	0.9625
2.3370000000000002E-4	0.0	0.075	0.9625
2.3371E-4	0.0	0.075	0.9625
2.3372E-4	0.0	0.075	0.9625
2.3373E-4	0.0	0.075	0.9625
2.3374E-4	0.0	0.075	0.9625
2.3375000000000002E-4	0.0	0.075	0.9625
2.3376E-4	0.0	0.075	0.9625
2.3377E-4	0.0	0.075	0.9625
2.3378E-4	0.0	0.075	0.9625
2.3379E-4	0.0	0.075	0.9625
2.3380000000000002E-4	0.0	0.075	0.9625
2.3381E-4	0.0	0.075	0.9625
2.3382E-4	0.0	0.075	0.9625
2.3383E-4	0.0	0.075	0.9625
2.3384E-4	0.0	0.075	0.9625
2.3385E-4	0.0	0.075	0.9625
2.3386000000000001E-4	0.0	0.075	0.9625
2.3387E-4	0.0	0.075	0.9625
2.3388E-4	0.0	0.075	0.9625
2.3389E-4	0.0	0.075	0.9625
2.339E-4	0.0	0.075	0.9625
2.3391000000000002E-4	0.0	0.075	0.9625
2.3392E-4	0.0	0.075	0.9625
2.3393E-4	0.0	0.075	0.9625
2.3394E-4	0.0	0.075	0.9625
2.3395E-4	0.0	0.075	0.9625
2.3396000000000002E-4	0.0	0.075	0.9625
2.3397E-4	0.0	0.075	0.9625
2.3398E-4	0.0	0.075	0.9625
2.3399E-4	0.0	0.075	0.9625
2.34E-4	0.0	0.075	0.9625
2.3401000000000002E-4	0.0	0.075	0.9625
2.3402E-4	0.0	0.075	0.9625
2.3403E-4	0.0	0.075	0.9625
2.3404E-4	0.0	0.075	0.9625
2.3405E-4	0.0	0.075	0.9625
2.3406E-4	0.0	0.075	0.9625
2.3407000000000001E-4	0.0	0.075	0.9625
2.3408E-4	0.0	0.075	0.9625
2.3409E-4	0.0	0.075	0.9625
2.341E-4	0.0	0.075	0.9625
2.3411E-4	0.0	0.075	0.9625
2.3412000000000001E-4	0.0	0.075	0.9625
2.3413E-4	0.0	0.075	0.9625
2.3414E-4	0.0	0.075	0.9625
2.3415E-4	0.0	0.075	0.9625
2.3416E-4	0.0	0.075	0.9625
2.3417000000000002E-4	0.0	0.075	0.9625
2.3418E-4	0.0	0.075	0.9625
2.3419E-4	0.0	0.075	0.9625
2.342E-4	0.0	0.075	0.9625
2.3421E-4	0.0	0.075	0.9625
2.3422000000000002E-4	0.0	0.075	0.9625
2.3423E-4	0.0	0.075	0.9625
2.3424E-4	0.0	0.075	0.9625
2.3425E-4	0.0	0.075	0.9625
2.3426E-4	0.0	0.075	0.9625
2.3427E-4	0.0	0.075	0.9625
2.3428E-4	0.0	0.075	0.9625
2.3429E-4	0.0	0.075	0.9625
2.343E-4	0.0	0.075	0.9625
2.3431E-4	0.0	0.075	0.9625
2.3432E-4	0.0	0.075	0.9625
2.3433000000000001E-4	0.0	0.075	0.9625
2.3434E-4	0.0	0.075	0.9625
2.3435E-4	0.0	0.075	0.9625
2.3436E-4	0.0	0.075	0.9625
2.3437E-4	0.0	0.075	0.9625
2.3438000000000002E-4	0.0	0.075	0.9625
2.3439E-4	0.0	0.075	0.9625
2.344E-4	0.0	0.075	0.9625
2.3441E-4	0.0	0.075	0.9625
2.3442E-4	0.0	0.075	0.9625
2.3443000000000002E-4	0.0	0.075	0.9625
2.3444E-4	0.0	0.075	0.9625
2.3445E-4	0.0	0.075	0.9625
2.3446E-4	0.0	0.075	0.9625
2.3447E-4	0.0	0.075	0.9625
2.3448000000000002E-4	0.0	0.075	0.9625
2.3449E-4	0.0	0.075	0.9625
2.345E-4	0.0	0.075	0.9625
2.3451E-4	0.0	0.075	0.9625
2.3452E-4	0.0	0.075	0.9625
2.3453E-4	0.0	0.075	0.9625
2.3454000000000001E-4	0.0	0.075	0.9625
2.3455E-4	0.0	0.075	0.9625
2.3456E-4	0.0	0.075	0.9625
2.3457E-4	0.0	0.075	0.9625
2.3458E-4	0.0	0.075	0.9625
2.3459000000000002E-4	0.0	0.075	0.9625
2.346E-4	0.0	0.075	0.9625
2.3461E-4	0.0	0.075	0.9625
2.3462E-4	0.0	0.075	0.9625
2.3463E-4	0.0	0.075	0.9625
2.3464000000000002E-4	0.0	0.075	0.9625
2.3465E-4	0.0	0.075	0.9625
2.3466E-4	0.0	0.075	0.9625
2.3467E-4	0.0	0.075	0.9625
2.3468E-4	0.0	0.075	0.9625
2.3469000000000002E-4	0.0	0.075	0.9625
2.347E-4	0.0	0.075	0.9625
2.3471E-4	0.0	0.075	0.9625
2.3472E-4	0.0	0.075	0.9625
2.3473E-4	0.0	0.075	0.9625
2.3474E-4	0.0	0.075	0.9625
2.3475000000000001E-4	0.0	0.075	0.9625
2.3476E-4	0.0	0.075	0.9625
2.3477E-4	0.0	0.075	0.9625
2.3478E-4	0.0	0.075	0.9625
2.3479E-4	0.0	0.075	0.9625
2.3480000000000002E-4	0.0	0.075	0.9625
2.3481E-4	0.0	0.075	0.9625
2.3482E-4	0.0	0.075	0.9625
2.3483E-4	0.0	0.075	0.9625
2.3484E-4	0.0	0.075	0.9625
2.3485000000000002E-4	0.0	0.075	0.9625
2.3486E-4	0.0	0.075	0.9625
2.3487E-4	0.0	0.075	0.9625
2.3488E-4	0.0	0.075	0.9625
2.3489E-4	0.0	0.075	0.9625
2.3490000000000002E-4	0.0	0.075	0.9625
2.3491E-4	0.0	0.075	0.9625
2.3492E-4	0.0	0.075	0.9625
2.3493E-4	0.0	0.075	0.9625
2.3494E-4	0.0	0.075	0.9625
2.3495E-4	0.0	0.075	0.9625
2.3496000000000001E-4	0.0	0.075	0.9625
2.3497E-4	0.0	0.075	0.9625
2.3498E-4	0.0	0.075	0.9625
2.3499E-4	0.0	0.075	0.9625
2.35E-4	0.0	0.075	0.9625
2.3501000000000001E-4	0.0	0.075	0.9625
2.3502E-4	0.0	0.075	0.9625
2.3503E-4	0.0	0.075	0.9625
2.3504E-4	0.0	0.075	0.9625
2.3505E-4	0.0	0.075	0.9625
2.3506000000000002E-4	0.0	0.075	0.9625
2.3507E-4	0.0	0.075	0.9625
2.3508E-4	0.0	0.075	0.9625
2.3509E-4	0.0	0.075	0.9625
2.351E-4	0.0	0.075	0.9625
2.3511000000000002E-4	0.0	0.075	0.9625
2.3512E-4	0.0	0.075	0.9625
2.3513E-4	0.0	0.075	0.9625
2.3514E-4	0.0	0.075	0.9625
2.3515E-4	0.0	0.075	0.9625
2.3516E-4	0.0	0.075	0.9625
2.3517E-4	0.0	0.075	0.9625
2.3518E-4	0.0	0.075	0.9625
2.3519E-4	0.0	0.075	0.9625
2.352E-4	0.0	0.075	0.9625
2.3521E-4	0.0	0.075	0.9625
2.3522000000000001E-4	0.0	0.075	0.9625
2.3523E-4	0.0	0.075	0.9625
2.3524E-4	0.0	0.075	0.9625
2.3525E-4	0.0	0.075	0.9625
2.3526E-4	0.0	0.075	0.9625
2.3527000000000002E-4	0.0	0.075	0.9625
2.3528E-4	0.0	0.075	0.9625
2.3529E-4	0.0	0.075	0.9625
2.353E-4	0.0	0.075	0.9625
2.3531E-4	0.0	0.075	0.9625
2.3532000000000002E-4	0.0	0.075	0.9625
2.3533E-4	0.0	0.075	0.9625
2.3534E-4	0.0	0.075	0.9625
2.3535E-4	0.0	0.075	0.9625
2.3536E-4	0.0	0.075	0.9625
2.3537000000000002E-4	0.0	0.075	0.9625
2.3538E-4	0.0	0.075	0.9625
2.3539E-4	0.0	0.075	0.9625
2.354E-4	0.0	0.075	0.9625
2.3541E-4	0.0	0.075	0.9625
2.3542E-4	0.0	0.075	0.9625
2.3543000000000001E-4	0.0	0.075	0.9625
2.3544E-4	0.0	0.075	0.9625
2.3545E-4	0.0	0.075	0.9625
2.3546E-4	0.0	0.075	0.9625
2.3547E-4	0.0	0.075	0.9625
2.3548000000000002E-4	0.0	0.075	0.9625
2.3549E-4	0.0	0.075	0.9625
2.355E-4	0.0	0.075	0.9625
2.3551E-4	0.0	0.075	0.9625
2.3552E-4	0.0	0.075	0.9625
2.3553000000000002E-4	0.0	0.075	0.9625
2.3554E-4	0.0	0.075	0.9625
2.3555E-4	0.0	0.075	0.9625
2.3556E-4	0.0	0.075	0.9625
2.3557E-4	0.0	0.075	0.9625
2.3558000000000002E-4	0.0	0.075	0.9625
2.3559E-4	0.0	0.075	0.9625
2.356E-4	0.0	0.075	0.9625
2.3561E-4	0.0	0.075	0.9625
2.3562E-4	0.0	0.075	0.9625
2.3563E-4	0.0	0.075	0.9625
2.3564000000000001E-4	0.0	0.075	0.9625
2.3565E-4	0.0	0.075	0.9625
2.3566E-4	0.0	0.075	0.9625
2.3567E-4	0.0	0.075	0.9625
2.3568E-4	0.0	0.075	0.9625
2.3569000000000002E-4	0.0	0.075	0.9625
2.357E-4	0.0	0.075	0.9625
2.3571E-4	0.0	0.075	0.9625
2.3572E-4	0.0	0.075	0.9625
2.3573E-4	0.0	0.075	0.9625
2.3574000000000002E-4	0.0	0.075	0.9625
2.3575E-4	0.0	0.075	0.9625
2.3576E-4	0.0	0.075	0.9625
2.3577E-4	0.0	0.075	0.9625
2.3578E-4	0.0	0.075	0.9625
2.3579000000000002E-4	0.0	0.075	0.9625
2.358E-4	0.0	0.075	0.9625
2.3581E-4	0.0	0.075	0.9625
2.3582E-4	0.0	0.075	0.9625
2.3583E-4	0.0	0.075	0.9625
2.3584E-4	0.0	0.075	0.9625
2.3585000000000001E-4	0.0	0.075	0.9625
2.3586E-4	0.0	0.075	0.9625
2.3587E-4	0.0	0.075	0.9625
2.3588E-4	0.0	0.075	0.9625
2.3589E-4	0.0	0.075	0.9625
2.3590000000000001E-4	0.0	0.075	0.9625
2.3591E-4	0.0	0.075	0.9625
2.3592E-4	0.0	0.075	0.9625
2.3593E-4	0.0	0.075	0.9625
2.3594E-4	0.0	0.075	0.9625
2.3595000000000002E-4	0.0	0.075	0.9625
2.3596E-4	0.0	0.075	0.9625
2.3597E-4	0.0	0.075	0.9625
2.3598E-4	0.0	0.075	0.9625
2.3599E-4	0.0	0.075	0.9625
2.3600000000000002E-4	0.0	0.075	0.9625
2.3601E-4	0.0	0.075	0.9625
2.3602E-4	0.0	0.075	0.9625
2.3603E-4	0.0	0.075	0.9625
2.3604E-4	0.0	0.075	0.9625
2.3605000000000002E-4	0.0	0.075	0.9625
2.3606E-4	0.0	0.075	0.9625
2.3607E-4	0.0	0.075	0.9625
2.3608E-4	0.0	0.075	0.9625
2.3609E-4	0.0	0.075	0.9625
2.361E-4	0.0	0.075	0.9625
2.3611000000000001E-4	0.0	0.075	0.9625
2.3612E-4	0.0	0.075	0.9625
2.3613E-4	0.0	0.075	0.9625
2.3614E-4	0.0	0.075	0.9625
2.3615E-4	0.0	0.075	0.9625
2.3616000000000002E-4	0.0	0.075	0.9625
2.3617E-4	0.0	0.075	0.9625
2.3618E-4	0.0	0.075	0.9625
2.3619E-4	0.0	0.075	0.9625
2.362E-4	0.0	0.075	0.9625
2.3621000000000002E-4	0.0	0.075	0.9625
2.3622E-4	0.0	0.075	0.9625
2.3623E-4	0.0	0.075	0.9625
2.3624E-4	0.0	0.075	0.9625
2.3625E-4	0.0	0.075	0.9625
2.3626000000000002E-4	0.0	0.075	0.9625
2.3627E-4	0.0	0.075	0.9625
2.3628E-4	0.0	0.075	0.9625
2.3629E-4	0.0	0.075	0.9625
2.363E-4	0.0	0.075	0.9625
2.3631E-4	0.0	0.075	0.9625
2.3632000000000001E-4	0.0	0.075	0.9625
2.3633E-4	0.0	0.075	0.9625
2.3634E-4	0.0	0.075	0.9625
2.3635E-4	0.0	0.075	0.9625
2.3636E-4	0.0	0.075	0.9625
2.3637000000000002E-4	0.0	0.075	0.9625
2.3638E-4	0.0	0.075	0.9625
2.3639E-4	0.0	0.075	0.9625
2.364E-4	0.0	0.075	0.9625
2.3641E-4	0.0	0.075	0.9625
2.3642000000000002E-4	0.0	0.075	0.9625
2.3643E-4	0.0	0.075	0.9625
2.3644E-4	0.0	0.075	0.9625
2.3645E-4	0.0	0.075	0.9625
2.3646E-4	0.0	0.075	0.9625
2.3647000000000002E-4	0.0	0.075	0.9625
2.3648E-4	0.0	0.075	0.9625
2.3649E-4	0.0	0.075	0.9625
2.365E-4	0.0	0.075	0.9625
2.3651E-4	0.0	0.075	0.9625
2.3652E-4	0.0	0.075	0.9625
2.3653000000000001E-4	0.0	0.075	0.9625
2.3654E-4	0.0	0.075	0.9625
2.3655E-4	0.0	0.075	0.9625
2.3656E-4	0.0	0.075	0.9625
2.3657E-4	0.0	0.075	0.9625
2.3658000000000002E-4	0.0	0.075	0.9625
2.3659E-4	0.0	0.075	0.9625
2.366E-4	0.0	0.075	0.9625
2.3661E-4	0.0	0.075	0.9625
2.3662E-4	0.0	0.075	0.9625
2.3663000000000002E-4	0.0	0.075	0.9625
2.3664E-4	0.0	0.075	0.9625
2.3665E-4	0.0	0.075	0.9625
2.3666E-4	0.0	0.075	0.9625
2.3667E-4	0.0	0.075	0.9625
2.3668000000000002E-4	0.0	0.075	0.9625
2.3669E-4	0.0	0.075	0.9625
2.367E-4	0.0	0.075	0.9625
2.3671E-4	0.0	0.075	0.9625
2.3672E-4	0.0	0.075	0.9625
2.3673E-4	0.0	0.075	0.9625
2.3674000000000001E-4	0.0	0.075	0.9625
2.3675E-4	0.0	0.075	0.9625
2.3676E-4	0.0	0.075	0.9625
2.3677E-4	0.0	0.075	0.9625
2.3678E-4	0.0	0.075	0.9625
2.3679000000000001E-4	0.0	0.075	0.9625
2.368E-4	0.0	0.075	0.9625
2.3681E-4	0.0	0.075	0.9625
2.3682E-4	0.0	0.075	0.9625
2.3683E-4	0.0	0.075	0.9625
2.3684000000000002E-4	0.0	0.075	0.9625
2.3685E-4	0.0	0.075	0.9625
2.3686E-4	0.0	0.075	0.9625
2.3687E-4	0.0	0.075	0.9625
2.3688E-4	0.0	0.075	0.9625
2.3689000000000002E-4	0.0	0.075	0.9625
2.369E-4	0.0	0.075	0.9625
2.3691E-4	0.0	0.075	0.9625
2.3692E-4	0.0	0.075	0.9625
2.3693E-4	0.0	0.075	0.9625
2.3694000000000002E-4	0.0	0.075	0.9625
2.3695E-4	0.0	0.075	0.9625
2.3696E-4	0.0	0.075	0.9625
2.3697E-4	0.0	0.075	0.9625
2.3698E-4	0.0	0.075	0.9625
2.3699E-4	0.0	0.075	0.9625
2.3700000000000001E-4	0.0	0.075	0.9625
2.3701E-4	0.0	0.075	0.9625
2.3702E-4	0.0	0.075	0.9625
2.3703E-4	0.0	0.075	0.9625
2.3704E-4	0.0	0.075	0.9625
2.3705000000000002E-4	0.0	0.075	0.9625
2.3706E-4	0.0	0.075	0.9625
2.3707E-4	0.0	0.075	0.9625
2.3708E-4	0.0	0.075	0.9625
2.3709E-4	0.0	0.075	0.9625
2.3710000000000002E-4	0.0	0.075	0.9625
2.3711E-4	0.0	0.075	0.9625
2.3712E-4	0.0	0.075	0.9625
2.3713E-4	0.0	0.075	0.9625
2.3714E-4	0.0	0.075	0.9625
2.3715000000000002E-4	0.0	0.075	0.9625
2.3716E-4	0.0	0.075	0.9625
2.3717E-4	0.0	0.075	0.9625
2.3718E-4	0.0	0.075	0.9625
2.3719E-4	0.0	0.075	0.9625
2.372E-4	0.0	0.075	0.9625
2.3721000000000001E-4	0.0	0.075	0.9625
2.3722E-4	0.0	0.075	0.9625
2.3723E-4	0.0	0.075	0.9625
2.3724E-4	0.0	0.075	0.9625
2.3725E-4	0.0	0.075	0.9625
2.3726000000000002E-4	0.0	0.075	0.9625
2.3727E-4	0.0	0.075	0.9625
2.3728E-4	0.0	0.075	0.9625
2.3729E-4	0.0	0.075	0.9625
2.373E-4	0.0	0.075	0.9625
2.3731000000000002E-4	0.0	0.075	0.9625
2.3732E-4	0.0	0.075	0.9625
2.3733E-4	0.0	0.075	0.9625
2.3734E-4	0.0	0.075	0.9625
2.3735E-4	0.0	0.075	0.9625
2.3736000000000002E-4	0.0	0.075	0.9625
2.3737E-4	0.0	0.075	0.9625
2.3738E-4	0.0	0.075	0.9625
2.3739E-4	0.0	0.075	0.9625
2.374E-4	0.0	0.075	0.9625
2.3741E-4	0.0	0.075	0.9625
2.3742000000000001E-4	0.0	0.075	0.9625
2.3743E-4	0.0	0.075	0.9625
2.3744E-4	0.0	0.075	0.9625
2.3745E-4	0.0	0.075	0.9625
2.3746E-4	0.0	0.075	0.9625
2.3747000000000002E-4	0.0	0.075	0.9625
2.3748E-4	0.0	0.075	0.9625
2.3749E-4	0.0	0.075	0.9625
2.375E-4	0.0	0.075	0.9625
2.3751E-4	0.0	0.075	0.9625
2.3752000000000002E-4	0.0	0.075	0.9625
2.3753E-4	0.0	0.075	0.9625
2.3754E-4	0.0	0.075	0.9625
2.3755E-4	0.0	0.075	0.9625
2.3756E-4	0.0	0.075	0.9625
2.3757000000000002E-4	0.0	0.075	0.9625
2.3758E-4	0.0	0.075	0.9625
2.3759E-4	0.0	0.075	0.9625
2.376E-4	0.0	0.075	0.9625
2.3761E-4	0.0	0.075	0.9625
2.3762E-4	0.0	0.075	0.9625
2.3763E-4	0.0	0.075	0.9625
2.3764E-4	0.0	0.075	0.9625
2.3765E-4	0.0	0.075	0.9625
2.3766E-4	0.0	0.075	0.9625
2.3767E-4	0.0	0.075	0.9625
2.3768000000000001E-4	0.0	0.075	0.9625
2.3769E-4	0.0	0.075	0.9625
2.377E-4	0.0	0.075	0.9625
2.3771E-4	0.0	0.075	0.9625
2.3772E-4	0.0	0.075	0.9625
2.3773000000000002E-4	0.0	0.075	0.9625
2.3774E-4	0.0	0.075	0.9625
2.3775E-4	0.0	0.075	0.9625
2.3776E-4	0.0	0.075	0.9625
2.3777E-4	0.0	0.075	0.9625
2.3778000000000002E-4	0.0	0.075	0.9625
2.3779E-4	0.0	0.075	0.9625
2.378E-4	0.0	0.075	0.9625
2.3781E-4	0.0	0.075	0.9625
2.3782E-4	0.0	0.075	0.9625
2.3783000000000002E-4	0.0	0.075	0.9625
2.3784E-4	0.0	0.075	0.9625
2.3785E-4	0.0	0.075	0.9625
2.3786E-4	0.0	0.075	0.9625
2.3787E-4	0.0	0.075	0.9625
2.3788E-4	0.0	0.075	0.9625
2.3789000000000001E-4	0.0	0.075	0.9625
2.379E-4	0.0	0.075	0.9625
2.3791E-4	0.0	0.075	0.9625
2.3792E-4	0.0	0.075	0.9625
2.3793E-4	0.0	0.075	0.9625
2.3794000000000002E-4	0.0	0.075	0.9625
2.3795E-4	0.0	0.075	0.9625
2.3796E-4	0.0	0.075	0.9625
2.3797E-4	0.0	0.075	0.9625
2.3798E-4	0.0	0.075	0.9625
2.3799000000000002E-4	0.0	0.075	0.9625
2.38E-4	0.0	0.075	0.9625
2.3801E-4	0.0	0.075	0.9625
2.3802E-4	0.0	0.075	0.9625
2.3803E-4	0.0	0.075	0.9625
2.3804000000000002E-4	0.0	0.075	0.9625
2.3805E-4	0.0	0.075	0.9625
2.3806E-4	0.0	0.075	0.9625
2.3807E-4	0.0	0.075	0.9625
2.3808E-4	0.0	0.075	0.9625
2.3809E-4	0.0	0.075	0.9625
2.3810000000000001E-4	0.0	0.075	0.9625
2.3811E-4	0.0	0.075	0.9625
2.3812E-4	0.0	0.075	0.9625
2.3813E-4	0.0	0.075	0.9625
2.3814E-4	0.0	0.075	0.9625
2.3815000000000002E-4	0.0	0.075	0.9625
2.3816E-4	0.0	0.075	0.9625
2.3817E-4	0.0	0.075	0.9625
2.3818E-4	0.0	0.075	0.9625
2.3819E-4	0.0	0.075	0.9625
2.3820000000000002E-4	0.0	0.075	0.9625
2.3821E-4	0.0	0.075	0.9625
2.3822E-4	0.0	0.075	0.9625
2.3823E-4	0.0	0.075	0.9625
2.3824E-4	0.0	0.075	0.9625
2.3825000000000002E-4	0.0	0.075	0.9625
2.3826E-4	0.0	0.075	0.9625
2.3827E-4	0.0	0.075	0.9625
2.3828E-4	0.0	0.075	0.9625
2.3829E-4	0.0	0.075	0.9625
2.383E-4	0.0	0.075	0.9625
2.3831000000000001E-4	0.0	0.075	0.9625
2.3832E-4	0.0	0.075	0.9625
2.3833E-4	0.0	0.075	0.9625
2.3834E-4	0.0	0.075	0.9625
2.3835E-4	0.0	0.075	0.9625
2.3836000000000002E-4	0.0	0.075	0.9625
2.3837E-4	0.0	0.075	0.9625
2.3838E-4	0.0	0.075	0.9625
2.3839E-4	0.0	0.075	0.9625
2.384E-4	0.0	0.075	0.9625
2.3841000000000002E-4	0.0	0.075	0.9625
2.3842E-4	0.0	0.075	0.9625
2.3843E-4	0.0	0.075	0.9625
2.3844E-4	0.0	0.075	0.9625
2.3845E-4	0.0	0.075	0.9625
2.3846000000000002E-4	0.0	0.075	0.9625
2.3847E-4	0.0	0.075	0.9625
2.3848E-4	0.0	0.075	0.9625
2.3849E-4	0.0	0.075	0.9625
2.385E-4	0.0	0.075	0.9625
2.3851E-4	0.0	0.075	0.9625
2.3852E-4	0.0	0.075	0.9625
2.3853E-4	0.0	0.075	0.9625
2.3854E-4	0.0	0.075	0.9625
2.3855E-4	0.0	0.075	0.9625
2.3856E-4	0.0	0.075	0.9625
2.3857000000000001E-4	0.0	0.075	0.9625
2.3858E-4	0.0	0.075	0.9625
2.3859E-4	0.0	0.075	0.9625
2.386E-4	0.0	0.075	0.9625
2.3861E-4	0.0	0.075	0.9625
2.3862000000000002E-4	0.0	0.075	0.9625
2.3863E-4	0.0	0.075	0.9625
2.3864E-4	0.0	0.075	0.9625
2.3865E-4	0.0	0.075	0.9625
2.3866E-4	0.0	0.075	0.9625
2.3867000000000002E-4	0.0	0.075	0.9625
2.3868E-4	0.0	0.075	0.9625
2.3869E-4	0.0	0.075	0.9625
2.387E-4	0.0	0.075	0.9625
2.3871E-4	0.0	0.075	0.9625
2.3872000000000002E-4	0.0	0.075	0.9625
2.3873E-4	0.0	0.075	0.9625
2.3874E-4	0.0	0.075	0.9625
2.3875E-4	0.0	0.075	0.9625
2.3876E-4	0.0	0.075	0.9625
2.3877E-4	0.0	0.075	0.9625
2.3878000000000001E-4	0.0	0.075	0.9625
2.3879E-4	0.0	0.075	0.9625
2.388E-4	0.0	0.075	0.9625
2.3881E-4	0.0	0.075	0.9625
2.3882E-4	0.0	0.075	0.9625
2.3883000000000002E-4	0.0	0.075	0.9625
2.3884E-4	0.0	0.075	0.9625
2.3885E-4	0.0	0.075	0.9625
2.3886E-4	0.0	0.075	0.9625
2.3887E-4	0.0	0.075	0.9625
2.3888000000000002E-4	0.0	0.075	0.9625
2.3889E-4	0.0	0.075	0.9625
2.389E-4	0.0	0.075	0.9625
2.3891E-4	0.0	0.075	0.9625
2.3892E-4	0.0	0.075	0.9625
2.3893000000000002E-4	0.0	0.075	0.9625
2.3894E-4	0.0	0.075	0.9625
2.3895E-4	0.0	0.075	0.9625
2.3896E-4	0.0	0.075	0.9625
2.3897E-4	0.0	0.075	0.9625
2.3898E-4	0.0	0.075	0.9625
2.3899000000000001E-4	0.0	0.075	0.9625
2.39E-4	0.0	0.075	0.9625
2.3901E-4	0.0	0.075	0.9625
2.3902E-4	0.0	0.075	0.9625
2.3903E-4	0.0	0.075	0.9625
2.3904000000000002E-4	0.0	0.075	0.9625
2.3905E-4	0.0	0.075	0.9625
2.3906E-4	0.0	0.075	0.9625
2.3907E-4	0.0	0.075	0.9625
2.3908E-4	0.0	0.075	0.9625
2.3909000000000002E-4	0.0	0.075	0.9625
2.391E-4	0.0	0.075	0.9625
2.3911E-4	0.0	0.075	0.9625
2.3912E-4	0.0	0.075	0.9625
2.3913E-4	0.0	0.075	0.9625
2.3914000000000002E-4	0.0	0.075	0.9625
2.3915E-4	0.0	0.075	0.9625
2.3916E-4	0.0	0.075	0.9625
2.3917E-4	0.0	0.075	0.9625
2.3918E-4	0.0	0.075	0.9625
2.3919E-4	0.0	0.075	0.9625
2.3920000000000001E-4	0.0	0.075	0.9625
2.3921E-4	0.0	0.075	0.9625
2.3922E-4	0.0	0.075	0.9625
2.3923E-4	0.0	0.075	0.9625
2.3924E-4	0.0	0.075	0.9625
2.3925000000000001E-4	0.0	0.075	0.9625
2.3926E-4	0.0	0.075	0.9625
2.3927E-4	0.0	0.075	0.9625
2.3928E-4	0.0	0.075	0.9625
