"positive", "compare_value", "same_user", "same_device"
1, 0.9106985018265475, 1, 1
1, 0.9230560188398544, 1, 1
1, 0.9233136959694201, 1, 1
1, 0.9176733343595568, 1, 1
0, 0.8899183525734886, 1, 0
0, 0.8846621172751155, 1, 0
0, 0.8999658371891037, 1, 0
0, 0.8769932760204284, 1, 0
0, 0.8847298999840436, 1, 0
0, 0.8782018443559113, 0, 1
0, 0.8926499710423896, 0, 1
0, 0.887419029732871, 0, 1
0, 0.8971072353020566, 0, 1
0, 0.8907884925422311, 0, 1
0, 0.7025875943556391, 0, 0
0, 0.7390936684853477, 0, 0
0, 0.7499092944961812, 0, 0
0, 0.725517433998534, 0, 0
0, 0.7960043686095648, 0, 0
1, 0.9141213975005734, 1, 1
1, 0.918196276724607, 1, 1
1, 0.9205274478614796, 1, 1
1, 0.9268447141477074, 1, 1
0, 0.8807753617124808, 1, 0
0, 0.8883963079208613, 1, 0
0, 0.8812323365874267, 1, 0
0, 0.8768955921020503, 1, 0
0, 0.8745054326839714, 1, 0
0, 0.8892289370851711, 0, 1
0, 0.8908918672460532, 0, 1
0, 0.8791395545024888, 0, 1
0, 0.8910115535695367, 0, 1
0, 0.9024682800645787, 0, 1
0, 0.667325611994854, 0, 0
0, 0.6481347203389771, 0, 0
0, 0.7017643786734151, 0, 0
0, 0.6349833496695958, 0, 0
0, 0.7442366852300347, 0, 0
1, 0.9112462761245407, 1, 1
1, 0.9112803250359928, 1, 1
1, 0.920904095293292, 1, 1
1, 0.9201828915851425, 1, 1
0, 0.8818693677743019, 1, 0
0, 0.8851781198330402, 1, 0
0, 0.8847371922088114, 1, 0
0, 0.8692352493583237, 1, 0
0, 0.8764933133510423, 1, 0
0, 0.889734830282418, 0, 1
0, 0.8907754502826251, 0, 1
0, 0.8838831398180833, 0, 1
0, 0.887489311569138, 0, 1
0, 0.8862953290816772, 0, 1
0, 0.7126221147460368, 0, 0
0, 0.7030671484145357, 0, 0
0, 0.7606912153952674, 0, 0
0, 0.6248955119422452, 0, 0
0, 0.7326749664241181, 0, 0
1, 0.9161881169406714, 1, 1
1, 0.9192434583498892, 1, 1
1, 0.919634963912174, 1, 1
1, 0.9195363966516052, 1, 1
0, 0.8907152044066562, 1, 0
0, 0.8899143864646838, 1, 0
0, 0.882544986374466, 1, 0
0, 0.8804176883398497, 1, 0
0, 0.875223024812084, 1, 0
0, 0.9000434557354327, 0, 1
0, 0.8987242554691495, 0, 1
0, 0.8966621684736091, 0, 1
0, 0.9038613085056344, 0, 1
0, 0.8955603567384854, 0, 1
0, 0.7234206421861412, 0, 0
0, 0.7583501515575144, 0, 0
0, 0.7835370364234955, 0, 0
0, 0.6932847633434235, 0, 0
0, 0.8017235222447185, 0, 0
1, 0.9122087731170972, 1, 1
1, 0.9186721466828209, 1, 1
1, 0.9204842079019127, 1, 1
1, 0.9227824551522751, 1, 1
0, 0.8924889177435767, 1, 0
0, 0.879891260576197, 1, 0
0, 0.8758834338615764, 1, 0
0, 0.8807958134595371, 1, 0
0, 0.8868162109016239, 1, 0
0, 0.8889492404281247, 0, 1
0, 0.8930328407039602, 0, 1
0, 0.9021298064661231, 0, 1
0, 0.8926440925313249, 0, 1
0, 0.8974087260751556, 0, 1
0, 0.7247412703097935, 0, 0
0, 0.778139230595706, 0, 0
0, 0.7901821341747328, 0, 0
0, 0.6990963108724454, 0, 0
0, 0.8125146003077329, 0, 0
0, 0.8969796679082096, 1, 0
0, 0.8986184264412417, 1, 0
0, 0.9162591829807702, 1, 0
0, 0.908105953771893, 1, 0
0, 0.9072921933971658, 1, 0
1, 0.9156496838917203, 1, 1
1, 0.9069547010207695, 1, 1
1, 0.9125654428259836, 1, 1
1, 0.9137479548921882, 1, 1
0, 0.9171793224600315, 0, 0
0, 0.9007075544721279, 0, 0
0, 0.9015203746363996, 0, 0
0, 0.9100617445585966, 0, 0
0, 0.9063649091973881, 0, 0
0, 0.8620474253243283, 0, 1
0, 0.8635406097557513, 0, 1
0, 0.8820523664951271, 0, 1
0, 0.8625872033535706, 0, 1
0, 0.8755966086140435, 0, 1
0, 0.8888565242398684, 1, 0
0, 0.8832170599146613, 1, 0
0, 0.9014044779556681, 1, 0
0, 0.897734256058559, 1, 0
0, 0.8999810259781187, 1, 0
1, 0.9150245382533678, 1, 1
1, 0.9064177768479765, 1, 1
1, 0.9154682846124018, 1, 1
1, 0.9084866499913138, 1, 1
0, 0.8880713824247337, 0, 0
0, 0.8902538616750918, 0, 0
0, 0.8887793640601408, 0, 0
0, 0.9071353984361491, 0, 0
0, 0.8950160590515992, 0, 0
0, 0.8349710475298364, 0, 1
0, 0.833174277275491, 0, 1
0, 0.86501832038328, 0, 1
0, 0.8350876495418351, 0, 1
0, 0.8609192254032196, 0, 1
0, 0.9044155497326213, 1, 0
0, 0.8979056865964629, 1, 0
0, 0.9091089595596177, 1, 0
0, 0.9067266311481532, 1, 0
0, 0.9091538230224918, 1, 0
1, 0.9136607426420166, 1, 1
1, 0.9084799194531468, 1, 1
1, 0.8984570155740705, 1, 1
1, 0.9113654213090695, 1, 1
0, 0.8933918217905504, 0, 0
0, 0.8965639296964866, 0, 0
0, 0.8970507636648987, 0, 0
0, 0.9009448667327339, 0, 0
0, 0.8978966313376753, 0, 0
0, 0.822879564492805, 0, 1
0, 0.8082710594439552, 0, 1
0, 0.8663592448626429, 0, 1
0, 0.8204877118559222, 0, 1
0, 0.8422676850025813, 0, 1
0, 0.8985631801835241, 1, 0
0, 0.9019347384878283, 1, 0
0, 0.910355591796937, 1, 0
0, 0.9166335835927445, 1, 0
0, 0.9094048348526967, 1, 0
1, 0.9178341953592342, 1, 1
1, 0.918846862340999, 1, 1
1, 0.9032858171208139, 1, 1
1, 0.9142297741364979, 1, 1
0, 0.8960404414207206, 0, 0
0, 0.8987342215691004, 0, 0
0, 0.8989986972739213, 0, 0
0, 0.9019856210010463, 0, 0
0, 0.9075584834201273, 0, 0
0, 0.850985176903108, 0, 1
0, 0.8429429618525058, 0, 1
0, 0.8588924431343709, 0, 1
0, 0.8267852956498122, 0, 1
0, 0.8607159294008604, 0, 1
0, 0.8957778006215819, 1, 0
0, 0.8934633891833623, 1, 0
0, 0.9100636626231445, 1, 0
0, 0.9065588794349503, 1, 0
0, 0.9037101244823075, 1, 0
1, 0.9108473548847003, 1, 1
1, 0.910669493403343, 1, 1
1, 0.9065489491311308, 1, 1
1, 0.916416087359557, 1, 1
0, 0.8894541551355881, 0, 0
0, 0.9029321368316171, 0, 0
0, 0.8994513103322309, 0, 0
0, 0.9071875015781518, 0, 0
0, 0.9076566989472552, 0, 0
0, 0.8418751299791077, 0, 1
0, 0.8290294984152191, 0, 1
0, 0.860759986882782, 0, 1
0, 0.8323773163059194, 0, 1
0, 0.8584119021263589, 0, 1
