W,K,T,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,
,,,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg
3,5,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,-0.259,0.3479,0,0,0,0,0,0,0.9105,0.2539,0.2186,1.000,0.0317,0.6673,0.9999,-0.496,0.4504,0,0,0,0,0,0,0.9475,0.4848,0.4269,1.000,0.1902,0.3995,0.9378,0.5517,0.6218,0,0,0,0,0,0,0.9999,-0.056,0.2045,0.9999,0.538,0.2560,0.7684,0.5078,0.2744,0,0,0,0,0,0,0,0,0,0,0,0,0.9595,0.6448,0.6247
3,5,1500,0.6693,0.6657,0,0,0,0,0,0,0,0,0,0,0.9999,-0.401,0.2719,0,0,0,0,0,0,0.9995,0.2826,0.2438,1.000,0.2025,0.4058,1.000,-0.718,0.1888,0,0,0,0,0,0,1.000,0.6068,0.5970,0.8201,-0.137,0.03540,0.9999,0.6112,0.9778,0,0,0,0,0,0,1.000,0.0983,0.5239,1.000,0.638,0.7074,0.8054,0.455,0.1313,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.6352,0.4739
3,5,2000,0.6758,0.6667,0,0,0,0,0,0,0,0,0,0,0.9997,-0.698,0.2217,0,0,0,0,0,0,0.9999,0.4408,0.6719,0.9994,0.3038,0.3448,0.9999,-0.901,0.2403,0,0,0,0,0,0,1.000,0.6158,0.7037,0.8934,-0.13,0.1134,0.9999,0.6167,0.8964,0,0,0,0,0,0,0.9998,0.1375,0.5515,1.000,0.6524,0.7370,0.7861,0.4138,0.1857,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.6395,0.6711
3,6,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.3531,0.4058,0,0,0,0,0,0,1.000,0.6521,0.9309,1.000,0.3873,0.7224,1.000,0.2223,0.4003,0,0,0,0,0,0,1.000,0.7702,1,0.8437,0.6355,0.7877,0.4391,0.0206,0,0,0,0,0,0,0,1.000,-0.297,0.1851,0.9999,0.6416,0.6437,0.0833,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7194,0.5553,0.02018
3,6,1500,0.6691,0.6657,0,0,0,0,0,0,0,0,0,0,0.9998,0.3384,0.6479,0,0,0,0,0,0,1.000,0.2816,0.4630,1.000,0.4633,0.8730,0.9997,-0.046,0.3680,0,0,0,0,0,0,1.000,0.7115,1,0.9691,0.6297,0.9467,0.4068,0.0218,0,0,0,0,0,0,0,1.000,0.0417,0.2380,1.000,0.6491,0.8974,0.0833,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7169,0.5148,0.01241
3,6,2000,0.6698,0.6632,0,0,0,0,0,0,0,0,0,0,0.9999,0.1467,0.5502,0,0,0,0,0,0,1.000,0.1648,0.4457,1.000,0.563,0.8931,1.000,0.0857,0.4744,0,0,0,0,0,0,1.000,0.6581,0.9461,0.9034,0.5997,0.9061,0.3885,0.0003,0,0,0,0,0,0,0,0.9982,0.2589,0.3785,1.000,0.6554,0.9383,0.0833,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7369,0.5012,0.02649
3,7,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.5222,0.8990,0,0,0,0,0,0,0.9998,0.706,1,0.9995,0.2714,0.4366,0.5306,-0.546,0,0,0,0,0,0,0,1.000,0.6811,0.9505,0.9126,0.4569,0.5010,0.2842,-0.030,0,0,0,0,0,0,0,1.000,0.50,0.4961,0.9132,0.6271,0.5466,0.2626,0.2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7466,0.5662,0.2252
3,7,1500,0.6673,0.666,0,0,0,0,0,0,0,0,0,0,1.000,0.4168,0.8032,0,0,0,0,0,0,1.000,0.7690,1,0.9996,0.2354,0.4334,0.4061,-0.789,0,0,0,0,0,0,0,1.000,0.7031,1,0.9999,0.4458,0.6783,0.2447,0.0072,0,0,0,0,0,0,0,0.9496,0.5509,0.4662,1.000,0.6697,0.9487,0.2376,0.2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7293,0.5743,0.03815
3,7,2000,0.6687,0.6582,0,0,0,0,0,0,0,0,0,0,1.000,0.3166,0.6012,0,0,0,0,0,0,1.000,0.7011,1,1.000,0.0849,0.3929,0.5130,-0.720,0,0,0,0,0,0,0,0.9982,0.6526,0.9444,0.9999,0.3764,0.6168,0.254,-0.017,0,0,0,0,0,0,0,0.9711,0.608,0.7862,0.9797,0.6338,0.8111,0.2382,0.2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7267,0.5541,0.03028
3,8,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.9122,0.5903,0.5993,0,0,0,0,0,0,0.9824,0.57,0.7609,0.9999,0.4675,0.4581,0.4425,-1.037,0,0,0,0,0,0,0,0.9999,0.5013,0.3507,1.000,0.3883,0.6940,0.9928,-0.517,0.1575,0,0,0,0,0,0,0.9041,0.1457,0.1438,1.000,0.6894,0.9813,0.2794,-0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8361,0.6872,0.8851
3,8,1500,0.7507,0.7499,1,0,0,0,0,0,0,0,0,0,0.9566,0.5714,0.6836,0,0,0,0,0,0,1.000,0.6375,0.9534,1.000,0.1408,0.2592,0.5617,-0.832,0,0,0,0,0,0,0,0.9996,0.4242,0.4561,1.000,0.487,0.7171,0.9996,-0.322,0.4540,0,0,0,0,0,0,0.9735,0.1009,0.2948,1.000,0.7029,1,0.3923,-0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9496,0.6974,0.9908
3,8,2000,0.7514,0.7492,1,0,0,0,0,0,0,0,0,0,0.9924,0.6275,0.7909,0,0,0,0,0,0,0.9724,0.5997,0.9367,0.9999,0.2019,0.3436,0.6967,-0.831,0,0,0,0,0,0,0,0.9999,0.2938,0.3170,1.000,0.5072,0.8527,0.9999,-0.252,0.3777,0,0,0,0,0,0,1.000,0.1347,0.4046,1.000,0.6886,0.9932,0.5047,-0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9400,0.6957,0.9823
3,9,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.5763,0.8733,0,0,0,0,0,0,1.000,0.7175,1,1.000,0.3162,0.8611,0.9999,-1.362,0.1134,0,0,0,0,0,0,0.9998,0.64,0.8520,1.000,0.7029,1,0.9189,0.2678,0.1509,0,0,0,0,0,0,1.000,-0.376,0.3294,0.9999,0.6079,0.5156,0.9991,-0.398,0.3419,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.7183,1
3,9,1500,0.7718,0.7712,1,0,0,0,0,0,0,0,0,0,0.9999,0.4223,0.5863,0,0,0,0,0,0,1.000,0.7211,1,0.9975,0.3712,0.5698,0.9393,-0.857,0.1738,0,0,0,0,0,0,0.9999,0.6812,0.9028,0.9999,0.6403,0.9132,0.9269,0.2186,0.1444,0,0,0,0,0,0,0.9999,-0.094,0.4691,0.9029,0.4627,0.2787,0.9990,-0.749,0.2352,0,0,0,0,0,0,0,0,0,0,0,0,0.9886,0.565,0.8571
3,9,2000,0.7765,0.7710,1,0,0,0,0,0,0,0,0,0,0.9999,0.3286,0.4485,0,0,0,0,0,0,1.000,0.7203,1,1.000,0.4343,0.6743,0.9997,-0.878,0.2802,0,0,0,0,0,0,1.000,0.6518,0.8360,0.9990,0.6006,0.7817,0.9459,0.1986,0.1444,0,0,0,0,0,0,0.9999,-0.112,0.3072,0.9606,0.5275,0.5860,0.9926,-0.788,0.3631,0,0,0,0,0,0,0,0,0,0,0,0,0.9969,0.5302,0.8498
3,10,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.5337,0.7680,0,0,0,0,0,0,0.8961,0.5139,0.5789,0.9985,0.5423,0.7228,0.6034,0.2501,0,0,0,0,0,0,0,1.000,0.7306,1,1.000,0.3483,0.5076,0.8009,0.4283,0.1096,0,0,0,0,0,0,0.9999,0.5494,0.5668,0.9241,0.6597,0.6539,0.6989,0.5583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9744,0.7154,1
3,10,1500,0.7723,0.7714,1,0,0,0,0,0,0,0,0,0,0.9996,0.3797,0.3737,0,0,0,0,0,0,1.000,0.6470,0.9286,1.000,0.7074,1,0.4707,0.0392,0,0,0,0,0,0,0,0.9998,0.7139,1,0.9999,0.2886,0.4716,0.8279,0.6097,0.6001,0,0,0,0,0,0,0.9998,0.5618,0.5569,0.9998,0.6838,0.8999,0.7226,0.54,0.06735,0,0,0,0,0,0,0,0,0,0,0,0,0.9930,0.4869,0.8571
3,10,2000,0.7759,0.7710,1,0,0,0,0,0,0,0,0,0,1.000,0.2426,0.3130,0,0,0,0,0,0,0.9999,0.6818,0.9927,1.000,0.6745,0.9869,0.4996,0.0301,0,0,0,0,0,0,0,0.9992,0.7304,1,0.9768,0.2447,0.5003,0.8212,0.575,0.7039,0,0,0,0,0,0,0.9999,0.5591,0.6618,1.000,0.6832,0.9713,0.7044,0.5426,0.02518,0,0,0,0,0,0,0,0,0,0,0,0,0.9936,0.4441,0.8482
3,20,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.8301,1,0,0,0,0,0,0,1.000,0.8214,1,0.8666,0.6960,0.9983,0.7696,0.3594,0.09294,0,0,0,0,0,0,1.000,0.7921,1,0.9183,0.6639,0.8542,0.5549,0.3887,0,0,0,0,0,0,0,0.9999,0.7853,1,1.000,0.7780,1,0.4558,0.4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.7610,1
3,20,1500,0.8607,0.8597,1,0,0,0,0,0,0,0,0,0,1.000,0.8642,1,0,0,0,0,0,0,1.000,0.8069,1,0.8282,0.5734,0.7932,0.6814,0.2745,0,0,0,0,0,0,0,1.000,0.7911,1,0.8660,0.5807,0.6581,0.5770,0.4068,0,0,0,0,0,0,0,0.9628,0.7553,1,1.000,0.7514,1,0.4784,0.4114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9955,0.7502,1
3,20,2000,0.8551,0.8536,1,0,0,0,0,0,0,0,0,0,1.000,0.8614,1,0,0,0,0,0,0,1.000,0.8255,1,0.8478,0.5845,0.7641,0.6938,0.2754,0,0,0,0,0,0,0,1.000,0.7718,1,0.8660,0.6014,0.7063,0.5976,0.4074,0,0,0,0,0,0,0,0.9382,0.7301,1,1.000,0.7512,1,0.4777,0.3987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9962,0.7351,1
3,30,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.9105,1,0,0,0,0,0,0,0.9806,0.7732,1,0.7171,0.5083,0.01485,0.8457,0.6466,0.8303,0,0,0,0,0,0,0.9999,0.7781,1,0.8583,0.7818,1,0.6385,0.5507,0,0,0,0,0,0,0,0.9069,0.7093,1,0.9996,0.7803,1,0.3542,0.3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.8053,1
3,30,1500,0.9081,0.9075,1,0,0,0,0,0,0,0,0,0,1.000,0.9077,1,0,0,0,0,0,0,1.000,0.8316,1,0.7421,0.4656,0.09834,0.8,0.5867,0.3730,0,0,0,0,0,0,1.000,0.7188,1,0.8685,0.7696,1,0.6425,0.5834,0,0,0,0,0,0,0,0.8983,0.7445,1,1.000,0.7910,1,0.3543,0.3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0.7455,1
3,30,2000,0.9024,0.9003,1,0,0,0,0,0,0,0,0,0,1.000,0.9037,1,0,0,0,0,0,0,0.9999,0.8192,1,0.7750,0.5376,0.2322,0.7762,0.5569,0.2886,0,0,0,0,0,0,1.000,0.7116,1,0.8836,0.7824,1,0.6441,0.5712,0,0,0,0,0,0,0,0.9024,0.7426,1,0.9999,0.7876,1,0.3403,0.3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.7297,1
3,40,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.9385,1,0,0,0,0,0,0,0.88,0.6162,0.5742,0.6511,0.5285,0,0.9999,0.8798,1,0,0,0,0,0,0,1.000,0.7857,1,0.7892,0.7349,1,0.5742,0.5106,0,0,0,0,0,0,0,0.8309,0.6905,0.9764,1.000,0.7980,1,0.3714,0.3474,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.8130,1
3,40,1500,0.9210,0.9195,1,0,0,0,0,0,0,0,0,0,1.000,0.9606,1,0,0,0,0,0,0,0.9423,0.7249,1,0.7221,0.5650,0.09569,1.000,0.9362,1,0,0,0,0,0,0,1.000,0.7143,1,0.8024,0.7033,1,0.5676,0.5049,0,0,0,0,0,0,0,0.8126,0.6747,0.9228,0.9999,0.7793,1,0.3578,0.3304,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.7787,1
3,40,2000,0.9146,0.9126,1,0,0,0,0,0,0,0,0,0,1.000,0.9493,1,0,0,0,0,0,0,0.9736,0.7404,1,0.7749,0.6357,0.5311,0.9949,0.8953,1,0,0,0,0,0,0,0.9999,0.7255,1,0.8039,0.6940,0.9923,0.5671,0.5054,0,0,0,0,0,0,0,0.8256,0.6863,0.9525,0.9998,0.7781,1,0.3613,0.3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.77,1
3,50,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.9576,1,0,0,0,0,0,0,0.8229,0.5791,0.4897,0.5929,0.5116,0,1.000,0.8737,1,0,0,0,0,0,0,0.9999,0.7920,1,0.8107,0.7585,1,0.5663,0.4904,0,0,0,0,0,0,0,0.8047,0.6190,0.6489,0.9999,0.7855,1,0.3181,0.3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.8047,1
3,50,1500,0.9227,0.9218,1,0,0,0,0,0,0,0,0,0,1.000,0.9394,1,0,0,0,0,0,0,0.8722,0.6560,0.8217,0.6408,0.5541,0,0.9239,0.7785,1,0,0,0,0,0,0,0.9997,0.7489,1,0.8447,0.7684,1,0.5530,0.4784,0,0,0,0,0,0,0,0.8020,0.6417,0.7335,0.9999,0.7873,1,0.3171,0.3012,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.7650,1
3,50,2000,0.9186,0.9173,1,0,0,0,0,0,0,0,0,0,1.000,0.9492,1,0,0,0,0,0,0,0.9076,0.6847,0.9492,0.6857,0.6011,0,0.8692,0.7333,1,0,0,0,0,0,0,1.000,0.7618,1,0.8394,0.7656,1,0.5540,0.4824,0,0,0,0,0,0,0,0.8076,0.6521,0.8021,0.9999,0.7971,1,0.3169,0.2980,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.7556,1
4,5,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.1083,0.5754,0,0,0,0,0,0,0.8968,0.5962,0.7637,0.8270,0.3775,0.1784,1.000,0.0471,0.5355,0,0,0,0,0,0,0.7218,0.4621,0.02316,0.7744,0.3433,0.05078,0.7978,0.625,0.6370,0,0,0,0,0,0,1.000,0.3354,0.4636,0.9509,0.5969,0.2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8320,0.6212,0.3462
4,5,1500,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0175,0.4716,0,0,0,0,0,0,0.868,0.3862,0.1096,1.000,0.5108,0.7474,0.9995,-0.186,0.4693,0,0,0,0,0,0,0.9777,0.6540,0.6512,0.6792,0.2146,0,0.8442,0.6078,0.7666,0,0,0,0,0,0,0.9997,0.5029,0.6375,1.000,0.6448,0.7783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8961,0.6524,0.4191
4,5,2000,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0733,0.3726,0,0,0,0,0,0,0.8140,0.4888,0.06863,0.9999,0.4496,0.6381,1.000,-0.17,0.4812,0,0,0,0,0,0,0.9931,0.6573,0.9062,0.6735,0.215,0,0.8805,0.6607,0.9363,0,0,0,0,0,0,0.9997,0.5108,0.6815,1.000,0.6381,0.7595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9557,0.6445,0.4858
