0.9996,0.3704,0.4368
0.9993,0.1993,0.4121
0.9999,0.330,0.4436
0.9999,0.3353,0.6836
1.000,0.495,0.7834
1.000,0.355,0.7435
0.9999,0.664,0.9716
1.000,0.4757,0.4947
1.000,0.3254,0.3074
0.9985,0.4172,0.5388
0.7878,0.1525,0.04763
0.8418,0.1131,0.03630
1.000,0.5741,0.7946
0.9999,0.3848,0.7233
1.000,0.4214,0.7395
0.9998,0.5774,0.9043
1.000,0.6378,0.9194
1.000,0.6722,0.9913
0.7977,0.6415,0.8000
0.8024,0.5980,0.4356
0.8566,0.6338,0.7121
0.6460,0.5450,0
0.7272,0.5324,0.03862
0.7463,0.5948,0.1245
0.5550,0.4846,0
0.6262,0.5095,0
0.6846,0.5649,0
0.4827,0.4432,0
0.5469,0.4667,0
0.5886,0.5093,0
0.8297,0.5117,0.1473
0.9800,0.3754,0.4407
0.9999,0.4933,0.7144
0.9431,0.6704,0.9164
0.9998,0.5063,0.6894
1.000,0.4491,0.5910
0.867,0.5152,0.3538
0.9383,-0.196,0.1210
1.000,0.0573,0.5543
1.000,0.7059,1
0.9998,0.5794,0.7759
1.000,0.5543,0.7772
0.9402,0.62,0.3876
0.8442,0.4581,0.2432
0.9980,0.5898,0.7879
0.8644,0.6984,0.9972
0.8898,0.7113,1
0.9501,0.8064,1
0.4555,0.4171,0
0.4949,0.4303,0
0.5327,0.4594,0
0.3696,0.3559,0
0.4133,0.3769,0
0.4449,0.4102,0
0.3772,0.3654,0
0.4104,0.3949,0
0.4545,0.4379,0
0.3580,0.3516,0
0.4009,0.3903,0
0.4505,0.4405,0
0,0,0
0.7970,0.5743,0.4064
0.6981,0.5233,0
0,0,0
0.7898,0.5261,0.1628
0.9381,0.6002,0.8134
0,0,0
0.7740,0.2878,0.2413
0.7509,0.2515,0.08638
0,0,0
1.000,0.7445,1
1.000,0.7566,1
0,0,0
0.7448,0.4900,0.2541
0.8196,0.5317,0.4313
0,0,0
0.6929,0.5328,0
0.7266,0.5520,0.07936
0,0,0
0.3570,0.3344,0
0.4171,0.3837,0
0,0,0
0.3396,0.3317,0
0.3900,0.3833,0
0,0,0
0.3396,0.3346,0
0.3958,0.3906,0
0,0,0
0.3397,0.3378,0
0.3958,0.3931,0
0,0,0
0.9012,0.6741,0.9513
0.8066,0.6767,0.8972
0,0,0
0.6579,0.4501,0
0.7542,0.5395,0.09870
0,0,0
0.5698,0.3864,0
0.6803,0.4568,0
0,0,0
0.6567,0.5270,0
0.7700,0.6116,0.6323
0,0,0
0.5289,0.3777,0
0.6334,0.4387,0
0,0,0
0.4306,0.3558,0
0.5193,0.4221,0
0,0,0
0.2922,0.2857,0
0.3539,0.3461,0
0,0,0
0.2938,0.2916,0
0.3542,0.3523,0
0,0,0
0.2941,0.2925,0
0.3575,0.3559,0
0,0,0
0.2929,0.2922,0
0.3562,0.3557,0
