2240335,229.46428,139.0,0.124800004
2240660,532.1428,84.14282,0.22080001
2240950,410.7143,72.14282,0.22080001
2241129,82.14285,135.57141,0.120000005
2241391,167.85715,17.285767,0.1488
2242017,726.7857,292.4286,0.0912
2242271,284.8214,19.0,0.18720001
2242650,422.3214,74.714355,0.2544
2242821,414.2857,59.285767,0.2064
2243145,669.6428,64.42859,0.14400001
2244022,208.92857,134.71436,0.10560001
2244332,1016.9643,96.14282,0.1728
2244624,428.5714,68.714355,0.1728
2244811,439.2857,61.0,0.2976
2245058,654.4643,102.14282,0.20160002
2245663,96.42857,162.14282,0.0816
2245859,1091.9642,181.85718,0.0864
2246234,893.75,54.142822,0.22080001
2246882,582.1428,288.14282,0.17760001
2247040,300.89285,61.857178,0.18720001
2247952,158.92857,49.0,0.115200005
2248271,105.35714,166.42859,0.067200005
2248487,905.3571,76.42859,0.1536
2248829,551.7857,73.0,0.2928
2249504,71.42857,168.14282,0.067200005
2249839,473.2143,303.5714,0.19680001
2250131,523.2143,67.0,0.28800002
2250433,921.4286,61.857178,0.1488
2250877,602.6786,293.28577,0.1488
2250986,333.92856,57.57141,0.124800004
2252589,1137.5,288.14282,0.0432
2252828,1133.0356,271.85718,0.1296
2253967,291.9643,57.57141,0.18720001
2282577,318.75,72.14282,0.21120001
2282854,262.5,162.14282,0.10560001
2283325,700.8928,375.5714,0.1824
2424368,1100.0,172.42859,0.067200005
2424518,94.64285,193.0,0.10560001
2424849,225.0,163.85718,0.067200005
2425240,531.25,109.0,0.24000001
2425750,1159.8214,64.42859,0.057600003
2425952,75.0,223.85718,0.067200005
2426436,224.10715,185.28577,0.110400006
2426656,217.85715,180.14282,0.14400001
2429274,1107.1428,163.85718,0.1536
2429434,113.39285,163.85718,0.057600003
2429724,231.25,173.28577,0.10560001
2430104,526.7857,73.85718,0.2256
2444932,866.9643,272.71436,0.120000005
2445200,278.5714,67.85718,0.096
2445606,530.3571,40.42859,0.2256
2446011,487.5,162.14282,0.23520002
2474026,902.6786,75.57141,0.1488
2474300,85.71429,163.0,0.0768
2474596,866.0714,278.71436,0.096
2475619,535.7143,50.714355,0.19680001
2475891,416.0714,19.0,0.1536
2476110,909.8214,45.57141,0.13440001
2476346,479.4643,264.14282,0.30240002
2476557,705.3571,175.85718,0.124800004
2477680,321.42856,351.5714,0.2544
2479186,47.321426,164.71436,0.062400002
2480374,320.5357,384.14282,0.192
2480996,608.0357,183.57141,0.2976
2481865,991.9643,270.14282,0.0864
2482124,66.96429,168.14282,0.0768
2482481,914.2857,69.57141,0.17760001
2482990,1106.25,156.14282,0.0912
2483541,899.1071,364.4286,0.10560001
2483771,465.17856,286.4286,0.19680001
2484027,1066.9642,43.0,0.13440001
2484340,981.25,271.85718,0.067200005
