0.9999,-0.428,3,5,1000
0.9999,-1.236,3,5,1500
1.000,-1.295,3,5,2000
0.9999,0.337,3,6,1000
1.000,0.204,3,6,1500
0.9999,0.2677,3,6,2000
0.7356,-0.346,3,7,1000
0.5630,-0.524,3,7,1500
0.8084,-0.372,3,7,2000
0.8324,-0.306,3,8,1000
0.8132,-0.450,3,8,1500
0.8431,-0.452,3,8,2000
1.000,-0.269,3,9,1000
1.000,-0.372,3,9,1500
0.9973,-0.440,3,9,2000
0.7985,0.2772,3,10,1000
0.7517,0.1523,3,10,1500
0.8417,0.1733,3,10,2000
0.8750,0.4667,3,20,1000
0.7428,0.3206,3,20,1500
0.7362,0.3474,3,20,2000
0.8591,0.6173,3,30,1000
0.7661,0.5246,3,30,1500
0.7563,0.5111,3,30,2000
1.000,0.8642,3,40,1000
0.9654,0.8340,3,40,1500
0.9486,0.8338,3,40,2000
0.9022,0.7897,3,50,1000
0.8397,0.7040,3,50,1500
0.8128,0.6799,3,50,2000
1.000,0.0242,4,5,1000
1.000,-0.367,4,5,1500
1.000,-0.260,4,5,2000
1.000,0.6212,4,6,1000
0.9999,0.6038,4,6,1500
1.000,0.6093,4,6,2000
0.5216,-0.824,4,7,1000
0.4949,-0.570,4,7,1500
0.4356,-0.419,4,7,2000
0.3485,-0.190,4,8,1000
0.4204,-0.138,4,8,1500
0.3699,-0.162,4,8,2000
1.000,0.1633,4,9,1000
0.9999,0.0753,4,9,1500
0.9998,0.0570,4,9,2000
0.6257,0.1632,4,10,1000
0.5804,0.1825,4,10,1500
0.5691,0.1861,4,10,2000
0.9391,0.7692,4,20,1000
0.9024,0.7403,4,20,1500
0.8607,0.7170,4,20,2000
0.9413,0.9123,4,30,1000
0.9362,0.8932,4,30,1500
0.9136,0.8744,4,30,2000
1.000,0.9857,4,40,1000
1.000,0.9829,4,40,1500
1.000,0.9889,4,40,2000
0.9758,0.9564,4,50,1000
0.9723,0.9542,4,50,1500
0.9574,0.9393,4,50,2000
0.9998,0.2920,5,5,1000
0.9999,0.2004,5,5,1500
0.9998,0.2517,5,5,2000
1.000,0.5157,5,6,1000
1.000,0.5248,5,6,1500
1.000,0.5219,5,6,2000
0.6204,-0.478,5,7,1000
0.4766,-0.420,5,7,1500
0.5392,-0.396,5,7,2000
0.4146,-0.149,5,8,1000
0.3795,-0.139,5,8,1500
0.3526,-0.085,5,8,2000
0.9995,0.4473,5,9,1000
0.8697,0.3416,5,9,1500
0.8208,0.3314,5,9,2000
0.7983,0.4551,5,10,1000
0.6745,0.3667,5,10,1500
0.6814,0.3710,5,10,2000
1.000,0.9716,5,20,1000
1.000,0.9716,5,20,1500
1.000,0.9526,5,20,2000
1.000,0.9959,5,30,1000
0.9962,0.9897,5,30,1500
1.000,0.9928,5,30,2000
0.9881,0.9840,5,40,1000
0.9783,0.9746,5,40,1500
0.9809,0.9774,5,40,2000
0.9974,0.9948,5,50,1000
0.9888,0.9858,5,50,1500
0.9957,0.9927,5,50,2000
0.8051,0.3084,6,5,1000
0.9018,0.2575,6,5,1500
0.8918,0.3354,6,5,2000
0.9999,0.5441,6,6,1000
0.9999,0.5162,6,6,1500
0.9999,0.5660,6,6,2000
0.7642,0.0302,6,7,1000
0.5470,-0.096,6,7,1500
0.5761,-0.077,6,7,2000
0.4783,-0.021,6,8,1000
0.4342,-0.024,6,8,1500
0.3278,-0.116,6,8,2000
0.9902,0.6532,6,9,1000
0.9014,0.5792,6,9,1500
0.8363,0.5333,6,9,2000
0.8930,0.6789,6,10,1000
0.8180,0.6361,6,10,1500
0.7884,0.6038,6,10,2000
0.9869,0.9727,6,20,1000
0.9843,0.9693,6,20,1500
1.000,0.9846,6,20,2000
0.9957,0.9945,6,30,1000
0.9906,0.9893,6,30,1500
0.9970,0.9956,6,30,2000
0.9994,0.9982,6,40,1000
0.9936,0.9923,6,40,1500
0.9953,0.9943,6,40,2000
0.9976,0.9970,6,50,1000
0.9940,0.9936,6,50,1500
0.9966,0.9963,6,50,2000
