W,K,T,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,
,,,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg
3,5,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,-0.259,0.3479,0,0,0,0,0,0,0.9105,0.2539,0.2186,1.000,0.0317,0.6673,0.9999,-0.496,0.4504,0,0,0,0,0,0,1.000,0.6668,0.9404,1.000,0.4395,0.5105,1.000,-0.159,0.2930,0,0,0,0,0,0,0.9998,-0.398,0.1581,0.9998,0.6106,0.6552,0.0833,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.6652,0.8068
3,5,1500,0.6692,0.6654,0,0,0,0,0,0,0,0,0,0,0.9999,-0.389,0.2741,0,0,0,0,0,0,0.9995,0.2826,0.2438,1.000,0.2025,0.4058,1.000,-0.718,0.1888,0,0,0,0,0,0,1.000,0.3863,0.8884,1.000,0.5449,0.5945,0.9991,-0.036,0.05879,0,0,0,0,0,0,0.9998,0.2058,0.2283,1.000,0.6664,0.9501,0.0833,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.6662,0.8065
3,5,2000,0.680,0.6652,0,0,0,0,0,0,0,0,0,0,1.000,-0.683,0.2249,0,0,0,0,0,0,0.9999,0.4408,0.6719,0.9994,0.3038,0.3448,0.9999,-0.901,0.2403,0,0,0,0,0,0,1.000,0.2191,0.7301,1.000,0.5148,0.7577,0.9967,0.0692,0.07882,0,0,0,0,0,0,0.9999,0.2898,0.4585,1.000,0.6658,0.9567,0.0833,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.6667,0.8491
3,6,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.3531,0.4058,0,0,0,0,0,0,1.000,0.6521,0.9309,1.000,0.3873,0.7224,1.000,0.2223,0.4003,0,0,0,0,0,0,1.000,0.7811,1,0.9666,0.6873,0.9876,0.7378,0.2185,0.03631,0,0,0,0,0,0,1.000,0.6523,0.9390,1.000,0.7585,1,0.3545,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.6663,0.9754
3,6,1500,0.6762,0.6636,0,0,0,0,0,0,0,0,0,0,0.9997,0.2923,0.6282,0,0,0,0,0,0,1.000,0.2816,0.4630,1.000,0.4633,0.8730,0.9997,-0.046,0.3680,0,0,0,0,0,0,1.000,0.6266,0.8376,0.9258,0.5942,0.8740,0.8008,0.3356,0.3197,0,0,0,0,0,0,0.9999,0.7015,1,1.000,0.7662,1,0.2693,0.1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.6646,0.9649
3,6,2000,0.6859,0.6658,0,0,0,0,0,0,0,0,0,0,0.9999,0.08,0.4988,0,0,0,0,0,0,1.000,0.1648,0.4457,1.000,0.563,0.8931,1.000,0.0857,0.4744,0,0,0,0,0,0,1.000,0.5038,0.7266,0.9796,0.5503,0.8148,0.9999,0.5391,0.6990,0,0,0,0,0,0,1.000,0.6228,0.9291,1.000,0.7665,1,0.3033,0.1827,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.6661,0.9680
3,7,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.5222,0.8990,0,0,0,0,0,0,0.9998,0.706,1,0.9995,0.2714,0.4366,0.5306,-0.546,0,0,0,0,0,0,0,0.9987,0.3076,0.2321,1.000,0.2311,0.5197,0.9999,0.0894,0.4087,0,0,0,0,0,0,0.9802,0.4853,0.6232,0.9999,0.7497,1,0.3728,0.1486,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.6662,0.9388
3,7,1500,0.6672,0.6651,0,0,0,0,0,0,0,0,0,0,1.000,0.3897,0.7675,0,0,0,0,0,0,1.000,0.7690,1,0.9996,0.2354,0.4334,0.4061,-0.789,0,0,0,0,0,0,0,0.9999,0.4033,0.4890,1.000,0.3639,0.5760,0.9998,0.1057,0.3881,0,0,0,0,0,0,1.000,0.5944,0.7367,1.000,0.7483,1,0.3467,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.6634,0.9343
3,7,2000,0.6786,0.6662,0,0,0,0,0,0,0,0,0,0,0.9999,0.2999,0.6016,0,0,0,0,0,0,1.000,0.7011,1,1.000,0.0849,0.3929,0.5130,-0.720,0,0,0,0,0,0,0,1.000,0.3263,0.3789,1.000,0.3133,0.5164,1.000,0.116,0.3933,0,0,0,0,0,0,1.000,0.7106,1,0.9998,0.7393,1,0.2767,0.0411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.6666,0.9427
3,8,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.9122,0.5903,0.5993,0,0,0,0,0,0,0.9824,0.57,0.7609,0.9999,0.4675,0.4581,0.4425,-1.037,0,0,0,0,0,0,0,0.9997,-0.017,0.2850,1.000,-0.033,0.3461,0.9980,-1.327,0.1175,0,0,0,0,0,0,1.000,0.5557,0.7704,1.000,0.7711,1,0.29,-0.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.7500,1
3,8,1500,0.7531,0.750,1,0,0,0,0,0,0,0,0,0,0.9520,0.5853,0.7101,0,0,0,0,0,0,1.000,0.6375,0.9534,1.000,0.1408,0.2592,0.5617,-0.832,0,0,0,0,0,0,0,1.000,0.0058,0.2485,0.9996,-0.123,0.3961,0.9999,-1.008,0.3374,0,0,0,0,0,0,0.9998,0.6015,0.8946,1.000,0.7538,1,0.3024,-0.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.7501,1
3,8,2000,0.7664,0.7500,1,0,0,0,0,0,0,0,0,0,0.9897,0.6361,0.8358,0,0,0,0,0,0,0.9724,0.5997,0.9367,0.9999,0.2019,0.3436,0.6967,-0.831,0,0,0,0,0,0,0,1.000,0.1017,0.2937,1.000,-0.12,0.3586,0.9998,-0.949,0.3354,0,0,0,0,0,0,1.000,0.5869,0.9307,1.000,0.750,1,0.2611,-1.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.7431,1
3,9,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.5763,0.8733,0,0,0,0,0,0,1.000,0.7175,1,1.000,0.3162,0.8611,0.9999,-1.362,0.1134,0,0,0,0,0,0,1.000,0.7353,1,1.000,0.6663,0.9683,0.9859,0.3747,0.5582,0,0,0,0,0,0,1.000,0.6109,0.7622,1.000,0.8204,1,0.3873,0.2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9965,0.7057,1
3,9,1500,0.7734,0.7706,1,0,0,0,0,0,0,0,0,0,1.000,0.3909,0.5672,0,0,0,0,0,0,1.000,0.7211,1,0.9975,0.3712,0.5698,0.9393,-0.857,0.1738,0,0,0,0,0,0,1.000,0.7341,1,0.9999,0.6451,0.9512,0.9631,0.4336,0.3845,0,0,0,0,0,0,1.000,0.5978,0.7735,1.000,0.6029,0.8682,0.3903,0.0411,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.7295,1
3,9,2000,0.7861,0.7715,1,0,0,0,0,0,0,0,0,0,1.000,0.2854,0.4271,0,0,0,0,0,0,1.000,0.7203,1,1.000,0.4343,0.6743,0.9997,-0.878,0.2802,0,0,0,0,0,0,1.000,0.7335,1,0.9998,0.6586,0.9641,0.9996,0.4189,0.4459,0,0,0,0,0,0,1.000,0.6136,0.7468,0.9986,0.6288,0.9255,0.3842,0.0207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.7129,1
3,10,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.5337,0.7680,0,0,0,0,0,0,0.8961,0.5139,0.5789,0.9985,0.5423,0.7228,0.6034,0.2501,0,0,0,0,0,0,0,0.9987,0.5958,0.7705,0.9596,0.2878,0.5078,0.8304,0.3989,0.2570,0,0,0,0,0,0,0.9999,0.2222,0.3301,1.000,0.7373,1,0.3817,0.1536,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.6652,0.8068
3,10,1500,0.7747,0.7714,1,0,0,0,0,0,0,0,0,0,0.9997,0.3417,0.3477,0,0,0,0,0,0,1.000,0.6470,0.9286,1.000,0.7074,1,0.4707,0.0392,0,0,0,0,0,0,0,1.000,0.4753,0.6282,1.000,0.415,0.5970,0.7817,0.3494,0.08698,0,0,0,0,0,0,0.9524,0.375,0.3165,1.000,0.6303,0.9131,0.4494,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.6662,0.8065
3,10,2000,0.7855,0.7708,1,0,0,0,0,0,0,0,0,0,0.9999,0.206,0.3028,0,0,0,0,0,0,0.9999,0.6818,0.9927,1.000,0.6745,0.9869,0.4996,0.0301,0,0,0,0,0,0,0,0.9999,0.4692,0.4962,1.000,0.5589,0.7000,0.8165,0.4661,0.2129,0,0,0,0,0,0,0.9996,0.4292,0.4704,1.000,0.6611,0.9404,0.4475,0.2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.6667,0.8491
3,20,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.8301,1,0,0,0,0,0,0,1.000,0.8214,1,0.8666,0.6960,0.9983,0.7696,0.3594,0.09294,0,0,0,0,0,0,0.9999,0.5099,0.2367,0.9748,0.7866,1,0.6183,0.4311,0,0,0,0,0,0,0,1.000,0.8301,1,0.9999,0.5034,0.5043,0.2430,0.1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.5054,0.4989
3,20,1500,0.8663,0.8604,1,0,0,0,0,0,0,0,0,0,1.000,0.8557,1,0,0,0,0,0,0,1.000,0.8069,1,0.8282,0.5734,0.7932,0.6814,0.2745,0,0,0,0,0,0,0,1.000,0.4638,0.1752,0.9173,0.6812,0.9752,0.6350,0.4308,0,0,0,0,0,0,0,1.000,0.7816,1,0.9999,0.5614,0.5629,0.2309,0.1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.5628,0.4858
3,20,2000,0.8890,0.8604,1,0,0,0,0,0,0,0,0,0,0.9999,0.8671,1,0,0,0,0,0,0,1.000,0.8255,1,0.8478,0.5845,0.7641,0.6938,0.2754,0,0,0,0,0,0,0,0.9994,0.3959,0.1579,0.9278,0.6687,0.9518,0.6294,0.4262,0,0,0,0,0,0,0,1.000,0.7691,1,0.9999,0.5971,0.7063,0.2210,0.1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.5446,0.4821
3,30,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.9105,1,0,0,0,0,0,0,0.9806,0.7732,1,0.7171,0.5083,0.01485,0.8457,0.6466,0.8303,0,0,0,0,0,0,0.9999,0.3914,0.2341,0.9231,0.8087,1,0.9289,0.8011,1,0,0,0,0,0,0,1.000,0.8432,1,1.000,0.3766,0.2486,0.4770,0.3842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9987,0.3768,0.3145
3,30,1500,0.9150,0.9085,1,0,0,0,0,0,0,0,0,0,1.000,0.9075,1,0,0,0,0,0,0,1.000,0.8316,1,0.7421,0.4656,0.09834,0.8,0.5867,0.3730,0,0,0,0,0,0,1.000,0.3696,0.1620,0.9051,0.7787,1,0.9249,0.7853,1,0,0,0,0,0,0,1.000,0.7946,1,1.000,0.3784,0.1540,0.4343,0.3271,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.3964,0.3015
