W,K,T,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,
3,10,1000,0.819,0.7616,1,0,0,0,0,0,0,0,0,0,1.000,0.4911,0.7635,0,0,0,0,0,0,1.000,0.7421,1,1.000,0.5287,0.8354,0.6068,0.0399,0,0,0,0,0,0,0,1.000,0.7242,1,0.9999,0.3228,0.6121,0.9993,0.6553,0.9648,0,0,0,0,0,0,0.9998,0.1903,0.3025,1.000,0.7222,1,0.4847,0.1744,0,0.9986,0.6364,0.7891,0,0,0,0,0,0,0,0,0,0.9999,0.6642,0.8238
3,10,1500,0.8653,0.7536,1,0,0,0,0,0,0,0,0,0,0.9999,0.2854,0.6414,0.3848,0.3451,0,0,0,0,1.000,0.6978,0.9991,1.000,0.5765,0.8052,0.6029,-0.049,0,0,0,0,0,0,0,0.9999,0.5111,0.7777,1.000,0.4328,0.6033,0.8298,0.4489,0.3383,0,0,0,0,0,0,0.9996,0.4333,0.5452,1.000,0.6169,0.9377,0.49,0.1967,0,0.9602,0.4738,0.5332,0,0,0,0,0,0,0,0,0,1.000,0.6403,0.6602
3,10,2000,0.8933,0.7665,1,0,0,0,0,0,0,0,0,0,0.9992,0.244,0.5316,0.3932,0.2975,0,0,0,0,0.9999,0.6627,0.9607,1.000,0.6756,0.9868,0.6492,-0.015,0,0,0,0,0,0,0,1.000,0.5275,0.6542,1.000,0.4597,0.6086,0.8388,0.3633,0.1447,0,0,0,0,0,0,0.9997,0.5078,0.7181,1.000,0.6614,0.9644,0.5072,0.1894,0,0.9062,0.4769,0.4746,0,0,0,0,0,0,0,0,0,1.000,0.6392,0.6623
3,20,1000,0.8718,0.8513,1,0,0,0,0,0,0,0,0,0,1.000,0.7842,1,0,0,0,0,0,0,0.9999,0.8115,1,0.8863,0.6821,0.9706,0.8920,0.4100,0.3762,0,0,0,0,0,0,1.000,0.6665,0.9194,0.9367,0.7209,1,0.6906,0.5213,0,0,0,0,0,0,0,0.9999,0.7781,1,0.9994,0.6615,0.8910,0.3066,0.2016,0,0.9612,0.7908,1,0,0,0,0,0,0,0,0,0,1.000,0.6436,0.8190
3,20,1500,0.9262,0.8559,1,0,0,0,0,0,0,0,0,0,1.000,0.8386,1,0.5662,0.5184,0,0,0,0,1.000,0.8101,1,0.8999,0.6952,0.9981,0.7026,0.2774,0.0003135,0,0,0,0,0,0,0.9998,0.5989,0.5389,0.9652,0.6973,0.9995,0.6038,0.4705,0,0,0,0,0,0,0,1.000,0.746,1,0.9999,0.6644,0.9685,0.2660,0.1721,0,0.9997,0.7918,1,0,0,0,0,0,0,0,0,0,0.9993,0.6844,0.9904
3,20,2000,0.9454,0.8520,1,0,0,0,0,0,0,0,0,0,1.000,0.8498,1,0.5686,0.5,0,0,0,0,1.000,0.7844,1,0.9357,0.7316,1,0.7054,0.2793,0.001690,0,0,0,0,0,0,0.9999,0.5023,0.3334,0.9680,0.6833,0.9863,0.6188,0.4618,0,0,0,0,0,0,0,1.000,0.7394,1,0.9996,0.6823,0.9756,0.2370,0.1210,0,1.000,0.7976,1,0,0,0,0,0,0,0,0,0,0.9987,0.6774,0.9716
3,30,1000,0.9072,0.8897,1,0,0,0,0,0,0,0,0,0,1.000,0.8924,1,0,0,0,0,0,0,0.9522,0.7835,1,0.7447,0.5346,0.02930,0.9034,0.6930,0.9909,0,0,0,0,0,0,0.9998,0.5841,0.3791,0.8820,0.7635,1,0.9565,0.7457,1,0,0,0,0,0,0,0.9796,0.7804,1,0.9999,0.5696,0.3338,0.5037,0.3557,0,0.9753,0.7958,1,0,0,0,0,0,0,0,0,0,0.9968,0.6326,0.7209
3,30,1500,0.9148,0.8697,1,0,0,0,0,0,0,0,0,0,1.000,0.8903,1,0.6810,0.6525,0,0,0,0,1.000,0.8559,1,0.8080,0.5816,0.5543,0.7977,0.5773,0.5172,0,0,0,0,0,0,1.000,0.5591,0.2242,0.8818,0.7351,1,0.9180,0.7189,1,0,0,0,0,0,0,0.9115,0.7341,1,0.9998,0.5507,0.2242,0.4268,0.2975,0,0.9377,0.6068,0.6979,0,0,0,0,0,0,0,0,0,1.000,0.6041,0.6580
3,30,2000,0.9412,0.8682,1,0,0,0,0,0,0,0,0,0,1.000,0.8898,1,0.6458,0.6159,0,0,0,0,1.000,0.8844,1,0.8417,0.6555,0.7613,0.7524,0.5550,0.2866,0,0,0,0,0,0,0.9998,0.5058,0.1853,0.8823,0.7166,1,0.90,0.7024,1,0,0,0,0,0,0,0.9462,0.7322,1,1.000,0.5319,0.2018,0.4115,0.2885,0,0.9396,0.4953,0.5144,0,0,0,0,0,0,0,0,0,0.9965,0.5752,0.5827
3,40,1000,0.9031,0.8902,1,0,0,0,0,0,0,0,0,0,0.9933,0.9234,1,0,0,0,0,0,0,0.8751,0.6483,0.7032,0.7008,0.5868,0.0006659,1.000,0.9136,1,0,0,0,0,0,0,0.9999,0.4888,0.2928,0.9301,0.8325,1,0.8714,0.7505,1,0,0,0,0,0,0,0.8726,0.7086,1,0.9999,0.5868,0.3654,0.3878,0.3113,0,0.9252,0.8288,1,0,0,0,0,0,0,0,0,0,1.000,0.5452,0.3806
3,40,1500,0.9180,0.8667,1,0,0,0,0,0,0,0,0,0,1.000,0.9402,1,0.8517,0.8203,1,0,0,0,0.9948,0.7772,1,0.8020,0.6488,0.6297,1.000,0.8976,1,0,0,0,0,0,0,0.9997,0.4345,0.1915,0.9377,0.8251,1,0.8760,0.7535,1,0,0,0,0,0,0,0.8464,0.6837,0.9614,0.9999,0.5452,0.2072,0.3833,0.3098,0,0.9059,0.7437,1,0,0,0,0,0,0,0,0,0,0.9984,0.5469,0.3760
3,40,2000,0.9370,0.8675,1,0,0,0,0,0,0,0,0,0,1.000,0.9310,1,0.8060,0.7709,1,0,0,0,1.000,0.8149,1,0.8467,0.7181,1,0.9734,0.8485,1,0,0,0,0,0,0,0.9996,0.4128,0.1770,0.9444,0.8136,1,0.8909,0.7540,1,0,0,0,0,0,0,0.8530,0.6888,0.9717,1.000,0.5776,0.2056,0.3834,0.3066,0,0.9022,0.7011,1,0,0,0,0,0,0,0,0,0,0.9998,0.5172,0.3535
3,50,1000,0.9081,0.8896,1,0,0,0,0,0,0,0,0,0,1.000,0.9240,1,0,0,0,0,0,0,0.8376,0.6154,0.6098,0.6504,0.5741,0,0.9852,0.8515,1,0,0,0,0,0,0,0.9998,0.4585,0.3080,0.9884,0.9039,1,0.7624,0.6767,0.8511,0,0,0,0,0,0,0.8079,0.7196,1,0.9995,0.5620,0.2997,0.5593,0.5282,0,0.9738,0.8973,1,0,0,0,0,0,0,0,0,0,0.9993,0.5897,0.6174
3,50,1500,0.928,0.8737,1,0,0,0,0,0,0,0,0,0,1.000,0.9327,1,0.7696,0.7406,1,0,0,0,0.9397,0.7232,1,0.7171,0.6329,0.1595,0.8995,0.7550,1,0,0,0,0,0,0,0.9999,0.4276,0.2255,0.9960,0.9227,1,0.7907,0.7112,1,0,0,0,0,0,0,0.7582,0.6628,0.7046,1.000,0.5141,0.2035,0.5511,0.5194,0,0.9322,0.8299,1,0,0,0,0,0,0,0,0,0,0.9989,0.5817,0.4198
3,50,2000,0.9579,0.8777,1,0,0,0,0,0,0,0,0,0,1.000,0.9354,1,0.7180,0.6913,0.8039,0,0,0,0.9869,0.7801,1,0.76,0.6792,0.8149,0.8530,0.7139,1,0,0,0,0,0,0,0.9999,0.4427,0.2069,0.9977,0.9363,1,0.8026,0.7093,1,0,0,0,0,0,0,0.7610,0.6733,0.7163,0.9999,0.5110,0.1937,0.5531,0.5188,0,0.9248,0.7798,1,0,0,0,0,0,0,0,0,0,0.9996,0.5505,0.4011
4,5,1000,0.7176,0.6639,0.2429,0,0,0,0,0,0,0,0,0,1.000,0.0162,0.5806,0,0,0,0,0,0,0.9598,0.455,0.6207,0.9980,0.3738,0.4778,0.9994,-0.388,0.1987,0,0,0,0,0,0,0.9561,0.6425,0.8489,0.9999,0.4692,0.3338,0.9998,0.2212,0.2635,0,0,0,0,0,0,0.9998,0.4761,0.4866,1.000,0.6906,0.9642,0.0435,0.0435,0,0.7804,0.6531,0.7826,0,0,0,0,0,0,0,0,0,0.8359,0.6459,0.6448
4,5,1500,0.7429,0.6546,0.4087,0,0,0,0,0,0,0,0,0,1.000,0.1404,0.5486,0,0,0,0,0,0,0.8912,0.4504,0.1987,0.9767,0.315,0.5308,0.9999,-0.320,0.4270,0,0,0,0,0,0,1.000,0.6632,0.9332,0.9545,0.5133,0.4269,1.000,0.3442,0.4533,0,0,0,0,0,0,0.9996,0.6044,0.8738,1.000,0.6836,0.9397,0.0435,0.0435,0,0.8703,0.6549,0.7826,0,0,0,0,0,0,0,0,0,0.9196,0.6451,0.8011
4,5,2000,0.7422,0.6456,0.3077,0,0,0,0,0,0,0,0,0,1.000,0.1267,0.4839,0,0,0,0,0,0,0.7800,0.4871,0.1102,1.000,0.4192,0.6457,0.9999,-0.433,0.4027,0,0,0,0,0,0,1.000,0.6648,0.9392,1.000,0.555,0.6352,0.9997,0.3162,0.4570,0,0,0,0,0,0,1.000,0.6129,0.8932,1.000,0.6466,0.9105,0.0417,0.0417,0,0.872,0.652,0.6492,0,0,0,0,0,0,0,0,0,0.9517,0.6512,0.8172
4,6,1000,0.7104,0.6837,0.2429,0,0,0,0,0,0,0,0,0,0.9573,0.5448,0.4320,0,0,0,0,0,0,0.9999,0.7027,1,0.9861,0.4642,0.5480,0.9989,0.6064,0.9206,0,0,0,0,0,0,1.000,0.6732,0.9824,0.7978,0.5391,0.3127,0.8845,0.3293,0.2365,0,0,0,0,0,0,0.9999,0.8229,1,1.000,0.7721,1,0.2361,0.1802,0,0.7271,0.6598,0.1739,0,0,0,0,0,0,0,0,0,1.000,0.6325,0.7796
4,6,1500,0.6806,0.6459,0,0,0,0,0,0,0,0,0,0,0.9188,0.5679,0.5005,0,0,0,0,0,0,1.000,0.6533,0.9230,1.000,0.3912,0.5422,1.000,0.5535,0.9151,0,0,0,0,0,0,1.000,0.7484,1,0.8525,0.5161,0.4856,0.6896,0.2965,0,0,0,0,0,0,0,1.000,0.7799,1,1.000,0.7761,1,0.1954,0.1161,0,0.7663,0.6174,0.4096,0,0,0,0,0,0,0,0,0,1.000,0.6623,0.8677
4,6,2000,0.7161,0.6531,0.07903,0,0,0,0,0,0,0,0,0,0.9651,0.5658,0.5146,0,0,0,0,0,0,0.9992,0.6610,0.9893,0.9999,0.5546,0.7211,0.9999,0.6118,0.8738,0,0,0,0,0,0,0.9999,0.7608,1,0.7530,0.4362,0.1170,0.6777,0.265,0,0,0,0,0,0,0,1.000,0.7547,1,0.9999,0.7497,1,0.2067,0.1362,0,0.7455,0.6200,0.4419,0,0,0,0,0,0,0,0,0,1.000,0.6535,0.8760
4,7,1000,0.7295,0.7083,1,0,0,0,0,0,0,0,0,0,1.000,0.7229,1,0,0,0,0,0,0,1.000,0.6202,0.8926,0.9999,0.2980,0.7004,0.5479,-1.419,0,0,0,0,0,0,0,0.9992,0.6095,0.8234,0.9664,0.5713,0.7224,0.5698,0.1560,0,0,0,0,0,0,0,0.9787,0.6910,0.9954,1.000,0.7908,1,0.2683,0.1632,0,0.6982,0.6666,0,0,0,0,0,0,0,0,0,0,0.9318,0.6662,0.9024
4,7,1500,0.6957,0.6559,0,0,0,0,0,0,0,0,0,0,1.000,0.6838,0.9962,0,0,0,0,0,0,1.000,0.8028,1,1.000,0.2031,0.6608,0.4574,-1.119,0,0,0,0,0,0,0,0.9999,0.6595,0.9746,0.8690,0.5282,0.3233,0.4724,0.1096,0,0,0,0,0,0,0,0.9323,0.7009,1,1.000,0.79,1,0.2256,0.1266,0,0.7015,0.6260,0.009153,0,0,0,0,0,0,0,0,0,0.9561,0.6454,0.8844
4,7,2000,0.7189,0.6558,0.1201,0,0,0,0,0,0,0,0,0,1.000,0.6898,0.9961,0,0,0,0,0,0,1.000,0.7299,1,1.000,0.1849,0.6986,0.4284,-0.708,0,0,0,0,0,0,0,0.9998,0.6035,0.7305,0.9258,0.5666,0.4847,0.4873,0.1033,0,0,0,0,0,0,0,0.9270,0.6874,0.9772,0.9999,0.7678,1,0.2059,0.0952,0,0.7454,0.6603,0.5078,0,0,0,0,0,0,0,0,0,0.9088,0.6507,0.8867
4,8,1000,0.8068,0.7945,1,0,0,0,0,0,0,0,0,0,0.9350,0.7716,1,0,0,0,0,0,0,1.000,0.8313,1,0.9993,0.4703,0.4703,0.3439,-0.320,0,0,0,0,0,0,0,1.000,0.6266,0.8546,1.000,0.4446,0.7241,0.9999,-0.102,0.4447,0,0,0,0,0,0,0.9999,0.6727,0.9743,1.000,0.7706,1,0.1810,-0.133,0,0.7540,0.6948,0.8609,0,0,0,0,0,0,0,0,0,1.000,0.7779,1
4,8,1500,0.7943,0.7787,1,0,0,0,0,0,0,0,0,0,0.8951,0.6764,0.9743,0,0,0,0,0,0,1.000,0.7398,1,1.000,0.3878,0.3849,0.2528,-0.361,0,0,0,0,0,0,0,1.000,0.6548,0.8999,0.9995,0.2596,0.1871,0.9998,0.105,0.2930,0,0,0,0,0,0,0.9963,0.6618,0.9630,1.000,0.7499,1,0.2274,-0.128,0,0.7321,0.6471,0.2265,0,0,0,0,0,0,0,0,0,1.000,0.7776,1
4,8,2000,0.7817,0.767,1,0,0,0,0,0,0,0,0,0,0.8796,0.6568,0.9650,0,0,0,0,0,0,0.8842,0.6758,0.9815,0.9998,0.5393,0.7113,0.2846,-0.352,0,0,0,0,0,0,0,1.000,0.6591,0.9017,0.9995,0.2792,0.2455,0.9998,0.02,0.4224,0,0,0,0,0,0,0.9391,0.5894,0.8928,1.000,0.7860,1,0.2134,-0.164,0,0.7553,0.6839,0.8798,0,0,0,0,0,0,0,0,0,1.000,0.7696,1
4,9,1000,0.8467,0.8332,1,0,0,0,0,0,0,0,0,0,1.000,0.6813,0.9779,0,0,0,0,0,0,1.000,0.6937,0.9977,1.000,0.6325,0.8863,0.8904,-0.204,0.2852,0,0,0,0,0,0,1.000,0.7686,1,1.000,0.7667,1,0.9999,0.7257,1,0,0,0,0,0,0,0.9999,0.6764,0.8997,1.000,0.8085,1,0.3291,0.2384,0,0.7727,0.7185,1,0,0,0,0,0,0,0,0,0,0.9972,0.7154,1
