"user", "device", "challenge", "response"
lyle, nexus-79, 1, "310.85715, 707.7143, 0.336000, 0.677419, 0.000000, 508.7705229973978, 779.5594757610422, 0.815544, 29.915228, 740.534871, 652.9594281440709, 785.6400643106642, 0.562392, 34.372749, 4118.015721, 611.3818186514067, 585.4631308361022, 0.715806, 24.865884, 4530.248705, 658.4842765703341, 380.4071102433292, 0.724800, 17.145798, 4690.519247"
lyle, nexus-79, 1, "304.60715, 717.1429, 0.412800, 0.419355, 0.000000, 506.75244840693586, 776.3849779282411, 0.777908, 26.781886, 861.474073, 646.0401336410342, 766.1633593272144, 0.714966, 20.886796, 6826.311255, 601.969583521373, 563.0150280517183, 0.718322, 3.002039, 7565.970282, 654.9566001754227, 359.58576978861703, 0.641935, 8.515371, 6804.809420"
lyle, nexus-79, 1, "317.10715, 728.2857, 0.316800, 0.419355, 0.000000, 500.01250390001405, 766.5751849420894, 0.796359, 4.733790, 1082.225899, 659.3254510713158, 765.4604790423565, 0.750856, 12.989117, 9224.513571, 606.082975102755, 573.3589146495755, 0.707478, 8.175563, 9598.842526, 656.527133058202, 369.7331787868139, 0.745315, 5.401633, 7962.368249"
lyle, nexus-79, 1, "356.39285, 700.0, 0.350400, 0.419355, 0.000000, 507.640862942472, 808.2849207860645, 0.710829, 18.850142, 1631.278842, 653.7842657456451, 801.7950721839186, 0.658156, 21.972144, 8382.525841, 592.3010262989824, 600.7518629386643, 0.714712, 8.808898, 8577.216302, 646.7327427312136, 398.3799537459827, 0.618910, 8.625112, 8677.663745"
lyle, nexus-79, 1, "343.0, 704.2857, 0.336000, 0.419355, 0.000000, 541.6441332195977, 773.2101867418301, 0.709574, 7.442970, 1340.007198, 628.5236493698756, 717.546530252256, 0.690413, 12.548370, 7260.394785, 619.3325377089249, 508.6783584717577, 0.667200, 21.067827, 5781.815618, 653.6029933610085, 317.0970992391831, 0.036227, 19.121796, 5729.600000"
lyle, nexus-79, 2, "492.10712, 667.4286, 0.331200, 0.419355, 0.000000, 386.8567561046761, 439.6164514561413, 0.803512, 9.520353, 2120.472390, 400.7469099300856, 521.9035589038065, 0.763200, 20.927963, 6330.031349, 314.42868218605656, 654.4896987278048, 0.772800, 2.435591, 12496.571712, 77.42937079816711, 631.9656292151919, -0.335533, 34.235796, 8056.800000"
lyle, nexus-79, 2, "529.6071, 699.1429, 0.355200, 0.419355, 0.000000, 428.85602017129276, 467.8280483984739, 0.765156, 11.034980, 1822.803584, 386.6273832690894, 475.82424057218844, 0.584059, 19.029746, 5501.284797, 409.7476664138051, 652.2265172228949, 0.745545, 5.193710, 10093.306806, 161.69198711070945, 653.5620504415045, 0.093162, 6.388256, 6692.800000"
lyle, nexus-79, 2, "518.0, 680.2857, 0.360000, 0.419355, 0.000000, 404.7532139916907, 455.2867245822885, 0.778068, 2.208779, 2105.924096, 386.1468825183094, 510.21628943820036, 0.780451, 6.068537, 6894.552549, 329.3361089015398, 658.6375791915511, 0.765543, 24.310829, 15466.476026, 95.48934616718182, 633.2988464653165, -0.012209, 50.763751, 9651.200000"
lyle, nexus-79, 2, "518.0, 673.4286, 0.364800, 0.419355, 0.000000, 400.0649538557746, 451.43547226872465, 0.693195, 9.362635, 1617.209265, 373.63603943686485, 445.4273958201814, 0.698591, 42.551687, 5650.294579, 392.1291218657268, 644.3579250182767, 0.717604, 2.445080, 8811.035651, 141.32685988630845, 628.2623662156781, 0.743705, 28.099283, 5104.653377"
lyle, nexus-79, 2, "512.6428, 673.4286, 0.345600, 0.419355, 0.000000, 382.0648180712797, 458.06357128416624, 0.750540, 14.540760, 1868.476398, 405.78883488767343, 532.8652915562909, 0.753497, 31.456850, 5444.595661, 291.2791560014117, 632.7977740481133, 0.800551, 34.804274, 9744.280763, 44.73199805489676, 646.1825837668623, -5.099853, 141.884647, 6776.200000"
lyle, nexus-79, 2, "547.4643, 701.7143, 0.216000, 0.419355, 0.000000, 421.13596751785394, 484.48085746541113, 0.701014, 16.152090, 2712.957512, 362.2767153510386, 474.44143406010704, 0.660936, 6.342601, 8298.803477, 392.8523143465051, 673.1068344825557, 0.747135, 4.101352, 15759.929760, 143.2331883030744, 634.8572, 0.717909, 1.820638, 9160.361965"
lyle, nexus-79, 2, "528.7143, 687.1429, 0.240000, 0.419355, 0.000000, 436.1560310833177, 454.0763112429433, 0.724800, 33.266628, 1799.610698, 399.5810409191321, 443.05461903635876, 0.749276, 29.941085, 6110.592129, 434.4826868686473, 660.2480294350855, 0.782400, 18.983339, 12438.920156, 181.96503615075665, 649.4286, 0.795319, 22.647976, 4898.708588"
lyle, nexus-79, 2, "523.3571, 714.5714, 0.297600, 0.419355, 0.000000, 422.1129766357684, 486.158686641077, 0.783752, 6.979404, 1240.463077, 366.836801821203, 448.9199114090028, 0.779054, 33.256970, 5182.903222, 420.49433066581344, 664.4219880356961, 0.805343, 21.868038, 10356.889354, 169.92004518588345, 631.1086362767664, 0.818509, 11.041649, 4582.684195"
lyle, nexus-79, 2, "503.7143, 674.2857, 0.350400, 0.419355, 0.000000, 389.9142306825254, 449.5050032385111, 0.752302, 2.367760, 1989.488903, 404.7367269407915, 524.221412475781, 0.723519, 45.299013, 5859.029464, 322.5708477417644, 637.2321095224794, 0.747470, 36.807157, 9292.340875, 79.27849780810526, 589.3234346078887, -2.697836, 77.685307, 6843.600000"
lyle, nexus-79, 2, "532.2857, 724.0, 0.336000, 0.419355, 0.000000, 438.76275710968247, 492.29851538978204, 0.810039, 27.381863, 1865.865526, 383.95919320866295, 456.1233511838359, 0.811570, 55.796633, 6485.875879, 438.1581518936339, 683.8075506086662, 0.844313, 23.744819, 10334.695155, 189.29901017871424, 645.4821026924108, 0.822060, 7.032406, 6306.332176"
lyle, nexus-79, 2, "560.8571, 717.1429, 0.230400, 0.419355, 0.000000, 447.0913655958698, 494.6149620339846, 0.785482, 8.119499, 1576.517442, 376.0213602225369, 447.1751335441377, 0.807099, 19.893307, 7338.685491, 433.9859701737396, 683.0105937279807, -0.105781, 43.884238, 3523.600000, 513.7781253551715, 923.0247016884891, -3.730956, 296.814189, 3523.600000"
lyle, nexus-79, 2, "499.25, 662.2857, 0.350400, 0.419355, 0.000000, 368.05319581037145, 448.38987785762913, 0.715200, 3.489040, 1748.971941, 422.355992124838, 558.9623235950198, 0.705698, 26.472867, 6160.564332, 276.69067334987943, 635.1304004571416, 0.771199, 25.590921, 8034.915870, 30.779790126006915, 626.5620410266523, -1.284756, 109.463682, 6294.400000"
lyle, nexus-79, 2, "524.25, 685.4286, 0.316800, 0.419355, 0.000000, 417.1069151121559, 456.96861793401456, 0.758615, 0.858458, 2143.285069, 417.00475950632335, 548.1573536022482, 0.737482, 24.689237, 6159.869565, 371.87760263761254, 661.34909026594, 0.771488, 20.186085, 10475.071529, 133.8029546207738, 602.1605383151025, -1.787529, 62.404832, 7344.600000"
lyle, nexus-79, 2, "522.4643, 688.0, 0.340800, 0.419355, 0.000000, 417.2021115538173, 461.34943949577405, 0.698852, 22.503921, 1711.970800, 376.12988537552724, 481.8332307674698, 0.678117, 1.512663, 5759.161784, 343.2953703487025, 643.6749156920134, 0.731534, 2.873876, 10276.007275, 95.93488523819468, 646.7356300900456, -11.577503, 39.331831, 6770.200000"
lyle, nexus-79, 2, "534.9643, 696.5714, 0.278400, 0.419355, 0.000000, 409.69865516166027, 478.5228615619015, 0.770288, 19.989426, 2163.733278, 396.49549038554494, 484.7344061507929, 0.723166, 19.730040, 6439.996946, 421.2482662903892, 655.990226092672, 0.772800, 42.566985, 11909.011879, 178.682564873778, 633.6053966334649, -0.312973, 7.399171, 8255.600000"
lyle, nexus-79, 2, "526.0357, 700.8572, 0.345600, 0.419355, 0.000000, 425.86072978710257, 471.120604608285, 0.740756, 16.526072, 1617.173370, 399.19659879965474, 475.7972745357373, 0.744000, 19.813162, 6417.248650, 384.0577349267466, 666.5714, 0.805339, 18.212885, 11018.833820, 131.3142566149612, 658.0, 0.764307, 19.513657, 5417.221494"
lyle, nexus-79, 2, "533.1786, 695.7143, 0.278400, 0.419355, 0.000000, 415.938295944824, 472.29531341414145, 0.669039, 0.544072, 2519.423197, 384.8096728661684, 478.9781746407518, 0.683132, 15.138998, 9580.322315, 388.6355176524384, 664.086909829519, 0.698671, 3.974999, 13211.931683, 142.90767813238207, 639.3624715356813, 0.309174, 0.830095, 9727.200000"
lyle, nexus-79, 2, "509.0714, 694.0, 0.369600, 0.419355, 0.000000, 397.56890843938885, 469.58816558625733, 0.801600, 17.927948, 1654.393463, 377.149817745777, 475.4755253746291, 0.816007, 32.751793, 5466.606305, 399.37538482494705, 659.5593893501822, 0.765258, 15.319629, 9277.727273, 157.84944576209932, 611.9445062628822, 0.195647, 12.902935, 6473.000000"
lyle, nexus-79, 2, "495.6786, 673.4286, 0.283200, 0.419355, 0.000000, 384.39366984795646, 447.99575199659876, 0.789870, 18.692329, 1665.898548, 412.1284458490212, 508.3512880980087, 0.820800, 34.778437, 5823.456537, 350.213133650502, 640.5454809344841, 0.853440, 8.558441, 9662.231136, 99.93578841771145, 617.8960501462061, 0.576075, 0.728876, 7597.597996"
lyle, nexus-79, 2, "540.3214, 679.4286, 0.374400, 0.419355, 0.000000, 413.03861258211526, 463.89289722620214, 0.785795, 6.632150, 1162.069390, 382.5352010945432, 485.51967053500476, 0.775432, 19.460534, 5966.254619, 352.27007829684635, 655.974963821953, 0.837590, 25.601082, 10676.676110, 106.71152396075657, 690.9216922370197, 0.131855, 12.519483, 7057.400000"
lyle, nexus-79, 2, "520.6786, 678.5714, 0.350400, 0.419355, 0.000000, 403.9948152786142, 454.80276516723893, 0.673964, 15.278222, 2264.693533, 417.4105890676782, 557.0566982968303, 0.643589, 9.352308, 7262.291688, 322.612938583669, 659.6528275899262, 0.720000, 38.122125, 13208.379419, 90.94836503295181, 633.7991698997894, 0.419615, 7.887258, 9034.000000"
lyle, nexus-79, 2, "504.60712, 688.8572, 0.388800, 0.419355, 0.000000, 407.73698278440327, 456.1097147007451, 0.697232, 24.910188, 1280.153496, 396.3010524154042, 470.9056723201238, 0.732200, 12.513945, 5633.784943, 378.8115359227211, 662.9658879006244, 0.744473, 1.328712, 10022.654341, 128.48998990887745, 628.0004256527424, 0.736580, 18.092686, 6126.116235"
lyle, nexus-79, 2, "498.35712, 682.8572, 0.336000, 0.419355, 0.000000, 382.5868811846792, 458.51955489052926, 0.720996, 4.794732, 1932.551065, 411.92278776302214, 548.5725809360944, 0.729058, 12.762512, 6681.149567, 308.7444898782478, 631.0034539572779, 0.806181, 0.683342, 10891.475704, 75.86806984868919, 625.7476396721919, 0.054121, 13.456681, 7437.600000"
lyle, nexus-79, 2, "511.75, 667.4286, 0.355200, 0.419355, 0.000000, 372.5976820278831, 458.14036164854014, 0.806400, 8.154398, 1509.093748, 366.93996024786844, 471.23150938519876, 0.831505, 26.174798, 5005.215891, 394.3273275724029, 669.9434899289477, 0.877951, 43.138468, 10772.695042, 141.93604614560414, 655.4177346076543, 0.858221, 26.145038, 3306.997421"
lyle, nexus-79, 2, "526.0357, 694.0, 0.158400, 0.419355, 0.000000, 419.40793256827953, 483.91462932072125, 0.598632, 13.982333, 1939.111267, 397.9880996866343, 479.78366703467, 0.529141, 15.209886, 4738.892033, 349.95228644190485, 624.8237443605605, 0.634303, 33.436237, 9374.078471, 98.65457916841954, 616.0, -3.942706, 25.149011, 6310.000000"
lyle, nexus-79, 3, "643.0, 551.7143, 0.259200, 0.419355, 0.000000, 448.7892641964485, 320.2817030245026, 0.823977, 8.492974, 3619.562716, 209.08717060394744, 127.92297069779924, 0.770467, 7.845930, 5648.520818, 357.70930138526074, 333.5811411010149, 0.850160, 33.145206, 7753.700300, 557.5387820693686, 567.2941603025162, 0.907125, 16.539176, 3792.457565"
lyle, nexus-79, 3, "658.1786, 583.4286, 0.225600, 0.419355, 0.000000, 454.44930151726123, 353.587061066268, 0.744408, 1.331285, 1544.078470, 230.88619682956244, 143.10811460481833, 0.711829, 9.916731, 2628.128390, 320.1575782599452, 286.1886569961878, 0.777600, 2.399443, 6407.388844, 521.3785737971393, 518.4587253245642, 0.817536, 19.675619, 4146.570109"
lyle, nexus-79, 3, "652.8214, 581.7143, 0.374400, 0.419355, 0.000000, 446.7567605904722, 356.42445980566106, 0.797239, 33.984530, 1967.066420, 225.38399788537578, 143.08867686973173, 0.753600, 2.866751, 3982.109877, 380.9410163479569, 329.96627379030843, 0.823338, 47.687945, 6921.428276, 574.1343904520606, 569.0111083127402, 0.821117, 1.656324, 3587.477396"
lyle, nexus-79, 3, "659.9643, 570.5714, 0.240000, 0.419355, 0.000000, 448.12747534208717, 348.6343540195344, 0.756793, 16.486985, 2519.095072, 221.58126879372134, 141.15229199166902, 0.701182, 1.035406, 5340.718507, 338.89563301818805, 302.37465262501973, 0.769757, 5.065575, 10428.567368, 533.5766502289542, 540.0226757832302, 0.759612, 9.675235, 4819.840026"
lyle, nexus-79, 3, "676.9286, 573.1429, 0.264000, 0.419355, 0.000000, 453.69168947745953, 363.57581914505425, 0.700800, 23.701650, 2440.847624, 229.20822063576256, 153.63108438899522, 0.672000, 9.004963, 4133.866347, 340.1911145903953, 299.78462105747576, 0.727402, 7.419333, 7042.719868, 548.0648560685497, 526.2665786836703, 0.702669, 22.011605, 3335.871711"
lyle, nexus-79, 3, "659.0714, 572.2857, 0.292800, 0.419355, 0.000000, 452.3715368816703, 346.1653462900801, 0.750256, 11.079911, 2823.437476, 215.18600452612495, 151.45984136938387, 0.669669, 4.223189, 4846.706557, 393.1658963301133, 343.7697705440979, 0.720143, 69.983546, 7427.116787, 570.1088022416187, 594.9448292884701, 0.729134, 0.631880, 3875.883657"
lyle, nexus-79, 3, "654.6071, 540.5714, 0.216000, 0.580645, 0.000000, 439.51738580458795, 321.07230067748986, 0.671715, 14.127636, 1413.070727, 209.49918288963138, 119.58080445922288, 0.598100, 9.811355, 2950.986470, 350.6794901440731, 312.3111713347787, 0.560620, 12.298082, 5422.291648, 551.1109793631514, 545.3114201127821, 0.636103, 30.334679, 2830.939351"
lyle, nexus-79, 3, "675.1428, 534.5714, 0.273600, 0.419355, 0.000000, 436.41772009159894, 350.0683803558776, 0.747867, 19.459323, 2093.755474, 214.55128049014368, 138.10644822333998, 0.703481, 8.321398, 3949.869970, 335.5094603676678, 300.27643703153007, 0.688738, 32.593872, 8589.030290, 550.3403431502696, 520.1693704191068, 0.739507, 12.732870, 3633.298261"
lyle, nexus-79, 3, "676.9286, 545.7143, 0.412800, 0.677419, 0.000000, 454.29712961628115, 334.2601762850787, 0.824041, 6.689803, 1066.073468, 239.12353055151712, 142.95380684295594, 0.823726, 4.640919, 4595.111211, 399.16220619641473, 404.9857236229112, 0.861121, 6.440454, 2898.902149, 581.2244656480023, 652.0901588440868, 0.788114, 5.986595, 4701.953004"
lyle, nexus-79, 3, "654.6071, 574.8572, 0.297600, 0.419355, 0.000000, 448.2433771527382, 347.6050811117298, 0.763200, 26.026352, 1403.510885, 234.0820292043846, 129.14793908656893, 0.766049, 2.288237, 5024.023457, 376.0839658279357, 346.2853383501334, 0.757271, 33.248911, 15198.188832, 572.9481578701342, 581.4973406466905, 0.689606, 1.153472, 7464.780357"
lyle, nexus-79, 3, "664.4286, 563.7143, 0.331200, 0.419355, 0.000000, 468.25391913795903, 331.2647497710812, 0.733695, 16.934365, 1720.163876, 228.09199216405034, 139.40051866604364, 0.686400, 3.674168, 3354.616380, 349.1498448103672, 315.1305422394657, 0.729600, 28.781390, 7938.250257, 556.1296461683562, 542.1870670306032, 0.729190, 16.578357, 4059.489810"
lyle, nexus-79, 3, "658.1786, 558.5714, 0.369600, 0.419355, 0.000000, 459.26865454945687, 327.4115184356588, 0.821574, 21.758088, 2053.686127, 225.42527014398905, 128.41143460417132, 0.769072, 3.103367, 3866.877162, 394.9574448498395, 354.35284022247885, 0.801600, 17.782483, 6980.697498, 589.0822197472087, 592.7694951396975, 0.865589, 3.735219, 5703.850866"
lyle, nexus-79, 3, "653.7143, 578.2857, 0.345600, 0.419355, 0.000000, 455.2209997763302, 344.4804779708459, 0.748336, 30.585191, 2030.052943, 227.97413051740745, 137.81900129020647, 0.691200, 1.742902, 4474.412745, 376.0525331133421, 298.34680121960815, 0.724752, 52.288440, 8389.376895, 561.715337517193, 543.4682801747887, 0.696000, 28.004944, 4200.522482"
lyle, nexus-79, 3, "649.25, 576.5714, 0.384000, 0.419355, 0.000000, 458.3772892920578, 335.8827662453857, 0.729888, 2.791052, 1656.712123, 234.8340482200944, 127.44511931198254, 0.721196, 4.797546, 3607.858477, 375.58446549609806, 327.80866848644445, 0.754924, 5.514372, 6305.238413, 583.9373718937575, 553.9409644564777, 0.704994, 43.438458, 3476.147721"
lyle, nexus-79, 3, "657.2857, 542.2857, 0.254400, 0.677419, 0.000000, 427.9522981932432, 339.0675415773812, 0.748800, 2.765056, 2705.716644, 195.83121001300947, 138.1170682918233, 0.716620, 3.721979, 6437.898994, 391.37110615059873, 336.2746109614807, 0.739200, 5.412476, 7947.195413, 596.0787263908621, 564.5553333781961, 0.713310, 10.839337, 5420.745646"
lyle, nexus-79, 3, "666.2143, 562.8572, 0.364800, 0.419355, 0.000000, 454.35084418068624, 342.0813233556571, 0.782400, 5.948332, 1448.124983, 225.8233512077847, 136.86130493870735, 0.739200, 17.056707, 2533.917598, 276.06904514508125, 291.1380043389634, 0.782323, 48.260689, 6082.078095, 487.1726363870715, 514.1803046844915, 0.830400, 0.824172, 3882.068364"
lyle, nexus-79, 3, "644.7857, 577.4286, 0.355200, 0.419355, 0.000000, 456.10316833728155, 336.3797086003888, 0.798795, 8.418894, 2358.176252, 230.62378219252392, 129.20816433688276, 0.761560, 6.286445, 5520.889864, 338.6760155697585, 304.17461468660775, 0.796800, 60.340422, 8967.335941, 546.79053298816, 530.331869360885, 0.804257, 24.184074, 3660.638236"
lyle, nexus-79, 3, "664.4286, 550.0, 0.307200, 0.419355, 0.000000, 439.2998084512792, 343.8629268678494, 0.803614, 24.980100, 2114.232234, 214.03833116114086, 136.49171246131445, 0.727841, 7.609977, 4282.101493, 372.74791324062846, 327.4169710955187, 0.788489, 56.981617, 6471.948392, 567.4415481021014, 563.41943192744, 0.767957, 29.213277, 5212.885592"
lyle, nexus-79, 3, "654.6071, 536.2857, 0.244800, 0.677419, 0.000000, 440.6304119963584, 318.0109614681275, 0.806513, 43.064055, 1876.941757, 205.89597460323935, 120.25302001426053, 0.789011, 10.385344, 3412.762941, 320.9710518204515, 285.15497044654023, 0.727554, 39.962387, 7039.664089, 545.7740360476126, 494.9913915964102, 0.796800, 23.482815, 3208.413746"
lyle, nexus-79, 3, "667.1071, 528.5714, 0.321600, 0.419355, 0.000000, 441.18939487257035, 322.66327838563876, 0.797789, 2.502590, 2575.768831, 217.09802918248837, 142.4310233990629, 0.807617, 3.439453, 8485.329943, 398.567715838984, 390.36324209910447, 0.806877, 3.241931, 3263.690201, 584.3503425618064, 635.265816513276, 0.808712, 22.703961, 5408.366211"
lyle, nexus-79, 3, "643.8928, 574.0, 0.278400, 0.419355, 0.000000, 449.72192533427125, 336.9691203399058, 0.741049, 19.079347, 2607.737005, 216.29697069069124, 137.36590549889513, 0.672613, 8.340379, 5508.732737, 378.42366520887765, 314.0202715085763, 0.698207, 23.402323, 9682.914778, 581.708403579162, 544.4941495684095, 0.700895, 12.987493, 4845.279324"
lyle, nexus-79, 3, "640.3214, 544.8572, 0.316800, 0.419355, 0.000000, 409.08998400435763, 342.4363061326603, 0.872499, 11.999397, 2101.568499, 185.65856196379397, 131.31565862867893, 0.854906, 17.337072, 4048.798217, 325.5991456003263, 287.5759703970709, 0.893659, 18.530478, 7383.421017, 527.34396680577, 518.9562729903633, 0.887541, 28.803055, 4801.453747"
lyle, nexus-79, 3, "634.0714, 552.5714, 0.360000, 0.419355, 0.000000, 441.15385268605064, 316.5606050389149, 0.799200, 16.706673, 2071.842541, 209.07191257052037, 115.5982063474751, 0.801618, 2.858968, 6822.779465, 379.9429887062183, 346.73067107450646, 0.806947, 17.183939, 9366.165175, 579.3526090181169, 580.1289993110748, 0.787200, 14.569143, 4672.284307"
