0.4365,0.4119,6,5,2000
0.4762,0.4212,5,5,2000
0.4777,0.4257,5,5,1500
0.4497,0.4263,6,5,1500
0.4528,0.4357,6,6,2000
0.5033,0.4401,5,5,1000
0.4835,0.4516,6,5,1000
0.4725,0.455,6,6,1500
0.5601,0.4644,4,5,2000
0.5611,0.4728,4,5,1500
0.7167,0.4765,3,5,2000
0.4938,0.4791,5,6,2000
0.7332,0.481,3,5,1000
0.5864,0.4857,4,5,1000
0.5125,0.4904,7,5,2000
0.506,0.4909,5,6,1500
0.7171,0.4914,3,5,1500
0.511,0.4941,6,6,1000
0.5168,0.4958,5,7,2000
0.5228,0.5037,5,8,2000
0.5219,0.5044,5,6,1000
0.5233,0.5088,7,6,2000
0.5296,0.5089,6,7,2000
0.5369,0.5132,7,5,1500
0.5323,0.5136,5,7,1500
0.5447,0.5233,5,8,1500
0.5479,0.527,6,7,1500
0.563,0.5319,4,8,2000
0.552,0.5334,5,7,1000
0.5509,0.5341,7,6,1500
0.5726,0.5389,7,5,1000
0.5628,0.5405,7,7,2000
0.5695,0.5421,5,8,1000
0.5846,0.543,4,7,2000
0.5728,0.5431,4,8,1500
0.5822,0.5453,6,8,2000
0.5958,0.5563,4,7,1500
0.5893,0.5572,4,8,1000
0.5857,0.5609,6,7,1000
0.588,0.5627,7,7,1500
0.5635,0.5629,5,50,2000
0.586,0.5631,4,9,2000
0.6012,0.5635,4,7,1000
0.6047,0.5686,6,8,1500
0.5921,0.5698,8,5,2000
0.5722,0.5713,5,40,2000
0.5735,0.5735,6,50,2000
0.574,0.5737,6,40,2000
0.5777,0.5756,4,50,2000
0.5774,0.5771,6,30,2000
0.5955,0.5798,4,9,1500
0.5842,0.5842,7,40,2000
0.5844,0.5844,7,50,2000
0.5849,0.5845,7,30,2000
0.5878,0.5857,5,30,2000
0.5889,0.5879,5,50,1500
0.59,0.5887,7,20,2000
0.7042,0.5892,3,8,1500
0.6111,0.593,7,6,1000
0.7042,0.594,3,8,2000
0.5971,0.595,4,50,1500
0.5957,0.5953,8,20,2000
0.5953,0.5953,8,30,2000
0.5953,0.5953,8,40,2000
0.5953,0.5953,8,50,2000
0.5966,0.5956,5,40,1500
0.6284,0.5958,7,8,2000
0.6222,0.598,5,10,2000
0.7144,0.5986,3,8,1000
0.6055,0.5992,6,20,2000
0.6213,0.5993,4,10,2000
0.6046,0.5994,4,40,2000
0.6171,0.5994,5,9,2000
0.6438,0.5994,6,8,1000
0.6181,0.6004,4,9,1000
0.6235,0.6011,8,5,1500
0.6037,0.6037,6,50,1500
0.6043,0.604,6,40,1500
0.6062,0.6059,9,20,2000
0.6059,0.6059,9,30,2000
0.6059,0.6059,9,40,2000
0.6059,0.6059,9,50,2000
0.6068,0.6065,6,30,1500
0.631,0.6069,4,10,1500
0.6102,0.6079,5,30,1500
0.6375,0.6142,8,7,2000
0.6412,0.615,5,10,1500
0.6166,0.6166,10,20,2000
0.6166,0.6166,10,30,2000
0.6166,0.6166,10,40,2000
0.6166,0.6166,10,50,2000
0.6236,0.6181,4,40,1500
0.6407,0.6185,5,9,1500
0.6191,0.6191,7,40,1500
0.6524,0.6192,7,8,1500
0.6196,0.6192,7,30,1500
0.6192,0.6192,7,50,1500
0.6435,0.621,4,10,1000
0.6239,0.6216,7,20,1500
0.6562,0.6231,7,7,1000
0.7247,0.6253,3,9,2000
0.6358,0.6253,10,9,2000
0.6489,0.6269,9,9,2000
0.6298,0.627,10,10,2000
0.6335,0.6272,6,20,1500
0.7386,0.6288,3,9,1000
0.6574,0.6319,4,6,2000
0.7277,0.6321,3,9,1500
0.6374,0.6328,9,10,2000
0.6588,0.6338,8,7,1500
0.6346,0.6346,8,30,1500
0.6346,0.6346,8,40,1500
0.6346,0.6346,8,50,1500
0.6354,0.6351,8,20,1500
0.667,0.6358,8,9,2000
0.6651,0.6364,8,8,2000
0.663,0.6365,4,6,1500
0.666,0.6403,5,10,1000
0.6673,0.6434,5,9,1000
0.6482,0.6465,4,50,1000
0.6648,0.6466,6,9,2000
0.6704,0.6478,8,5,1000
0.6688,0.6483,10,8,2000
0.649,0.6488,9,20,1500
0.649,0.649,9,30,1500
0.649,0.649,9,40,1500
0.649,0.649,9,50,1500
0.6745,0.6496,4,6,1000
0.6669,0.6496,8,10,2000
0.6814,0.65,7,9,2000
0.677,0.6512,9,8,2000
0.6756,0.6527,6,10,2000
0.6544,0.6538,5,50,1000
0.6675,0.6539,9,5,2000
0.6725,0.655,5,20,2000
0.6789,0.6565,8,6,2000
0.6688,0.6576,4,30,2000
0.6824,0.6585,7,10,2000
0.6616,0.6597,5,40,1000
0.7079,0.6609,3,20,2000
0.6637,0.6637,10,20,1500
0.6637,0.6637,10,30,1500
0.6637,0.6637,10,40,1500
0.6637,0.6637,10,50,1500
0.6948,0.6646,8,8,1500
0.6875,0.6646,9,7,2000
0.6916,0.6651,9,9,1500
0.7091,0.667,3,20,1500
0.7154,0.6676,3,10,2000
0.6759,0.6687,4,40,1000
0.6912,0.6687,6,9,1500
0.7044,0.6688,8,9,1500
0.6858,0.6696,10,9,1500
0.7201,0.6697,3,10,1500
0.6719,0.6698,5,30,1000
0.6834,0.6713,4,30,1500
0.675,0.6722,10,10,1500
0.6792,0.673,9,10,1500
0.6998,0.6739,6,10,1500
0.7221,0.6743,7,8,1000
0.7095,0.6744,7,9,1500
0.7658,0.676,3,7,2000
0.6945,0.6761,5,20,1500
0.733,0.6787,3,10,1000
0.7632,0.6802,3,7,1500
0.6809,0.6809,6,50,1000
0.6819,0.6811,6,40,1000
0.7068,0.6813,10,7,2000
0.6833,0.6825,6,30,1000
0.7018,0.6841,8,10,1500
0.7139,0.6868,7,10,1500
0.7759,0.6875,3,7,1000
0.7126,0.6876,8,6,1500
0.7127,0.6884,4,20,2000
0.7128,0.6898,9,5,1500
0.7394,0.6916,3,20,1000
0.7208,0.6925,9,8,1500
0.7186,0.6948,9,7,1500
0.7173,0.695,10,8,1500
0.7236,0.6963,10,5,2000
0.7056,0.6982,6,20,1000
0.7296,0.7019,4,20,1500
0.7329,0.7022,6,9,1000
0.7223,0.7087,4,30,1000
0.7094,0.709,7,30,1000
0.7093,0.7093,7,40,1000
