best_threshold: 0.86
false_positive_percentage: 0.03225806451612903
false_negative_percentage: 0.5360576923076923
number_of_tests_conducted: 1346

minimized_false_positive_threshold: 0.9
false_positive_percentage: 0.0
false_negative_percentage: 0.8149038461538461
number_of_tests_conducted: 1346

equalized_false_positive_negative_threshold: 0.75
false_positive_percentage: 0.14731182795698924
false_negative_percentage: 0.08173076923076923
number_of_tests_conducted: 1346

authentication_threshold	false_positive_percentage	false_negative_percentage	authentication_accuracy
0.6	0.2075268817204301	0.016826923076923076	0.8514115898959881
0.601	0.20430107526881722	0.016826923076923076	0.8536404160475483
0.602	0.20430107526881722	0.016826923076923076	0.8536404160475483
0.603	0.20430107526881722	0.016826923076923076	0.8536404160475483
0.604	0.20430107526881722	0.016826923076923076	0.8536404160475483
0.605	0.2032258064516129	0.016826923076923076	0.8543833580980683
0.606	0.2032258064516129	0.016826923076923076	0.8543833580980683
0.607	0.2021505376344086	0.016826923076923076	0.8551263001485884
0.608	0.2021505376344086	0.016826923076923076	0.8551263001485884
0.609	0.2021505376344086	0.016826923076923076	0.8551263001485884
0.61	0.2021505376344086	0.016826923076923076	0.8551263001485884
0.611	0.2021505376344086	0.016826923076923076	0.8551263001485884
0.612	0.2010752688172043	0.016826923076923076	0.8558692421991084
0.613	0.2010752688172043	0.016826923076923076	0.8558692421991084
0.614	0.2	0.016826923076923076	0.8566121842496285
0.615	0.2	0.016826923076923076	0.8566121842496285
0.616	0.2	0.016826923076923076	0.8566121842496285
0.617	0.2	0.016826923076923076	0.8566121842496285
0.618	0.2	0.016826923076923076	0.8566121842496285
0.619	0.2	0.016826923076923076	0.8566121842496285
0.62	0.2	0.016826923076923076	0.8566121842496285
0.621	0.2	0.016826923076923076	0.8566121842496285
0.622	0.2	0.016826923076923076	0.8566121842496285
0.623	0.1989247311827957	0.016826923076923076	0.8573551263001485
0.624	0.1989247311827957	0.016826923076923076	0.8573551263001485
0.625	0.1989247311827957	0.016826923076923076	0.8573551263001485
0.626	0.1978494623655914	0.016826923076923076	0.8580980683506686
0.627	0.1978494623655914	0.016826923076923076	0.8580980683506686
0.628	0.1978494623655914	0.016826923076923076	0.8580980683506686
0.629	0.1978494623655914	0.016826923076923076	0.8580980683506686
0.63	0.1935483870967742	0.016826923076923076	0.8610698365527489
0.631	0.1935483870967742	0.016826923076923076	0.8610698365527489
0.632	0.1924731182795699	0.021634615384615384	0.8603268945022289
0.633	0.1924731182795699	0.021634615384615384	0.8603268945022289
0.634	0.1924731182795699	0.021634615384615384	0.8603268945022289
0.635	0.1913978494623656	0.021634615384615384	0.8610698365527489
0.636	0.1913978494623656	0.021634615384615384	0.8610698365527489
0.637	0.1913978494623656	0.021634615384615384	0.8610698365527489
