W,K,T,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,
,,,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg
3,5,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,-0.302,0.1791,0,0,0,0,0,0,0.9703,0.2342,0.1196,0.9997,0.2326,0.5350,0.9998,-0.549,0.6128,0,0,0,0,0,0,1.000,0.6062,0.6359,1.000,0.4279,0.4695,0.7367,0.5419,0.09184,0,0,0,0,0,0,0.6964,-0.882,0,0.9997,0.6293,0.4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8778,0.6157,0.3792
3,5,1500,0,0,0,0,0,0,0,0,0,0,0,0,0.9988,-0.455,0.2037,0,0,0,0,0,0,0.6862,0.1125,0,1.000,0.309,0.3952,0.9998,-1.19,0.3479,0,0,0,0,0,0,0.9997,0.5699,0.4909,0.9991,0.0917,0.3644,0.8728,0.6412,0.3871,0,0,0,0,0,0,0.9999,-0.067,0.3040,0.9998,0.6459,0.5252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8928,0.6461,0.4755
3,5,2000,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,-0.982,0.1712,0,0,0,0,0,0,0.9999,0.3806,0.3585,0.9998,0.2679,0.3309,0.9998,-1.478,0.3875,0,0,0,0,0,0,1.000,0.6093,0.7153,1.000,0.0258,0.2664,0.9006,0.6442,0.6625,0,0,0,0,0,0,0.9998,-0.103,0.3281,0.9999,0.6238,0.5683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9647,0.6599,0.6803
3,6,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.3832,0.8012,0,0,0,0,0,0,0.9999,0.6086,0.9273,1.000,0.543,0.8619,0.9998,0.264,0.5667,0,0,0,0,0,0,0.9903,0.7574,1,0.8433,0.6612,0.8525,0.4556,0.1506,0,0,0,0,0,0,0,0.7244,-1.006,0.002731,0.9989,0.6455,0.5639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7955,0.6428,0.4313
3,6,1500,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.5468,0.8990,0,0,0,0,0,0,1.000,0.7174,1,1.000,0.4027,0.6813,0.9999,0.3663,0.7893,0,0,0,0,0,0,0.9998,0.5353,0.7435,0.9621,0.6397,0.9200,0.4188,0.1012,0,0,0,0,0,0,0,0.9998,-0.298,0.3131,1.000,0.6568,0.7011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7494,0.6356,0.3480
3,6,2000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.4716,0.7656,0,0,0,0,0,0,0.9999,0.4675,0.6556,0.9999,0.5133,0.8707,0.9999,0.4953,0.8866,0,0,0,0,0,0,1.000,0.5225,0.7363,0.9638,0.6539,0.9451,0.4765,0.1732,0,0,0,0,0,0,0,0.9999,-0.052,0.3456,1.000,0.6555,0.7780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8008,0.6458,0.5342
3,7,1000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.6633,0.9484,0,0,0,0,0,0,0.9479,0.6294,0.9395,0.9999,0.5491,0.6663,0.5991,0.0247,0,0,0,0,0,0,0,0.9994,0.7125,1,0.9999,0.7089,1,0.2814,0.1294,0,0,0,0,0,0,0,0.8203,0.3276,0.2579,0.9054,0.7018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7941,0.6652,0.7618
3,7,1500,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.6519,0.9842,0,0,0,0,0,0,0.895,0.6263,0.9121,0.9987,0.3357,0.3676,0.4770,-0.122,0,0,0,0,0,0,0,0.9999,0.4569,0.6791,1.000,0.5872,0.6518,0.2833,0.1281,0,0,0,0,0,0,0,0.9423,0.5889,0.6965,0.9999,0.7499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7728,0.6662,0.5716
3,7,2000,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0.489,0.8644,0,0,0,0,0,0,0.9186,0.6111,0.6794,1.000,0.2029,0.2853,0.4424,-0.147,0,0,0,0,0,0,0,1.000,0.454,0.6445,1.000,0.5111,0.5745,0.3457,0.1554,0,0,0,0,0,0,0,0.9909,0.6417,0.9290,0.9942,0.7161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7562,0.6601,0.4722
