"ngram", "key", "probability_key"
-5, -2, 0.08183856502242152
-5, -1, 0.04820627802690583
-5, 108, 0.01233183856502242
-5, 103, 0.006726457399103139
-5, -5, 0.11434977578475336
-5, 46, 0.13340807174887892
-5, -2, 0.08295964125560538
-5, 10, 0.11210762331838565
-5, 120, 0.01569506726457399
-5, 110, 0.0033632286995515697
-5, 109, 0.0033632286995515697
-5, 104, 0.01233183856502242
-5, -5, 0.02914798206278027
-5, 32, 0.03699551569506727
-5, 32, 0.02466367713004484
-5, 104, 0.01905829596412556
-5, 10, 0.04932735426008968
-5, 102, 0.005605381165919282
-5, 122, 0.02242152466367713
-5, 110, 0.0033632286995515697
-5, 103, 0.0033632286995515697
-5, 46, 0.04596412556053812
-5, 122, 0.02242152466367713
-5, 120, 0.010089686098654708
-5, -3, 0.007847533632286996
-5, 102, 0.007847533632286996
-5, -1, 0.042600896860986545
-5, 99, 0.002242152466367713
-5, 106, 0.004484304932735426
-5, 99, 0.005605381165919282
-5, 106, 0.008968609865470852
-5, 105, 0.0011210762331838565
-5, 108, 0.002242152466367713
-5, 98, 0.004484304932735426
-5, 107, 0.002242152466367713
-5, 118, 0.002242152466367713
-5, -3, 0.0033632286995515697
-5, 118, 0.0033632286995515697
-5, 109, 0.0011210762331838565
-5, 100, 0.0011210762331838565
108, 108, 0.28865979381443296
108, 120, 0.013745704467353952
108, 108, 0.19931271477663232
108, 107, 0.003436426116838488
108, 32, 0.054982817869415807
108, 103, 0.010309278350515464
108, 122, 0.020618556701030927
108, -2, 0.041237113402061855
108, -2, 0.037800687285223365
108, 10, 0.027491408934707903
108, 99, 0.013745704467353952
108, 32, 0.020618556701030927
108, 46, 0.027491408934707903
108, 122, 0.020618556701030927
108, 46, 0.030927835051546393
108, -1, 0.01718213058419244
108, -1, 0.01718213058419244
108, 102, 0.010309278350515464
108, -5, 0.006872852233676976
108, 106, 0.010309278350515464
108, 104, 0.006872852233676976
108, 98, 0.003436426116838488
108, 106, 0.020618556701030927
108, 118, 0.010309278350515464
108, -5, 0.010309278350515464
108, 10, 0.027491408934707903
108, 107, 0.006872852233676976
108, 104, 0.003436426116838488
108, 98, 0.006872852233676976
108, 99, 0.003436426116838488
108, 118, 0.003436426116838488
108, 120, 0.003436426116838488
108, 102, 0.006872852233676976
108, 103, 0.003436426116838488
108, 110, 0.003436426116838488
108, -3, 0.003436426116838488
108, -3, 0.003436426116838488
-1, 120, 0.027418126428027417
-1, 106, 0.05864432597105865
-1, 107, 0.012947448591012947
-1, 107, 0.006092916984006093
-1, -5, 0.06397562833206398
-1, 32, 0.0891089108910891
-1, 98, 0.006092916984006093
-1, 120, 0.014470677837014471
-1, 102, 0.024371667936024372
-1, 103, 0.007616146230007616
-1, 32, 0.1728865194211729
-1, -5, 0.0297029702970297
-1, -2, 0.03808073115003808
-1, 10, 0.03427265803503427
-1, 106, 0.06092916984006093
-1, -2, 0.03427265803503427
-1, -3, 0.015232292460015232
-1, 122, 0.04112718964204113
-1, 46, 0.0357958872810358
-1, 104, 0.010662604722010662
-1, 122, 0.028941355674028942
-1, -3, 0.028941355674028942
-1, 103, 0.009900990099009901
-1, 46, 0.039603960396039604
-1, 118, 0.016755521706016754
-1, 10, 0.0030464584920030465
-1, -1, 7.616146230007616E-4
-1, 108, 0.009900990099009901
-1, 99, 7.616146230007616E-4
-1, 102, 0.03808073115003808
-1, 118, 0.007616146230007616
-1, 115, 0.003808073115003808
-1, 109, 0.006854531607006854
-1, 98, 0.002284843869002285
-1, 108, 0.002284843869002285
-1, 100, 0.002284843869002285
-1, 105, 7.616146230007616E-4
-1, 110, 7.616146230007616E-4
-1, 99, 7.616146230007616E-4
-1, 104, 0.0030464584920030465
-1, 109, 0.00456968773800457
-1, -1, 7.616146230007616E-4
-1, 115, 7.616146230007616E-4
-1, 100, 0.0030464584920030465
120, -2, 0.2146341463414634
120, -2, 0.08048780487804878
120, -1, 0.00975609756097561
120, 46, 0.0951219512195122
120, 46, 0.06097560975609756
120, -5, 0.03414634146341464
120, -1, 0.08048780487804878
120, 10, 0.05609756097560976
120, 120, 0.01707317073170732
120, 32, 0.06341463414634146
120, 10, 0.03414634146341464
120, 122, 0.036585365853658534
120, 120, 0.01707317073170732
120, 32, 0.01951219512195122
120, 110, 0.007317073170731708
120, 108, 0.02195121951219512
120, 98, 0.004878048780487805
120, 102, 0.004878048780487805
120, 99, 0.004878048780487805
120, 106, 0.004878048780487805
120, -3, 0.014634146341463415
120, -5, 0.02195121951219512
120, 106, 0.0024390243902439024
120, 122, 0.00975609756097561
120, 99, 0.004878048780487805
120, 118, 0.007317073170731708
120, 107, 0.007317073170731708
120, 110, 0.0024390243902439024
120, 118, 0.0024390243902439024
120, 107, 0.004878048780487805
120, 102, 0.007317073170731708
120, 98, 0.0024390243902439024
120, 108, 0.03170731707317073
120, -3, 0.004878048780487805
120, 104, 0.004878048780487805
120, 104, 0.0024390243902439024
-2, -5, 0.024368630926007974
-2, 32, 0.05804164820558263
-2, -2, 0.1076650420912716
-2, -2, 0.10367744793974303
-2, 10, 0.023482498892334957
-2, 104, 0.007532122286220647
-2, 122, 0.08063801506424458
-2, -1, 0.08817013735046522
-2, 120, 0.03190075321222862
-2, 118, 0.015507310589277802
-2, 10, 0.05361098803721755
-2, 106, 0.02658396101019052
-2, 102, 0.007089056269384138
-2, 100, 0.008418254319893664
-2, 32, 0.056712450155073105
-2, 109, 0.00664599025254763
-2, 102, 0.0101905183872397
-2, 106, 0.02259636685866194
-2, 98, 0.01329198050509526
-2, 122, 0.03234381922906513
-2, -5, 0.015064244572441293
-2, 46, 0.01860877270713336
-2, 104, 0.011519716437749225
-2, 99, 0.00974745237040319
-2, -1, 0.015064244572441293
-2, 46, 0.017279574656623838
-2, 120, 0.017279574656623838
-2, 107, 0.00974745237040319
-2, 103, 0.0101905183872397
-2, -3, 0.017279574656623838
-2, 99, 0.00974745237040319
-2, 103, 0.007975188303057155
-2, 118, 0.006202924235711121
-2, 109, 0.003987594151528578
-2, 98, 0.003987594151528578
-2, 108, 0.011076650420912717
-2, -3, 0.008861320336730172
-2, 108, 0.007975188303057155
-2, 107, 0.011519716437749225
-2, 100, 0.003987594151528578
-2, 110, 0.0017722640673460345
-2, 110, 0.002658396101019052
106, 32, 0.06813819577735125
106, 118, 0.16698656429942418
106, -1, 0.0345489443378119
106, -5, 0.0019193857965451055
106, 99, 0.019193857965451054
106, 118, 0.13051823416506717
106, 122, 0.03934740882917467
106, 120, 0.03742802303262956
106, 122, 0.036468330134357005
106, 106, 0.01727447216890595
106, 10, 0.04126679462571977
106, 46, 0.016314779270633396
106, -2, 0.044145873320537425
106, 109, 0.008637236084452975
106, 99, 0.014395393474088292
106, 46, 0.03934740882917467
106, -5, 0.01727447216890595
106, -2, 0.0671785028790787
106, 104, 0.009596928982725527
106, 120, 0.02399232245681382
106, 109, 0.02783109404990403
106, 102, 0.02111324376199616
106, -1, 0.02111324376199616
106, 102, 0.022072936660268713
106, 32, 0.022072936660268713
106, 10, 0.0019193857965451055
106, 107, 0.007677543186180422
106, -3, 0.0047984644913627635
106, 106, 0.008637236084452975
106, -3, 0.003838771593090211
106, 108, 0.005758157389635317
106, 98, 9.596928982725527E-4
106, 108, 0.005758157389635317
106, 100, 9.596928982725527E-4
106, 98, 0.007677543186180422
106, 110, 0.003838771593090211
32, -2, 0.0855397148676171
32, 46, 0.0814663951120163
32, 98, 0.07399864222674814
32, 100, 0.0013577732518669382
32, 118, 0.002036659877800407
32, 10, 0.04276985743380855
32, 10, 0.03326544467073999
32, -2, 0.055668703326544465
32, 32, 0.06381534283774609
32, -3, 0.013577732518669382
32, 46, 0.06992532247114731
32, 32, 0.04955872369314324
32, -1, 0.04548540393754243
32, -1, 0.026476578411405296
32, 120, 0.01697216564833673
32, 106, 0.008146639511201629
32, 107, 0.010183299389002037
32, 104, 0.017651052274270197
32, 98, 0.05227427019687712
32, 122, 0.019687712152070606
32, 102, 0.011541072640868975
32, 106, 0.010862186014935505
32, 104, 0.01697216564833673
32, 99, 0.01493550577053632
32, -5, 0.03326544467073999
32, 122, 0.03937542430414121
32, 102, 0.012898845892735914
32, 120, 0.021045485403937542
32, 110, 0.002036659877800407
32, 99, 0.0027155465037338763
32, -5, 0.009504412763068567
32, 103, 0.0027155465037338763
