"ngram", "key", "probability_key"
102, -1, 0.08627450980392157
102, -1, 0.03137254901960784
102, 109, 0.07058823529411765
102, 32, 0.08627450980392157
102, 98, 0.043137254901960784
102, -5, 0.027450980392156862
102, 102, 0.00392156862745098
102, -2, 0.13333333333333333
102, 109, 0.0784313725490196
102, 10, 0.08235294117647059
102, 32, 0.047058823529411764
102, -5, 0.023529411764705882
102, 10, 0.13725490196078433
102, -3, 0.00392156862745098
102, 98, 0.07058823529411765
102, -2, 0.03529411764705882
102, 106, 0.00392156862745098
102, 46, 0.00784313725490196
102, 46, 0.00784313725490196
102, 102, 0.011764705882352941
102, 108, 0.00392156862745098
102, 104, 0.00392156862745098
-1, 106, 0.05255023183925812
-1, 104, 0.010819165378670788
-1, 32, 0.17001545595054096
-1, 122, 0.05564142194744977
-1, -5, 0.0633693972179289
-1, -2, 0.04791344667697063
-1, -3, 0.04482225656877898
-1, 106, 0.05564142194744977
-1, 46, 0.015455950540958269
-1, 32, 0.07727975270479134
-1, 118, 0.017001545595054096
-1, 103, 0.012364760432766615
-1, -5, 0.02627511591962906
-1, 10, 0.00463678516228748
-1, 120, 0.02472952086553323
-1, 109, 0.00927357032457496
-1, 107, 0.0061823802163833074
-1, 102, 0.010819165378670788
-1, 103, 0.01854714064914992
-1, 46, 0.030911901081916538
-1, 10, 0.03863987635239567
-1, 120, 0.03709428129829984
-1, -3, 0.015455950540958269
-1, 107, 0.02472952086553323
-1, 98, 0.0077279752704791345
-1, 122, 0.021638330757341576
-1, 102, 0.02936630602782071
-1, -2, 0.017001545595054096
-1, 109, 0.010819165378670788
-1, 115, 0.00463678516228748
-1, 108, 0.0030911901081916537
-1, 100, 0.0061823802163833074
-1, 104, 0.00927357032457496
-1, 110, 0.0030911901081916537
-1, 100, 0.00927357032457496
-1, 118, 0.00463678516228748
-1, 98, 0.0015455950540958269
-1, 99, 0.0015455950540958269
106, 32, 0.045454545454545456
106, 99, 0.01818181818181818
106, -2, 0.07454545454545454
106, 32, 0.02909090909090909
106, 118, 0.15272727272727274
106, 106, 0.014545454545454545
106, 118, 0.12545454545454546
106, 120, 0.04
106, 122, 0.05818181818181818
106, 122, 0.04727272727272727
106, 98, 0.005454545454545455
106, 102, 0.02727272727272727
106, -2, 0.03272727272727273
106, -1, 0.025454545454545455
106, 98, 0.01090909090909091
106, 109, 0.007272727272727273
106, -3, 0.01090909090909091
106, 109, 0.025454545454545455
106, 10, 0.03636363636363636
106, 46, 0.05090909090909091
106, -3, 0.00909090909090909
106, 120, 0.023636363636363636
106, 99, 0.02
106, -1, 0.025454545454545455
106, 110, 0.007272727272727273
106, 10, 0.0018181818181818182
106, -5, 0.02
106, 46, 0.005454545454545455
106, 107, 0.0036363636363636364
106, 104, 0.01090909090909091
106, -5, 0.0018181818181818182
106, 104, 0.0036363636363636364
106, 107, 0.012727272727272728
106, 102, 0.007272727272727273
106, 110, 0.0036363636363636364
106, 106, 0.0036363636363636364
106, 103, 0.0018181818181818182
32, 100, 0.0016260162601626016
32, 46, 0.07479674796747968
32, 103, 0.004878048780487805
32, 120, 0.02113821138211382
32, 46, 0.07479674796747968
32, -2, 0.10569105691056911
32, -3, 0.02926829268292683
32, -5, 0.014634146341463415
32, 120, 0.01788617886178862
32, 32, 0.055284552845528454
32, 99, 0.013008130081300813
32, 98, 0.061788617886178863
32, -1, 0.014634146341463415
32, 98, 0.07317073170731707
32, 118, 0.004878048780487805
32, -2, 0.05853658536585366
32, -5, 0.01788617886178862
32, 104, 0.01788617886178862
32, 102, 0.016260162601626018
32, 102, 0.014634146341463415
32, -1, 0.06016260162601626
32, 10, 0.03577235772357724
32, 122, 0.03414634146341464
32, 32, 0.032520325203252036
32, 106, 0.008130081300813009
32, 99, 0.013008130081300813
32, 121, 0.0016260162601626016
32, 110, 0.0032520325203252032
32, 10, 0.02926829268292683
32, 103, 0.008130081300813009
32, 107, 0.013008130081300813
32, 122, 0.013008130081300813
32, 106, 0.00975609756097561
32, 104, 0.00975609756097561
32, 109, 0.004878048780487805
32, 118, 0.008130081300813009
32, 107, 0.011382113821138212
32, -3, 0.004878048780487805
32, 109, 0.0016260162601626016
32, 108, 0.0016260162601626016
32, 110, 0.0032520325203252032
100, 107, 0.0625
100, 102, 0.125
100, 46, 0.375
100, -1, 0.125
100, 102, 0.1875
100, 10, 0.125
-2, 118, 0.0160857908847185
-2, 103, 0.013404825737265416
-2, 32, 0.09517426273458444
-2, 122, 0.064343163538874
-2, -2, 0.06166219839142091
-2, 122, 0.03753351206434316
-2, 104, 0.014745308310991957
-2, 10, 0.045576407506702415
-2, -1, 0.10187667560321716
-2, 46, 0.029490616621983913
-2, -3, 0.014745308310991957
-2, 120, 0.012064343163538873
-2, -5, 0.024128686327077747
-2, -1, 0.030831099195710455
-2, 109, 0.00804289544235925
-2, 46, 0.03351206434316354
-2, 10, 0.02546916890080429
-2, 98, 0.005361930294906166
-2, 99, 0.01876675603217158
-2, 120, 0.02546916890080429
-2, 32, 0.09919571045576407
-2, 103, 0.01742627345844504
-2, 118, 0.0160857908847185
-2, 110, 0.002680965147453083
-2, -5, 0.032171581769437
-2, -2, 0.032171581769437
-2, -3, 0.006702412868632708
-2, 106, 0.014745308310991957
-2, 107, 0.006702412868632708
-2, 109, 0.0013404825737265416
-2, 121, 0.0013404825737265416
-2, 99, 0.00804289544235925
-2, 102, 0.0160857908847185
-2, 110, 0.004021447721179625
-2, 106, 0.02680965147453083
-2, 107, 0.012064343163538873
-2, 104, 0.006702412868632708
-2, 98, 0.013404825737265416
-2, 100, 0.0013404825737265416
-2, 102, 0.0013404825737265416
-2, 100, 0.0013404825737265416
118, -1, 0.031496062992125984
118, 32, 0.09448818897637795
118, 122, 0.04330708661417323
118, -2, 0.0984251968503937
118, -2, 0.05511811023622047
118, -5, 0.03937007874015748
118, 98, 0.12992125984251968
118, 46, 0.051181102362204724
118, 106, 0.023622047244094488
118, 98, 0.007874015748031496
118, 10, 0.027559055118110236
118, 118, 0.05511811023622047
118, 46, 0.01968503937007874
118, 32, 0.023622047244094488
118, 106, 0.01968503937007874
118, 120, 0.015748031496062992
118, 110, 0.003937007874015748
118, -1, 0.047244094488188976
118, -5, 0.04330708661417323
118, 10, 0.06299212598425197
118, 122, 0.027559055118110236
118, 99, 0.015748031496062992
118, 107, 0.015748031496062992
118, 118, 0.015748031496062992
118, 102, 0.007874015748031496
118, 104, 0.003937007874015748
118, 104, 0.011811023622047244
118, -3, 0.003937007874015748
118, 108, 0.003937007874015748
-1, 32, 0.13166144200626959
-1, 102, 0.034482758620689655
-1, -2, 0.047021943573667714
-1, 32, 0.15987460815047022
-1, 106, 0.07523510971786834
-1, 10, 0.034482758620689655
-1, 102, 0.047021943573667714
-1, 115, 0.003134796238244514
-1, 107, 0.012539184952978056
-1, 106, 0.07523510971786834
-1, 120, 0.0219435736677116
-1, 109, 0.009404388714733543
-1, 46, 0.018808777429467086
-1, 46, 0.04075235109717868
-1, -5, 0.06269592476489028
-1, 107, 0.018808777429467086
-1, 122, 0.0219435736677116
-1, 98, 0.003134796238244514
-1, 120, 0.02821316614420063
-1, 10, 0.01567398119122257
-1, 109, 0.012539184952978056
-1, -2, 0.012539184952978056
-1, 118, 0.006269592476489028
-1, -3, 0.003134796238244514
-1, 122, 0.003134796238244514
-1, 100, 0.006269592476489028
-1, 99, 0.006269592476489028
-1, 104, 0.012539184952978056
-1, -3, 0.02821316614420063
-1, 103, 0.003134796238244514
-1, -5, 0.02821316614420063
-1, 118, 0.012539184952978056
-1, 99, 0.003134796238244514
46, 103, 0.038461538461538464
46, 122, 0.026525198938992044
46, 120, 0.03183023872679045
46, 109, 0.025198938992042442
46, 32, 0.04509283819628647
46, 106, 0.259946949602122
46, 118, 0.025198938992042442
46, 10, 0.05570291777188329
46, 99, 0.005305039787798408
46, 120, 0.023872679045092837
