W,K,T,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,
,,,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg,Max,Min,Avg
3,5,1000,0.9999,0.606,0.7905,0,0,0,0,0,0,0,0,0,0.9213,-0.919,0.02422,0.9605,0.0408,0.2416,0,0,0,1.000,0.5719,0.8662,1.000,0.1825,0.6840,1.000,-0.453,0.5241,0.9966,0.3572,0.6019,0,0,0,0.9999,0.4493,0.5395,0.6751,-0.233,0,1.000,-0.573,0.3466,0.8801,0.6127,0.5687,0,0,0,0.9999,-0.264,0.5992,0.9999,0.5181,0.4823,0.8818,0.05,0.1637,0.8646,0.4778,0.4010,0,0,0,0,0,0,0,0,0,1.000,0.6534,0.9114
3,5,1500,0.9997,0.6267,0.8166,0,0,0,0,0,0,0,0,0,0.9992,-0.959,0.1029,0.9992,-0.466,0.3740,0.7147,0.6636,0.09852,1.000,0.5784,0.8007,1.000,0.2174,0.4816,0.9999,-1.105,0.4801,0.9999,-0.761,0.2150,0.6723,0.6667,0,1.000,0.440,0.9325,0.6931,-0.417,0,0.9985,-1.594,0.2555,0.9435,0.2798,0.4412,0.683,0.5235,0,1.000,-0.062,0.6517,0.9999,0.4435,0.5580,1.000,-0.008,0.1750,0.7536,0.0233,0.02070,0,0,0,0,0,0,0,0,0,0.9999,0.6606,0.8727
3,5,2000,0.9975,0.5136,0.7062,0,0,0,0,0,0,0,0,0,0.9999,-0.612,0.2514,0.9987,-0.392,0.3557,0.7191,0.6377,0.02663,1.000,0.5679,0.8845,1.000,0.3065,0.4538,1.000,-0.959,0.4964,1.000,-0.897,0.2323,0.7242,0.6573,0.2283,0.9999,0.3672,0.9214,0.6928,-0.523,0,0.9999,-1.591,0.2169,0.9103,0.3489,0.4925,0.7148,0.5452,0.01869,0.9999,0.0617,0.6971,0.9981,0.3838,0.5216,0.9998,0.0942,0.1908,0.742,0.0233,0.009804,0,0,0,0,0,0,0,0,0,1.000,0.6646,0.9438
3,6,1000,0.9999,0.6114,0.6756,0,0,0,0,0,0,0,0,0,0.9998,0.0383,0.7540,1.000,0.583,0.7741,0,0,0,0.9999,0.452,0.8257,1.000,0.0586,0.5964,1.000,0.3397,0.4093,0.8415,0.6570,0.8294,0,0,0,1.000,0.7375,1,1.000,0.6294,0.9053,0.7800,0.2719,0.2162,0.5985,0.2061,0,0,0,0,1.000,0.5531,0.6953,1.000,0.7488,1,0.4227,0.1388,0,0.6667,0.2408,0,0,0,0,0,0,0,0,0,0,0.9999,0.6016,0.7103
3,6,1500,0.9998,0.5628,0.6081,0,0,0,0,0,0,0,0,0,1.000,0.165,0.7434,1.000,0.3573,0.3952,0.8106,0.783,1,1.000,0.504,0.8390,1.000,0.3707,0.7206,1.000,0.2193,0.4742,0.9990,0.6469,0.8430,0.8125,0.8097,1,1.000,0.7590,1,0.9999,0.5410,0.6323,0.9350,0.2723,0.5305,0.5994,0.2222,0,0.7320,0.63,0.1101,1.000,0.5384,0.6743,1.000,0.7397,1,0.4644,0.1728,0,0.6667,-0.076,0,0,0,0,0,0,0,0,0,0,1.000,0.5728,0.7469
3,6,2000,0.9999,0.4553,0.5872,0,0,0,0,0,0,0,0,0,1.000,-0.002,0.6928,1.000,0.3413,0.3878,0.8490,0.7751,1,0.9999,0.5508,0.7895,1.000,0.3445,0.7079,1.000,0.3023,0.5235,0.9998,0.6303,0.8306,0.7910,0.7545,1,1.000,0.7498,1,0.9227,0.4334,0.1727,0.8857,0.2578,0.4616,0.5991,0.2197,0,0.6782,0.6103,0,1.000,0.5806,0.7483,1.000,0.7858,1,0.4427,0.1621,0,0.6883,-0.094,0,0,0,0,0,0,0,0,0,0,1.000,0.653,0.9493
3,7,1000,1.000,0.6931,0.9740,0,0,0,0,0,0,0,0,0,0.9999,0.6591,0.9792,0.2981,-0.148,0,0,0,0,1.000,0.6132,0.9264,1.000,0.44,0.8123,0.5928,-0.483,0,0.9968,0.2437,0.2346,0,0,0,0.9998,0.4867,0.7649,0.8281,-0.034,0.03636,0.9998,0.0874,0.4563,0.2537,-0.120,0,0,0,0,0.9999,0.508,0.5163,1.000,0.7361,1,0.5497,-0.026,0,0.7129,0.3514,0.01100,0,0,0,0,0,0,0,0,0,1.000,0.6581,0.9811
3,7,1500,0.9997,0.727,1,0,0,0,0,0,0,0,0,0,1.000,0.6512,0.9790,0.3785,-0.278,0,0.7980,0.7573,1,0.9998,0.5674,0.6894,1.000,0.2989,0.4158,0.5942,-0.418,0,0.9938,0.2854,0.5375,0.7605,0.7236,1,1.000,0.2929,0.8105,0.824,-0.053,0.001494,0.9235,-0.010,0.2327,0.2857,-0.087,0,0.7023,0.5503,0.02643,1.000,0.516,0.6965,1.000,0.7241,1,0.5477,-0.105,0,0.6778,0.0433,0,0,0,0,0,0,0,0,0,0,1.000,0.6667,0.9796
3,7,2000,0.9997,0.7237,1,0,0,0,0,0,0,0,0,0,1.000,0.5918,0.9613,0.2594,-0.388,0,0.7973,0.7519,1,1.000,0.5553,0.6241,1.000,0.1691,0.2416,0.5745,-0.420,0,0.9999,0.2854,0.5355,0.7601,0.6797,0.8152,1.000,0.2643,0.7884,0.8187,-0.163,0.001450,0.8942,-0.01,0.1896,0.2764,-0.101,0,0.6411,0.4833,0,0.9757,0.5242,0.5601,1.000,0.7301,1,0.4589,-0.151,0,0.6673,0.0217,0,0,0,0,0,0,0,0,0,0,1.000,0.6667,0.9754
