W,K,T,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,2-2-26_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,3-30-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,
3,8,1000,0.9999,0.7338,1,0,0,0,0,0,0,0,0,0,0.9997,0.6074,0.8683,0.2286,-0.428,0,0.7901,0.7381,1,1.000,0.4856,0.8221,0.9999,0.4092,0.3051,0.8248,-0.269,0.01313,0.9706,0.5276,0.8731,0.7780,0.6659,0.7719,1.000,0.6004,0.9708,1.000,0.5293,0.8192,1.000,-0.210,0.6353,0.3271,-0.141,0,0.7086,0.4324,0.006961,0.9999,0.1762,0.3499,1.000,0.6447,0.9773,0.6621,-0.289,0,0.7666,0.5897,0.1685,0,0,0,0,0,0,0,0,0,0.9999,0.6570,0.9773
3,8,1500,1.000,0.7523,1,0,0,0,0,0,0,0,0,0,1.000,0.6103,0.9651,0.2761,-0.424,0,0.7966,0.7327,1,1.000,0.4969,0.8528,0.9857,0.2989,0.2593,0.9983,-0.140,0.08341,1.000,0.3906,0.5313,0.8530,0.6104,0.6792,1.000,0.6401,0.9837,1.000,0.4533,0.9396,1.000,0.2121,0.8926,0.5744,0.0768,0,0.8493,0.5247,0.6231,1.000,0.2003,0.5007,0.9894,0.6244,0.9114,0.9999,-0.217,0.1613,0.7231,0.4738,0.02433,0,0,0,0,0,0,0,0,0,1.000,0.7686,1
3,8,2000,1.000,0.7303,1,0,0,0,0,0,0,0,0,0,0.9997,0.5237,0.7666,0.2739,-0.492,0,0.8361,0.7354,1,1.000,0.5117,0.7910,1.000,0.3592,0.5107,0.9999,-0.115,0.1005,1.000,0.4456,0.5723,0.9250,0.6370,0.7792,1.000,0.6007,0.9127,1.000,0.5252,0.9774,1.000,0.25,0.8971,0.6053,0.0465,0,0.8435,0.5621,0.6487,0.9851,0.2662,0.6147,0.9999,0.6512,0.9494,0.9976,-0.307,0.1584,0.7468,0.4512,0.08696,0,0,0,0,0,0,0,0,0,1.000,0.7427,1
3,9,1000,0.9996,0.6967,0.9982,0,0,0,0,0,0,0,0,0,1.000,0.4327,0.6757,0.5835,-0.237,0,0.8282,0.7892,1,1.000,0.5516,0.9126,0.9999,0.2163,0.6361,0.9997,-0.024,0.4487,0.8947,0.4774,0.6725,0.7649,0.6444,0.1711,1.000,0.6671,0.9687,1.000,0.6488,0.9324,1.000,0.5809,0.8985,0.5422,0.3239,0,0.6377,0.5609,0,0.9998,0.5116,0.7623,1.000,0.6818,0.9939,0.5286,0.2090,0,0.7603,0.0547,0.03043,0,0,0,0,0,0,0,0,0,1.000,0.6946,0.9990
3,9,1500,0.9991,0.5764,0.7759,0,0,0,0,0,0,0,0,0,1.000,0.4761,0.7649,0.5726,-0.298,0,0.8387,0.775,1,1.000,0.5580,0.8805,0.9996,0.4383,0.6752,1.000,0.0673,0.4720,0.8876,0.4206,0.5994,0.8679,0.6956,0.9960,1.000,0.7220,1,0.9288,0.4141,0.3475,1.000,0.5762,0.9302,0.5873,0.336,0,0.6324,0.4677,0,1.000,0.5457,0.6547,1.000,0.647,0.9608,0.629,0.2269,0,0.7826,-0.223,0.03272,0,0,0,0,0,0,0,0,0,1.000,0.63,0.9792
3,9,2000,0.9992,0.5738,0.8216,0,0,0,0,0,0,0,0,0,1.000,0.5015,0.8517,0.5982,-0.271,0,0.8119,0.7263,1,1.000,0.5732,0.9014,1.000,0.4795,0.7924,0.9999,0.1410,0.5203,0.8742,0.424,0.5875,0.9175,0.6947,0.9868,1.000,0.7143,1,0.9445,0.3565,0.2134,0.9999,0.5888,0.9492,0.5321,0.3108,0,0.6325,0.4256,0,0.9999,0.4981,0.4012,0.9890,0.6461,0.9410,0.5921,0.1997,0,0.7555,-0.534,0.01805,0,0,0,0,0,0,0,0,0,1.000,0.6074,0.9623
3,10,1000,0.9998,0.583,0.6912,0,0,0,0,0,0,0,0,0,0.9999,-0.768,0.04376,0.3841,-0.277,0,0.8013,0.7654,1,0.9999,0.6952,0.9996,1.000,0.7095,1,0.9526,0.3799,0.4271,0.9999,-0.441,0.3612,0.7513,0.6675,0.4912,1.000,0.6781,0.9930,0.9859,0.4681,0.5632,0.9838,0.4508,0.3447,0.357,0.2304,0,0.6251,0.5633,0,1.000,0.6135,0.9633,1.000,0.7693,1,0.4219,0.2541,0,0.8170,0.1009,0.03090,0,0,0,0,0,0,0,0,0,1.000,0.6403,0.9079
3,10,1500,0.9999,0.5983,0.8963,0,0,0,0,0,0,0,0,0,1.000,-0.422,0.4368,0.4284,-0.289,0,0.7776,0.7361,1,1.000,0.6562,0.9613,1.000,0.6858,0.9976,0.7516,0.3253,0.04021,0.9994,-0.478,0.3702,0.7972,0.7008,1,1.000,0.5711,0.9846,0.9994,0.5178,0.7923,0.9997,0.4839,0.5061,0.4345,0.2910,0,0.6408,0.4666,0,0.9999,0.6238,0.8669,0.9999,0.7263,1,0.4411,0.2437,0,0.8327,-0.159,0.03272,0,0,0,0,0,0,0,0,0,0.9989,0.4730,0.7993
3,10,2000,0.9998,0.6542,0.9451,0,0,0,0,0,0,0,0,0,0.9999,-0.267,0.3933,0.3987,-0.265,0,0.788,0.7309,1,1.000,0.6323,0.9054,1.000,0.6774,0.9975,0.7445,0.3125,0.01939,0.9998,-0.49,0.3652,0.8827,0.7416,1,1.000,0.555,0.9789,0.9956,0.5083,0.8269,0.9573,0.4492,0.3717,0.3733,0.2572,0,0.6375,0.4365,0,0.9999,0.6013,0.7553,0.9999,0.7311,1,0.4187,0.2213,0,0.8006,-0.444,0.02092,0,0,0,0,0,0,0,0,0,0.9989,0.47,0.7620
3,20,1000,0.9999,0.7504,1,0,0,0,0,0,0,0,0,0,1.000,0.6651,0.9853,0.5777,0.3190,0,0.8397,0.8237,1,1.000,0.7107,1,1.000,0.8964,1,0.8199,0.4578,0.4637,0.8375,0.5772,0.4262,0.8119,0.7364,1,0.9999,0.5578,0.8387,0.9795,0.6628,0.9726,0.9507,0.5719,0.6577,0.4309,0.1801,0,0.5921,0.4988,0,0.8452,0.5804,0.4222,0.9997,0.7735,1,0.4312,0.2903,0,0.7478,0.4785,0.03043,0,0,0,0,0,0,0,0,0,0.9996,0.7446,1
3,20,1500,1.000,0.7497,1,0,0,0,0,0,0,0,0,0,1.000,0.7399,1,0.5444,0.2521,0,0.7722,0.7336,1,0.9436,0.6574,0.9421,1.000,0.8544,1,0.7481,0.3905,0.04881,0.8101,0.5197,0.3140,0.8494,0.7311,1,1.000,0.6150,0.9208,0.9196,0.6467,0.9716,0.9440,0.5701,0.7029,0.4275,0.2427,0,0.6179,0.5433,0,0.8407,0.5687,0.1153,1.000,0.7743,1,0.4685,0.3393,0,0.7689,0.4047,0.03188,0,0,0,0,0,0,0,0,0,0.9998,0.7296,1
3,20,2000,1.000,0.7646,1,0,0,0,0,0,0,0,0,0,1.000,0.73,1,0.5368,0.2714,0,0.7726,0.7272,1,0.8903,0.6413,0.8826,1.000,0.8670,1,0.7449,0.3966,0.03420,0.8292,0.5376,0.3536,0.8664,0.7571,1,0.9997,0.5552,0.8504,0.9069,0.6121,0.9603,0.9324,0.5663,0.7178,0.4206,0.2317,0,0.5940,0.4937,0,0.8993,0.5670,0.1870,1.000,0.7668,1,0.4447,0.3311,0,0.7678,0.3540,0.03527,0,0,0,0,0,0,0,0,0,0.9991,0.7291,1
3,30,1000,0.9998,0.7576,1,0,0,0,0,0,0,0,0,0,0.9031,0.7436,1,0.5877,0.4312,0,0.8183,0.8064,1,0.9804,0.7829,1,1.000,0.8824,1,0.7965,0.5644,0.3351,0.6343,0.4850,0,0.8020,0.7475,1,0.9991,0.6923,0.9989,0.9999,0.8289,1,0.7070,0.5098,0.01298,0.4214,0.3095,0,0.5904,0.5405,0,0.7438,0.5296,0.07048,1.000,0.7291,1,0.4830,0.3880,0,0.7932,0.5757,0.1489,0,0,0,0,0,0,0,0,0,0.9999,0.7494,1
3,30,1500,0.9999,0.7437,1,0,0,0,0,0,0,0,0,0,0.9716,0.7561,1,0.5539,0.3945,0,0.7505,0.7245,1,0.8811,0.6641,0.9467,1.000,0.9019,1,0.7128,0.4931,0.01492,0.6362,0.4596,0,0.8424,0.7679,1,0.9992,0.7206,1,0.9680,0.8139,1,0.7037,0.5106,0.002832,0.4289,0.3058,0,0.5995,0.5342,0,0.7610,0.5667,0.07871,0.9984,0.7728,1,0.4906,0.3959,0,0.8182,0.575,0.1745,0,0,0,0,0,0,0,0,0,0.9997,0.6575,0.9784
3,30,2000,0.9999,0.7415,1,0,0,0,0,0,0,0,0,0,0.9894,0.7533,1,0.5242,0.3794,0,0.7247,0.7078,1,0.8304,0.6352,0.7840,0.9939,0.8648,1,0.6759,0.4755,0,0.6397,0.4717,0,0.8550,0.7591,1,0.9997,0.6943,0.9966,0.9960,0.8192,1,0.7056,0.5086,0.003710,0.4259,0.3113,0,0.6038,0.5306,0,0.7557,0.5431,0.05403,0.9990,0.7637,1,0.4946,0.3957,0,0.8021,0.479,0.03979,0,0,0,0,0,0,0,0,0,0.9998,0.6779,0.9875
3,40,1000,0.9999,0.7258,1,0,0,0,0,0,0,0,0,0,0.9791,0.7045,1,0.7333,0.5590,0.1727,0.7947,0.7814,1,0.9765,0.7761,1,1.000,0.9427,1,0.8954,0.7814,1,0.8328,0.6922,0.9328,0.7408,0.7104,1,0.9996,0.6917,0.9987,0.9715,0.8357,1,0.8951,0.7440,1,0.4614,0.3525,0,0.5747,0.5164,0,0.6929,0.5480,0,0.9999,0.7156,1,0.4631,0.3817,0,0.7990,0.6813,0.8511,0,0,0,0,0,0,0,0,0,0.9988,0.7529,1
3,40,1500,0.9998,0.7230,1,0,0,0,0,0,0,0,0,0,0.9999,0.7531,1,0.6584,0.4938,0,0.7155,0.7040,1,0.8570,0.6669,0.9736,0.9946,0.8760,1,0.8271,0.7229,1,0.8121,0.6791,0.7532,0.7644,0.6939,0.9208,1.000,0.6864,0.9675,0.9645,0.8043,1,0.8731,0.7331,1,0.4355,0.3226,0,0.5807,0.5243,0,0.6966,0.5584,0,0.9999,0.7056,1,0.4314,0.3842,0,0.85,0.6270,0.4765,0,0,0,0,0,0,0,0,0,1.000,0.7079,1
3,40,2000,1.000,0.7313,1,0,0,0,0,0,0,0,0,0,0.9985,0.7368,1,0.6147,0.4768,0,0.6912,0.6797,0,0.7775,0.6159,0.6496,0.9329,0.825,1,0.7905,0.6852,0.9790,0.8165,0.6748,0.7473,0.7774,0.7051,1,0.9993,0.6996,0.9998,0.9748,0.8096,1,0.8796,0.7254,1,0.4239,0.3168,0,0.5988,0.5099,0,0.6894,0.5400,0,1.000,0.7018,1,0.4239,0.3734,0,0.8406,0.5631,0.3384,0,0,0,0,0,0,0,0,0,0.9995,0.7224,1
3,50,1000,0.9995,0.6780,0.7785,0,0,0,0,0,0,0,0,0,0.9419,0.7707,1,0.6576,0.5177,0,0.7784,0.7680,1,0.9632,0.8017,1,1.000,0.9284,1,0.8191,0.7048,1,0.6464,0.5603,0,0.7254,0.6996,0.9868,1.000,0.6719,0.9634,0.9259,0.8184,1,0.7985,0.6851,0.9037,0.3557,0.2814,0,0.5710,0.5484,0,0.6751,0.5598,0,0.9999,0.6846,0.9336,0.3754,0.3025,0,0.7238,0.6176,0.07397,0,0,0,0,0,0,0,0,0,0.9992,0.7358,1
3,50,1500,0.9999,0.6985,0.9974,0,0,0,0,0,0,0,0,0,0.9742,0.8307,1,0.5717,0.4462,0,0.7059,0.6898,0.5036,0.8372,0.6965,0.9984,0.9782,0.9064,1,0.7231,0.6194,0.2442,0.6358,0.5271,0,0.7397,0.6856,0.6931,0.9996,0.6969,0.9957,0.9064,0.7973,1,0.7820,0.6602,0.6569,0.3435,0.2835,0,0.5762,0.5358,0,0.6763,0.5606,0,0.9998,0.6783,0.9453,0.3754,0.3114,0,0.7563,0.5981,0.1296,0,0,0,0,0,0,0,0,0,0.9995,0.7122,1
3,50,2000,0.9998,0.7065,1,0,0,0,0,0,0,0,0,0,0.9628,0.8204,1,0.5355,0.4320,0,0.6836,0.6689,0,0.7631,0.6417,0.5654,0.9288,0.8595,1,0.6779,0.5879,0,0.6279,0.5238,0,0.7469,0.6883,0.7588,0.9991,0.7020,1,0.9047,0.7947,1,0.7814,0.6571,0.6436,0.3352,0.2789,0,0.5851,0.5476,0,0.6751,0.5636,0,0.9999,0.6797,0.9462,0.3813,0.3168,0,0.7206,0.5485,0.07424,0,0,0,0,0,0,0,0,0,0.9984,0.7291,1
4,5,1000,0.9999,0.6048,0.6072,0,0,0,0,0,0,0,0,0,0.9980,-0.130,0.08017,0.6917,-0.285,0,0.704,0.6535,0.1087,0.9995,0.4275,0.3469,1.000,0.3867,0.4561,0.9999,0.0904,0.6253,0.9980,0.4796,0.6871,0,0,0,0.9992,0.415,0.3615,0.8604,0.2821,0.08428,0.9994,0.095,0.4413,0.5834,0.1538,0,0.731,0.6191,0.1581,1.000,0.5067,0.4598,0.9999,0.5899,0.7417,0.9173,0.435,0.2188,0.6787,0.4362,0,0,0,0,0,0,0,0,0,0,0.8682,0.5162,0.4844
4,5,1500,0.9997,0.5604,0.6524,0,0,0,0,0,0,0,0,0,0.9998,-0.087,0.1557,0.8203,-0.466,0.09499,0.7199,0.6254,0.1315,0.9989,0.5354,0.7806,0.9998,0.2567,0.1765,0.9999,-0.131,0.5899,0.9990,-0.161,0.4547,0.7093,0.6568,0.04152,1.000,0.6126,0.9225,0.7244,0.0125,0.003816,1.000,-0.039,0.5402,0.7196,0.2329,0.03052,0.8688,0.6373,0.7792,1.000,0.4992,0.8647,1.000,0.5504,0.7007,0.9999,0.4812,0.2726,0.7226,0.305,0.01128,0,0,0,0,0,0,0,0,0,0.9692,0.5292,0.7503
4,5,2000,0.9998,0.5866,0.6870,0,0,0,0,0,0,0,0,0,0.9998,0.0883,0.3093,0.8465,-0.359,0.1199,0.7491,0.6482,0.2905,0.9000,0.5333,0.5486,0.9964,0.3567,0.3240,0.9999,-0.102,0.5645,0.9973,-0.175,0.4454,0.9387,0.6582,0.7112,1.000,0.6000,0.9071,0.8088,0.0671,0.03615,0.9999,-0.168,0.6123,0.7669,0.3179,0.1436,0.9398,0.6558,0.7823,1.000,0.5208,0.8682,0.9999,0.5817,0.7258,0.9998,0.435,0.2534,0.6832,0.3029,0,0,0,0,0,0,0,0,0,0,0.9982,0.5812,0.8409
4,6,1000,0.8992,0.6039,0.5038,0,0,0,0,0,0,0,0,0,1.000,0.5857,0.8990,0.9538,0.6118,0.6301,0.8463,0.8053,1,0.9999,0.5939,0.8451,0.9999,0.6010,0.9362,1.000,0.5273,0.7324,0.7168,0.4907,0.07129,0,0,0,0.9999,0.7391,1,0.8651,0.5642,0.3171,0.5801,0.4010,0,0.3080,0.1830,0,0.5488,0.5171,0,0.9526,0.5183,0.4596,1.000,0.7217,1,0.3306,0.2031,0,0.6733,0.2962,0,0,0,0,0,0,0,0,0,0,0.9994,0.6204,0.8369
4,6,1500,0.9999,0.7247,1,0,0,0,0,0,0,0,0,0,1.000,0.6291,0.9670,0.9658,0.7088,1,0.8350,0.7708,1,1.000,0.5345,0.6477,0.9998,0.6285,0.9527,1.000,0.5655,0.9487,0.6852,0.4779,0,0.7717,0.7060,1,1.000,0.695,0.9986,0.8163,0.5119,0.2484,0.5539,0.3907,0,0.2632,0.1753,0,0.6041,0.5648,0,0.9989,0.5653,0.6088,1.000,0.7122,1,0.3585,0.1321,0,0.6835,0.1904,0,0,0,0,0,0,0,0,0,0,0.9472,0.5960,0.7374
4,6,2000,1.000,0.7161,1,0,0,0,0,0,0,0,0,0,1.000,0.6107,0.9699,0.9328,0.6848,0.9567,0.8181,0.7498,1,1.000,0.5591,0.6311,1.00,0.555,0.8543,1.000,0.6505,0.9860,0.6545,0.4453,0,0.7914,0.6705,0.8606,1.000,0.7049,1,0.7601,0.4509,0.05837,0.5552,0.3770,0,0.2588,0.1617,0,0.6211,0.5306,0,0.9998,0.5305,0.5033,0.9775,0.6839,0.9976,0.3175,0.1299,0,0.6862,0.2121,0,0,0,0,0,0,0,0,0,0,0.9998,0.6032,0.8304
4,7,1000,0.8850,0.6556,0.7066,0,0,0,0,0,0,0,0,0,0.9999,0.6479,0.8654,0.3675,-0.369,0,0.8064,0.7767,1,1.000,0.6162,0.9892,1.00,0.6435,0.9877,0.6130,-0.631,0,0.7589,0.2498,0.2,0,0,0,1.000,0.6405,0.9307,0.5867,0.2366,0,0.5345,0.1641,0,0.2332,-0.214,0,0.5962,0.5099,0,0.9204,0.4761,0.4445,1.000,0.7090,1,0.6024,0.1349,0,0.8389,0.4338,0.05949,0,0,0,0,0,0,0,0,0,0.9764,0.6625,0.9772
