W,K,T,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,02-25-14_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,2-2-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-26_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,2-2-26_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,2-2-26_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,3-30-15_timdee_07924e50.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,3-30-15_timdee_07924e50.csvagainst_2-2-15_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_2-2-26_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_3-30-15_timdee_07924e50.csv.csv,,3-30-15_timdee_07924e50.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_02-25-14_IanRichardson_015d4a82904c0c07.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-15_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_2-2-26_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_3-30-15_timdee_07924e50.csv.csv,,4-2-15_IanRichardson_015d4a82904c0c07.csvagainst_4-2-15_IanRichardson_015d4a82904c0c07.csv.csv,
3,8,1000,0.9996,0.7243,0,1,0,1,0,1,1.000,0.7365,0.2225,-0.138,0,1,0.9999,0.5367,0.9998,0.2578,0.9374,-0.273,0,1,0,1,0.9912,0.2377,1.000,0.4715,1.000,-0.704,0.4494,0.1853,0,1,0.9999,0.5071,1.000,0.7940,0.5285,-0.746,0.7990,0.6515,0,1,0,1,0,1,1.000,0.5806
3,8,1500,0.9985,0.6631,0,1,0,1,0,1,1.000,0.61,0.2411,-0.297,0,1,1.000,0.5831,0.9783,0.1533,0.7918,-0.446,1.000,0.8714,0,1,1.000,0.42,1.000,0.3170,1.000,0.2506,0.5279,0.2191,0,1,1.000,0.555,1.000,0.7347,0.7779,-0.953,0.7507,0.5947,0,1,0,1,0,1,0.9898,0.5594
3,8,2000,0.9999,0.5963,0,1,0,1,0,1,1.000,0.632,0.2931,-0.315,0,1,0.9532,0.5608,0.9858,0.1758,0.8413,-0.451,1.000,0.8467,0,1,1.000,0.5226,1.000,0.3311,0.9999,0.3055,0.5506,0.2332,0,1,1.000,0.5303,1.000,0.7295,0.8264,-1.054,0.7769,0.5712,0,1,0,1,0,1,1.000,0.5224
3,9,1000,1.000,0.5136,0,1,0,1,0,1,0.9999,0.3094,0.5833,-0.029,0,1,1.000,0.6243,1.000,0.3027,0.9995,-0.612,0,1,0,1,1.000,0.7396,1.000,0.6021,1.000,0.6171,0.4978,0.3613,0,1,1.000,0.5633,1.000,0.6166,0.4881,0.1029,0.7708,0.1506,0,1,0,1,0,1,0.9997,0.5954
3,9,1500,0.9999,0.2388,0,1,0,1,0,1,0.9999,0.1379,0.5554,-0.235,0,1,1.000,0.6544,0.9995,0.2955,0.9999,-0.432,0.825,0.7587,0,1,1.000,0.6526,0.9276,0.5726,0.9998,0.6054,0.4443,0.32,0,1,1.000,0.6893,1.000,0.726,0.5227,0.0926,0.7686,-0.152,0,1,0,1,0,1,0.9998,0.5777
3,9,2000,0.9993,0.1332,0,1,0,1,0,1,1.000,0.3047,0.6387,-0.170,0,1,1.000,0.6351,0.9995,0.3488,0.9999,-0.41,0.8077,0.7521,0,1,1.000,0.6568,0.8773,0.5547,1.000,0.6726,0.4456,0.3519,0,1,1.000,0.6626,1.000,0.8086,0.4911,0.0756,0.7822,-0.387,0,1,0,1,0,1,0.9997,0.5851
3,10,1000,0.9999,0.6639,0,1,0,1,0,1,0.9998,-0.363,0.38,0.1346,0,1,1.000,0.6664,1.000,0.6412,0.8101,0.1344,0,1,0,1,1.000,0.5531,1.000,0.5186,0.9998,0.6175,0.372,0.3079,0,1,0.9999,0.6753,1.000,0.6464,0.4063,0.3093,0.8340,0.3338,0,1,0,1,0,1,0.9979,0.4706
3,10,1500,0.9979,0.6667,0,1,0,1,0,1,0.9998,-0.481,0.3823,-0.114,0,1,0.9998,0.6048,1.000,0.6226,0.8101,0.1832,0.8712,0.7008,0,1,1.000,0.5014,1.000,0.615,0.9999,0.6589,0.3727,0.2560,0,1,1.000,0.6111,0.9998,0.7847,0.4510,0.3105,0.8188,0.0338,0,1,0,1,0,1,0.9998,0.4797
3,10,2000,0.9990,0.6394,0,1,0,1,0,1,1.000,-0.099,0.3916,-0.127,0,1,1.000,0.6322,1.000,0.6576,0.8184,0.1472,0.8950,0.7178,0,1,0.9997,0.4886,1.000,0.6325,0.9998,0.6789,0.3479,0.2599,0,1,1.000,0.6122,1.000,0.8145,0.4339,0.3034,0.816,-0.20,0,1,0,1,0,1,1.000,0.4779
3,20,1000,0.9998,0.6661,0,1,0,1,0,1,1.000,0.7582,0.6074,0.5115,0,1,0.9997,0.7620,0.9724,0.7607,0.8356,0.3814,0,1,0,1,0.9999,0.0084,1.000,0.7744,0.8716,0.4727,0.48,0.4376,0,1,0.9797,0.6849,0.9997,0.3655,0.5194,0.3520,0.7965,0.5902,0,1,0,1,0,1,0.9993,0.3840
3,20,1500,0.9992,0.5305,0,1,0,1,0,1,1.000,0.7538,0.5577,0.4106,0,1,0.9999,0.7744,0.9588,0.7360,0.7462,0.3367,0.8574,0.8038,0,1,0.9984,0.0545,1.000,0.7757,0.8093,0.4419,0.4568,0.4023,0,1,0.9850,0.6970,1.000,0.4168,0.5270,0.3981,0.8034,0.5176,0,1,0,1,0,1,1.000,0.3327
3,20,2000,0.9993,0.5167,0,1,0,1,0,1,1.000,0.7732,0.5681,0.3989,0,1,1.000,0.7726,1.000,0.7860,0.7361,0.3426,0.8987,0.8041,0,1,0.9981,0.0019,1.000,0.7782,0.8239,0.4593,0.4449,0.3902,0,1,0.9999,0.7170,0.9982,0.4379,0.4713,0.3796,0.8245,0.4648,0,1,0,1,0,1,1.000,0.3466
3,30,1000,0.9999,0.4996,0,1,0,1,0,1,1.000,0.8793,0.7011,0.6210,0,1,1.000,0.8789,0.8281,0.6793,0.8424,0.5994,0,1,0,1,0.9999,0.1384,0.9706,0.7589,0.8452,0.6271,0.4739,0.4225,0,1,0.9417,0.6702,1.000,0.2980,0.5853,0.4634,0.872,0.6916,0,1,0,1,0,1,0.9999,0.3826
3,30,1500,0.9998,0.3172,0,1,0,1,0,1,1.000,0.8407,0.6341,0.5227,0,1,1.000,0.8619,0.8845,0.6915,0.7870,0.5308,0.7220,0.7059,0,1,0.9987,0.1284,0.9975,0.8483,0.8409,0.6255,0.4675,0.4080,0,1,0.9034,0.6788,0.9991,0.2788,0.5380,0.4355,0.8648,0.6679,0,1,0,1,0,1,0.9999,0.3283
3,30,2000,0.9997,0.2511,0,1,0,1,0,1,1.000,0.8400,0.6217,0.5018,0,1,1.000,0.8477,0.9224,0.7477,0.7557,0.5121,0.7382,0.7133,0,1,0.9999,0.1113,0.9991,0.8208,0.8423,0.6189,0.4560,0.3953,0,1,0.8911,0.6580,1.000,0.2854,0.5280,0.4329,0.8821,0.5765,0,1,0,1,0,1,0.9998,0.3335
3,40,1000,0.9998,0.5337,0,1,0,1,0,1,1.000,0.7797,0.8885,0.7741,0,1,0.9999,0.7958,0.8157,0.7029,1.000,0.9136,0,1,0,1,0.9991,0.0497,0.9693,0.8065,0.9999,0.8772,0.5604,0.5362,0,1,0.9176,0.7445,0.9999,0.2540,0.5353,0.4490,0.9192,0.8098,0,1,0,1,0,1,0.9996,0.2995
3,40,1500,1.000,0.4296,0,1,0,1,0,1,1.000,0.7592,0.8066,0.6634,0,1,1.000,0.8788,0.8980,0.7632,0.9898,0.8681,0.9378,0.9178,0,1,0.9999,0.0994,0.9545,0.8009,1.000,0.8324,0.5402,0.5029,0,1,0.9268,0.7557,0.9999,0.2116,0.5,0.4463,0.9380,0.7591,0,1,0,1,0,1,1.000,0.2702
3,40,2000,1.000,0.4004,0,1,0,1,0,1,1.000,0.7933,0.7642,0.6320,0,1,1.000,0.8471,0.9423,0.8339,0.9445,0.8320,0.9555,0.9238,0,1,0.9999,0.0649,0.9685,0.7914,1.000,0.8349,0.5245,0.4855,0,1,0.9220,0.7382,0.9999,0.2124,0.4870,0.4335,0.9533,0.7194,0,1,0,1,0,1,0.9994,0.2894
3,50,1000,0.9999,0.3315,0,1,0,1,0,1,0.9999,0.8328,0.8020,0.7232,0,1,0.9740,0.7724,0.7710,0.6941,0.9336,0.8007,0,1,0,1,0.9998,0.0108,0.9362,0.8440,0.9519,0.8420,0.4211,0.3883,0,1,0.8911,0.7677,0.9997,0.2198,0.4382,0.3734,0.8859,0.7997,0,1,0,1,0,1,0.9998,0.2494
3,50,1500,0.9985,0.1622,0,1,0,1,0,1,0.9671,0.7842,0.7111,0.5967,0,1,1.000,0.8826,0.8363,0.7522,0.8597,0.7092,0.7716,0.7539,0,1,0.9999,0.0378,0.9795,0.8802,0.9229,0.7972,0.4187,0.3726,0,1,0.8670,0.7498,0.9994,0.1136,0.4511,0.3882,0.8911,0.7922,0,1,0,1,0,1,0.9999,0.22
3,50,2000,0.9992,0.1448,0,1,0,1,0,1,0.9609,0.7928,0.6703,0.5698,0,1,1.000,0.8712,0.8772,0.8001,0.8103,0.6785,0.7776,0.7612,0,1,0.9994,0.0180,0.9778,0.8719,0.9309,0.8061,0.4119,0.3652,0,1,0.8643,0.7494,0.9998,0.1096,0.4364,0.3815,0.9050,0.7534,0,1,0,1,0,1,1.000,0.2402
4,5,1000,0.9997,0.6664,0,1,0,1,0,1,0.9344,-0.31,0.7724,0.3892,0,1,0.9997,0.5779,1.000,0.2667,0.9999,-0.081,0,1,0,1,0.9988,0.53,0.8062,0.3929,0.9976,0.1788,0,1,0,1,1.000,0.5492,1.000,0.6667,0.6059,0.12,0.7692,0.5817,0,1,0,1,0,1,0.9979,0.6662
4,5,1500,0.9985,0.5525,0,1,0,1,0,1,0.9999,-0.349,0.9002,0.195,0,1,0.9279,0.4658,1.000,0.4717,0.9998,-0.262,0,1,0,1,1.000,0.6609,0.8964,0.2767,0.9997,0.0921,0.6860,0.6203,0,1,0.9998,0.6002,1.000,0.6667,0.7090,0.0108,0.7815,0.525,0,1,0,1,0,1,0.9999,0.6425
4,5,2000,0.9999,0.47,0,1,0,1,0,1,1.000,-0.208,0.9564,0.1729,0,1,0.8267,0.4471,1.000,0.56,1.000,-0.228,0,1,0,1,1.000,0.644,0.9793,0.3338,0.9993,0.1017,0.6816,0.616,0,1,1.000,0.6459,0.947,0.6655,0.7046,0.0421,0.7849,0.5212,0,1,0,1,0,1,0.9842,0.6667
4,6,1000,0.9999,0.7273,0,1,0,1,0,1,1.000,0.5634,0.9999,0.9412,0,1,1.000,0.6025,1.000,0.4388,0.9999,0.5711,0,1,0,1,1.000,0.6134,0.8946,0.6439,0.7134,0.6028,0,1,0,1,1.000,0.6692,1.000,0.7796,0.3587,0.1966,0.6785,0.3783,0,1,0,1,0,1,1.000,0.6667
4,6,1500,0.9998,0.7257,0,1,0,1,0,1,1.000,0.6355,1.00,0.8661,0,1,1.000,0.5663,0.9999,0.5639,1.000,0.5893,0,1,0,1,1.000,0.6983,0.9361,0.7009,0.7287,0.6209,0.1972,0.1775,0,1,0.9754,0.60,0.9984,0.7214,0.2849,0.0671,0.7275,0.3554,0,1,0,1,0,1,0.9998,0.6667
4,6,2000,0.9997,0.7241,0,1,0,1,0,1,1.000,0.6928,1.000,0.9113,0,1,1.000,0.6314,1.000,0.4926,0.9996,0.5768,0,1,0,1,1.000,0.6368,0.9086,0.6655,0.7127,0.5995,0.2045,0.1822,0,1,0.9275,0.5708,1.000,0.7921,0.2676,0.0791,0.7337,0.4021,0,1,0,1,0,1,1.000,0.6660
4,7,1000,0.9997,0.8381,0,1,0,1,0,1,1.000,0.7423,0.4194,0.1134,0,1,0.9999,0.7005,1.000,0.4740,0.6925,-1.045,0,1,0,1,1.000,0.5088,0.6854,0.1491,0.63,0.2470,0,1,0,1,1.000,0.6431,1.000,0.6627,0.4666,0.1088,0.7208,0.5342,0,1,0,1,0,1,0.9124,0.6667
4,7,1500,1.000,0.8263,0,1,0,1,0,1,0.9998,0.7168,0.5123,0.1776,0,1,0.9999,0.6929,1.000,0.2964,0.5257,-0.542,0,1,0,1,0.9977,0.0048,0.7930,0.2942,0.6855,0.2419,0.2368,0.2028,0,1,1.000,0.5880,1.000,0.5038,0.3660,-0.011,0.7478,0.4783,0,1,0,1,0,1,0.9999,0.6664
4,7,2000,1.000,0.7945,0,1,0,1,0,1,1.000,0.7712,0.4069,0.1391,0,1,0.9999,0.6176,1.00,0.4601,0.4387,-0.419,0,1,0,1,0.9926,0.0945,0.7883,0.1868,0.7316,0.2539,0.2201,0.1917,0,1,0.9733,0.5540,1.000,0.5883,0.3431,-0.067,0.6955,0.4442,0,1,0,1,0,1,1.000,0.6664
4,8,1000,0.9995,0.8314,0,1,0,1,0,1,0.9943,0.6917,0.2015,0.1031,0,1,1.000,0.7587,0.9821,0.2751,0.4171,-0.185,0,1,0,1,0.9989,0.5494,1.000,0.4608,0.9998,-0.020,0,1,0,1,0.9999,0.615,1.000,0.5822,0.29,-0.308,0.7219,0.6031,0,1,0,1,0,1,0.9999,0.5336
4,8,1500,0.9956,0.7869,0,1,0,1,0,1,0.9887,0.6978,0.1944,0.0294,0,1,0.8708,0.6183,0.9999,0.5296,0.4792,-0.051,0,1,0,1,0.9988,0.4123,0.9998,0.2861,0.9998,0.3088,0.2449,0.1919,0,1,1.000,0.6769,1.000,0.6219,0.3158,-0.276,0.6672,0.5561,0,1,0,1,0,1,0.9997,0.5496
4,8,2000,0.9997,0.7010,0,1,0,1,0,1,1.000,0.7594,0.2023,0.0091,0,1,0.7776,0.5560,1.000,0.5224,0.4592,-0.064,0,1,0,1,1.000,0.4756,0.9998,0.3280,0.9999,0.4051,0.2314,0.1686,0,1,1.000,0.6408,1.000,0.6684,0.3062,-0.340,0.6898,0.5615,0,1,0,1,0,1,1.000,0.5689
4,9,1000,0.9967,0.4649,0,1,0,1,0,1,0.9999,0.5545,0.6574,0.5305,0,1,1.000,0.6953,1.000,0.7514,0.9422,-0.191,0,1,0,1,1.000,0.6423,1.000,0.5957,0.9596,0.7664,0,1,0,1,1.000,0.7918,0.9998,0.5099,0.4425,0.2545,0.7758,0.6008,0,1,0,1,0,1,0.9999,0.5866
4,9,1500,1.000,0.3795,0,1,0,1,0,1,0.9998,0.4066,0.6036,0.3903,0,1,0.9999,0.7566,1.000,0.7648,0.9221,-0.091,0,1,0,1,1.000,0.6495,1.000,0.6144,0.9999,0.7642,0.3478,0.3352,0,1,1.000,0.7322,0.9998,0.5270,0.4424,0.1946,0.7757,0.5632,0,1,0,1,0,1,0.9999,0.6067
4,9,2000,0.9996,0.3581,0,1,0,1,0,1,1.000,0.6501,0.5872,0.3531,0,1,1.000,0.8041,1.000,0.6899,0.9798,0.0115,0,1,0,1,1.000,0.6158,1.000,0.6423,0.9848,0.7438,0.3228,0.3098,0,1,1.000,0.6709,0.9998,0.5697,0.4097,0.1574,0.7684,0.4352,0,1,0,1,0,1,0.9997,0.5902
4,10,1000,0.9998,0.6664,0,1,0,1,0,1,0.9699,-0.095,0.4931,0.2459,0,1,1.000,0.8701,1.000,0.8198,0.6065,0.0,0,1,0,1,1.000,0.5241,1.000,0.7097,0.9260,0.7703,0,1,0,1,1.000,0.7187,0.9999,0.5399,0.4465,0.2976,0.7607,0.6198,0,1,0,1,0,1,1.000,0.5136
4,10,1500,0.9992,0.5583,0,1,0,1,0,1,1.000,-0.12,0.4282,0.1602,0,1,1.000,0.7949,1.000,0.7635,0.6568,0.1816,0,1,0,1,1.000,0.53,0.9999,0.6880,0.8818,0.6833,0.3851,0.3495,0,1,0.9911,0.6593,0.9993,0.5701,0.4820,0.3217,0.8413,0.6007,0,1,0,1,0,1,1.000,0.4195
4,10,2000,0.9995,0.4842,0,1,0,1,0,1,0.9998,-0.007,0.4079,0.1537,0,1,1.000,0.7567,1.000,0.7425,0.5888,0.1806,0,1,0,1,0.9998,0.5098,1.000,0.6768,0.8581,0.6820,0.3565,0.3235,0,1,0.9290,0.6284,0.9998,0.5796,0.4632,0.3104,0.7974,0.4422,0,1,0,1,0,1,0.9997,0.3255
4,20,1000,1.000,0.6820,0,1,0,1,0,1,0.8924,0.6930,0.8764,0.8059,0,1,0.9723,0.7671,0.7632,0.6528,1.000,0.8705,0,1,0,1,0.9989,0.0809,1.000,0.8762,0.9682,0.8816,0,1,0,1,0.9174,0.6989,0.9999,0.2990,0.4899,0.3706,0.7771,0.7267,0,1,0,1,0,1,0.9989,0.2964
4,20,1500,0.9995,0.6025,0,1,0,1,0,1,0.8993,0.6866,0.7693,0.6608,0,1,1.000,0.8788,0.8378,0.7165,0.9495,0.7945,0,1,0,1,0.9991,0.0882,1.000,0.8851,0.9616,0.8448,0.5566,0.5339,0,1,0.8855,0.6792,0.9995,0.2542,0.4661,0.3755,0.7916,0.7175,0,1,0,1,0,1,0.9998,0.3053
4,20,2000,0.9998,0.5864,0,1,0,1,0,1,0.8955,0.7042,0.7320,0.6339,0,1,1.000,0.8981,0.8728,0.7556,0.8854,0.7450,0,1,0,1,0.9996,0.0610,1.000,0.8788,0.9645,0.8444,0.5270,0.5049,0,1,0.8681,0.6654,0.9998,0.3193,0.4335,0.3370,0.8007,0.7102,0,1,0,1,0,1,0.9996,0.3065
4,30,1000,0.9998,0.3783,0,1,0,1,0,1,0.9698,0.8893,0.9997,0.9839,0,1,0.8362,0.7260,0.7403,0.6924,0.9394,0.9103,0,1,0,1,0.9997,0.0658,0.9723,0.9151,0.7990,0.7518,0,1,0,1,0.9392,0.8466,1.000,0.2242,0.6677,0.6127,0.9267,0.8530,0,1,0,1,0,1,0.9989,0.2548
4,30,1500,1.000,0.2336,0,1,0,1,0,1,0.9708,0.9003,0.8843,0.8473,0,1,0.9879,0.8847,0.8197,0.7670,1.000,0.9610,0,1,0,1,0.9996,0.0701,0.9690,0.9167,0.7948,0.7347,0.5939,0.5835,0,1,0.9196,0.8004,1.000,0.1592,0.6526,0.6211,0.9323,0.8727,0,1,0,1,0,1,0.9989,0.2314
4,30,2000,0.9997,0.1828,0,1,0,1,0,1,0.9482,0.8682,0.8250,0.7896,0,1,1.000,0.9471,0.8752,0.8262,0.9431,0.9028,0,1,0,1,0.9999,0.0526,0.9557,0.9026,0.8067,0.7440,0.5892,0.5776,0,1,0.8983,0.7757,0.9998,0.1749,0.6561,0.6232,0.9436,0.8721,0,1,0,1,0,1,0.9996,0.2318
4,40,1000,0.9999,0.4297,0,1,0,1,0,1,0.9798,0.9042,0.8894,0.8773,0,1,0.8425,0.7333,0.7563,0.7202,0.8203,0.8024,0,1,0,1,0.9999,0.0597,0.9450,0.8926,1.000,0.9896,0,1,0,1,0.9161,0.8655,0.9997,0.1880,0.6762,0.6452,0.8711,0.8087,0,1,0,1,0,1,0.9994,0.1778
4,40,1500,0.9998,0.2718,0,1,0,1,0,1,0.9856,0.9022,1.000,0.9830,0,1,0.9793,0.8651,0.8335,0.8054,0.9178,0.8986,0,1,0,1,0.9999,0.0504,0.9329,0.8885,0.9999,0.9855,0.7273,0.7217,0,1,0.8982,0.8422,0.9997,0.1224,0.6616,0.6329,0.8819,0.8229,0,1,0,1,0,1,1.000,0.2055
4,40,2000,0.9997,0.2210,0,1,0,1,0,1,0.9675,0.8896,0.9442,0.9208,0,1,1.000,0.9417,0.8967,0.8714,0.9810,0.9639,0,1,0,1,1.000,0.0192,0.9318,0.8831,1.000,0.9777,0.7279,0.7244,0,1,0.8925,0.8397,0.9997,0.1114,0.6662,0.6415,0.8769,0.8263,0,1,0,1,0,1,1.000,0.2073
4,50,1000,0.9999,0.3393,0,1,0,1,0,1,0.9460,0.8822,0.9372,0.9245,0,1,0.8322,0.7279,0.7504,0.7350,0.8636,0.8448,0,1,0,1,0.9996,0.0366,0.9595,0.9301,0.9615,0.9487,0,1,0,1,0.9245,0.8842,0.9999,0.1621,0.6352,0.6187,0.9131,0.8562,0,1,0,1,0,1,0.9993,0.1448
